Station_Name,GODERICH, ONTARIO
2000-07-17,176.179,
2000-07-18,176.199,
2000-07-19,176.155,
2000-07-20,176.152,
2000-07-21,176.166,
2000-07-22,176.156,
2000-07-23,176.147,
2000-07-24,176.137,
2000-07-25,176.116,
2000-07-26,176.1,
2000-07-27,176.091,
2000-07-28,176.102,
2000-07-29,176.103,
2000-07-30,176.101,
2000-07-31,176.092,
2000-08-01,176.123,
2000-08-02,176.149,
2000-08-03,176.16,
2000-08-04,176.137,
2000-08-05,176.133,
2000-08-06,176.106,
2000-08-07,176.141,
2000-08-08,176.157,
2000-08-09,176.15,
2000-08-10,176.171,
2000-08-11,176.166,
2000-08-12,176.152,
2000-08-13,176.136,
2000-08-14,176.158,
2000-08-15,176.181,
2000-08-16,176.214,
2000-08-17,176.14,
2000-08-18,176.163,
2000-08-19,176.175,
2000-08-20,176.139,
2000-08-21,176.113,
2000-08-22,176.105,
2000-08-23,176.118,
2000-08-24,176.138,
2000-08-25,176.121,
2000-08-26,176.147,
2000-08-27,176.137,
2000-08-28,176.11,
2000-08-29,176.081,
2000-08-30,176.127,
2000-08-31,176.077,
2000-09-01,176.127,
2000-09-02,176.099,
2000-09-03,176.117,
2000-09-04,176.112,
2000-09-05,176.09,
2000-09-06,176.062,
2000-09-07,176.036,
2000-09-08,176.108,
2000-09-09,176.056,
2000-09-10,176.057,
2000-09-11,176.073,
2000-09-12,176.14,
2000-09-13,176.126,
2000-09-14,176.146,
2000-09-15,176.202,
2000-09-16,176.165,
2000-09-17,176.19,
2000-09-18,176.105,
2000-09-19,176.08,
2000-09-20,176.114,
2000-09-21,176.228,
2000-09-22,176.14,
2000-09-23,176.051,
2000-09-24,176.123,
2000-09-25,176.103,
2000-09-26,176.096,
2000-09-27,176.144,
2000-09-28,176.052,
2000-09-29,176.027,
2000-09-30,176.064,
2000-10-01,176.011,
2000-10-02,176.003,
2000-10-03,176.068,
2000-10-04,176.062,
2000-10-05,176.037,
2000-10-06,176.063,
2000-10-07,176.126,
2000-10-08,176.048,
2000-10-09,176.089,
2000-10-10,176.092,
2000-10-11,176.072,
2000-10-12,176.026,
2000-10-13,176.003,
2000-10-14,176.006,
2000-10-15,176.018,
2000-10-16,175.973,
2000-10-17,175.998,
2000-10-18,176.005,
2000-10-19,175.994,
2000-10-20,175.949,
2000-10-21,176.014,
2000-10-22,175.912,
2000-10-23,175.919,
2000-10-24,175.972,
2000-10-25,175.952,
2000-10-26,175.925,
2000-10-27,175.982,
2000-10-28,175.936,
2000-10-29,175.937,
2000-10-30,175.941,
2000-10-31,175.915,
2000-11-01,175.896,
2000-11-02,175.849,
2000-11-03,175.955,
2000-11-04,175.982,
2000-11-05,175.906,
2000-11-06,175.85,
2000-11-07,175.757,
2000-11-08,175.859,
2000-11-09,175.902,
2000-11-10,176.032,
2000-11-11,175.964,
2000-11-12,175.871,
2000-11-13,175.866,
2000-11-14,175.957,
2000-11-15,176.01,
2000-11-16,175.945,
2000-11-17,176.005,
2000-11-18,175.982,
2000-11-19,175.891,
2000-11-20,175.941,
2000-11-21,176.027,
2000-11-22,176.064,
2000-11-23,175.913,
2000-11-24,175.843,
2000-11-25,175.865,
2000-11-26,175.824,
2000-11-27,175.88,
2000-11-28,175.894,
2000-11-29,175.869,
2000-11-30,175.869,
2000-12-01,175.899,
2000-12-02,175.86,
2000-12-03,175.867,
2000-12-04,175.893,
2000-12-05,176.046,
2000-12-06,175.958,
2000-12-07,175.886,
2000-12-08,175.807,
2000-12-09,175.826,
2000-12-10,175.837,
2000-12-11,175.842,
2000-12-12,175.876,
2000-12-13,175.841,
2000-12-14,175.842,
2000-12-15,175.816,
2000-12-16,175.714,
2000-12-17,175.902,
2000-12-18,175.925,
2000-12-19,175.827,
2000-12-20,175.847,
2000-12-21,175.773,
2000-12-22,175.847,
2000-12-23,175.836,
2000-12-24,175.862,
2000-12-25,175.881,
2000-12-26,175.886,
2000-12-27,175.903,
2000-12-28,175.827,
2000-12-29,175.808,
2000-12-30,175.798,
2000-12-31,175.856,
2001-01-01,175.857,
2001-01-02,175.848,
2001-01-03,175.861,
2001-01-04,175.843,
2001-01-05,175.853,
2001-01-06,175.836,
2001-01-07,175.777,
2001-01-08,175.799,
2001-01-09,175.848,
2001-01-10,175.859,
2001-01-11,175.834,
2001-01-12,175.766,
2001-01-13,175.772,
2001-01-14,175.759,
2001-01-15,175.7,
2001-01-16,175.818,
2001-01-17,175.792,
2001-01-18,175.786,
2001-01-19,175.847,
2001-01-20,175.77,
2001-01-21,175.818,
2001-01-22,175.769,
2001-01-23,175.803,
2001-01-24,175.818,
2001-01-25,175.788,
2001-01-26,175.773,
2001-01-27,175.831,
2001-01-28,175.812,
2001-01-29,175.759,
2001-01-30,175.715,
2001-01-31,175.779,
2001-02-01,175.788,
2001-02-02,175.869,
2001-02-03,175.795,
2001-02-04,175.748,
2001-02-05,175.764,
2001-02-06,175.784,
2001-02-07,175.789,
2001-02-08,175.72,
2001-02-09,175.717,
2001-02-10,175.945,
2001-02-11,175.864,
2001-02-12,175.774,
2001-02-13,175.805,
2001-02-14,175.829,
2001-02-15,175.816,
2001-02-16,175.825,
2001-02-17,175.93,
2001-02-18,175.857,
2001-02-19,175.822,
2001-02-20,175.845,
2001-02-21,175.893,
2001-02-22,175.778,
2001-02-23,175.844,
2001-02-24,175.751,
2001-02-25,175.693,
2001-02-26,175.881,
2001-02-27,175.868,
2001-02-28,175.86,
2001-03-01,175.849,
2001-03-02,175.821,
2001-03-03,175.807,
2001-03-04,175.78,
2001-03-05,175.864,
2001-03-06,175.895,
2001-03-07,175.833,
2001-03-08,175.812,
2001-03-09,175.846,
2001-03-10,175.801,
2001-03-11,175.858,
2001-03-12,175.737,
2001-03-13,175.747,
2001-03-14,175.845,
2001-03-15,175.831,
2001-03-16,175.799,
2001-03-17,175.814,
2001-03-18,175.822,
2001-03-19,175.813,
2001-03-20,175.784,
2001-03-21,175.797,
2001-03-22,175.812,
2001-03-23,175.826,
2001-03-24,175.904,
2001-03-25,175.872,
2001-03-26,175.838,
2001-03-27,175.828,
2001-03-28,175.809,
2001-03-29,175.761,
2001-03-30,175.758,
2001-03-31,175.755,
2001-04-01,175.746,
2001-04-02,175.761,
2001-04-03,175.765,
2001-04-04,175.763,
2001-04-05,175.753,
2001-04-06,175.748,
2001-04-07,175.705,
2001-04-08,175.748,
2001-04-09,175.836,
2001-04-10,175.76,
2001-04-11,175.739,
2001-04-12,175.704,
2001-04-13,175.878,
2001-04-14,175.841,
2001-04-15,175.833,
2001-04-16,175.861,
2001-04-17,175.932,
2001-04-18,175.884,
2001-04-19,175.841,
2001-04-20,175.789,
2001-04-21,175.767,
2001-04-22,175.887,
2001-04-23,175.8,
2001-04-24,175.937,
2001-04-25,175.871,
2001-04-26,175.853,
2001-04-27,175.907,
2001-04-28,175.872,
2001-04-29,175.845,
2001-04-30,175.843,
2001-05-01,175.849,
2001-05-02,175.852,
2001-05-03,175.876,
2001-05-04,175.913,
2001-05-05,175.893,
2001-05-06,175.851,
2001-05-07,175.816,
2001-05-08,175.876,
2001-05-09,175.891,
2001-05-10,175.861,
2001-05-11,175.922,
2001-05-12,175.948,
2001-05-13,175.918,
2001-05-14,175.914,
2001-05-15,175.874,
2001-05-16,175.861,
2001-05-17,175.906,
2001-05-18,175.926,
2001-05-19,175.934,
2001-05-20,175.919,
2001-05-21,175.872,
2001-05-22,175.882,
2001-05-23,175.927,
2001-05-24,175.905,
2001-05-25,175.931,
2001-05-26,175.931,
2001-05-27,175.946,
2001-05-28,176.007,
2001-05-29,176.014,
2001-05-30,176.005,
2001-05-31,176.003,
2001-06-01,175.954,
2001-06-02,175.981,
2001-06-03,176.024,
2001-06-04,176.027,
2001-06-05,176.015,
2001-06-06,176.016,
2001-06-07,176.021,
2001-06-08,176.029,
2001-06-09,176.027,
2001-06-10,176.031,
2001-06-11,176.024,
2001-06-12,176.036,
2001-06-13,176.029,
2001-06-14,175.996,
2001-06-15,176.017,
2001-06-16,176.058,
2001-06-17,176.07,
2001-06-18,176.027,
2001-06-19,176.074,
2001-06-20,176.07,
2001-06-21,176.057,
2001-06-22,176.09,
2001-06-23,176.082,
2001-06-24,176.072,
2001-06-25,176.063,
2001-06-26,176.048,
2001-06-27,176.06,
2001-06-28,176.072,
2001-06-29,176.059,
2001-06-30,176.091,
2001-07-01,176.149,
2001-07-02,176.087,
2001-07-03,176.07,
2001-07-04,176.082,
2001-07-05,176.105,
2001-07-06,176.07,
2001-07-07,176.058,
2001-07-08,176.069,
2001-07-09,176.075,
2001-07-10,176.071,
2001-07-11,176.081,
2001-07-12,176.082,
2001-07-13,176.078,
2001-07-14,176.074,
2001-07-15,176.059,
2001-07-16,176.037,
2001-07-17,176.028,
2001-07-18,176.02,
2001-07-19,176.026,
2001-07-20,176.018,
2001-07-21,176.016,
2001-07-22,176.04,
2001-07-23,176.045,
2001-07-24,176.082,
2001-07-25,176.067,
2001-07-26,176.018,
2001-07-27,176.006,
2001-07-28,175.995,
2001-07-29,175.989,
2001-07-30,175.997,
2001-07-31,175.984,
2001-08-01,175.983,
2001-08-02,176.028,
2001-08-03,176.051,
2001-08-04,176.032,
2001-08-05,176.018,
2001-08-06,176.034,
2001-08-07,176.054,
2001-08-08,176.044,
2001-08-09,176.041,
2001-08-10,176.087,
2001-08-11,176.046,
2001-08-12,176.029,
2001-08-13,176.051,
2001-08-14,176.031,
2001-08-15,176.028,
2001-08-16,176.021,
2001-08-17,176.056,
2001-08-18,176.041,
2001-08-19,175.991,
2001-08-20,176.061,
2001-08-21,176.05,
2001-08-22,176.018,
2001-08-23,176.026,
2001-08-24,175.989,
2001-08-25,175.972,
2001-08-26,176.028,
2001-08-27,176.024,
2001-08-28,176.045,
2001-08-29,176.013,
2001-08-30,175.987,
2001-08-31,176.071,
2001-09-01,176.01,
2001-09-02,176,
2001-09-03,176.022,
2001-09-04,176.041,
2001-09-05,175.977,
2001-09-06,175.973,
2001-09-07,175.942,
2001-09-08,175.961,
2001-09-09,175.978,
2001-09-10,176.041,
2001-09-11,176.043,
2001-09-12,176.024,
2001-09-13,176.044,
2001-09-14,175.978,
2001-09-15,175.98,
2001-09-16,175.994,
2001-09-17,175.993,
2001-09-18,175.976,
2001-09-19,175.882,
2001-09-20,175.939,
2001-09-21,176.027,
2001-09-22,176.009,
2001-09-23,175.979,
2001-09-24,176.083,
2001-09-25,176.085,
2001-09-26,176.12,
2001-09-27,176.088,
2001-09-28,176.065,
2001-09-29,176.033,
2001-09-30,176.014,
2001-10-01,176.026,
2001-10-02,176.007,
2001-10-03,175.992,
2001-10-04,176.047,
2001-10-05,176.037,
2001-10-06,176.103,
2001-10-07,176.114,
2001-10-08,175.969,
2001-10-09,175.917,
2001-10-10,175.929,
2001-10-11,175.992,
2001-10-12,175.947,
2001-10-13,175.906,
2001-10-14,175.931,
2001-10-15,176.068,
2001-10-16,176.151,
2001-10-17,176.22,
2001-10-18,176.035,
2001-10-19,176.049,
2001-10-20,176.056,
2001-10-21,176.037,
2001-10-22,176.038,
2001-10-23,175.958,
2001-10-24,176.007,
2001-10-25,176.113,
2001-10-26,176.354,
2001-10-27,176.2,
2001-10-28,176.042,
2001-10-29,176.12,
2001-10-30,176.03,
2001-10-31,175.956,
2001-11-01,176.015,
2001-11-02,176.074,
2001-11-03,176.103,
2001-11-04,176.104,
2001-11-05,176.077,
2001-11-06,176.035,
2001-11-07,176.075,
2001-11-08,176.082,
2001-11-09,176.096,
2001-11-10,176.117,
2001-11-11,176.042,
2001-11-12,176.06,
2001-11-13,176.004,
2001-11-14,176.047,
2001-11-15,176.024,
2001-11-16,176.076,
2001-11-17,175.99,
2001-11-18,176.004,
2001-11-19,176.07,
2001-11-20,176.12,
2001-11-21,176.048,
2001-11-22,176.01,
2001-11-23,175.951,
2001-11-24,175.926,
2001-11-25,175.935,
2001-11-26,176.07,
2001-11-27,175.985,
2001-11-28,175.976,
2001-11-29,175.989,
2001-11-30,175.986,
2001-12-01,176.053,
2001-12-02,176.079,
2001-12-03,176.045,
2001-12-04,176.017,
2001-12-05,175.998,
2001-12-06,176.127,
2001-12-07,176.123,
2001-12-08,176.025,
2001-12-09,176.073,
2001-12-10,176.062,
2001-12-11,176.063,
2001-12-12,175.961,
2001-12-13,176.037,
2001-12-14,176.065,
2001-12-15,176.033,
2001-12-16,175.983,
2001-12-17,176.015,
2001-12-18,176.105,
2001-12-19,176.077,
2001-12-20,176.199,
2001-12-21,176.13,
2001-12-22,175.93,
2001-12-23,175.95,
2001-12-24,176.102,
2001-12-25,176.106,
2001-12-26,176.061,
2001-12-27,176.083,
2001-12-28,176.092,
2001-12-29,176.095,
2001-12-30,176.193,
2001-12-31,176.201,
2002-01-01,176.092,
2002-01-02,176.059,
2002-01-03,176.117,
2002-01-04,176.067,
2002-01-05,176.024,
2002-01-06,176.042,
2002-01-07,175.992,
2002-01-08,176.017,
2002-01-09,176.016,
2002-01-10,176.033,
2002-01-11,176.048,
2002-01-12,176.013,
2002-01-13,176.098,
2002-01-14,175.941,
2002-01-15,175.981,
2002-01-16,176.008,
2002-01-17,176.049,
2002-01-18,176.107,
2002-01-19,176.019,
2002-01-20,176.045,
2002-01-21,175.995,
2002-01-22,175.962,
2002-01-23,175.948,
2002-01-24,176.012,
2002-01-25,175.997,
2002-01-26,175.999,
2002-01-27,175.926,
2002-01-28,175.969,
2002-01-29,175.957,
2002-01-30,175.949,
2002-01-31,175.943,
2002-02-01,175.97,
2002-02-02,175.981,
2002-02-03,176.025,
2002-02-04,176.087,
2002-02-05,176.039,
2002-02-06,176.003,
2002-02-07,176.003,
2002-02-08,175.984,
2002-02-09,175.879,
2002-02-10,175.919,
2002-02-11,175.901,
2002-02-12,176.056,
2002-02-13,176.041,
2002-02-14,175.952,
2002-02-15,175.966,
2002-02-16,175.974,
2002-02-17,175.979,
2002-02-18,175.872,
2002-02-19,175.882,
2002-02-20,175.855,
2002-02-21,175.946,
2002-02-22,175.965,
2002-02-23,175.94,
2002-02-24,175.907,
2002-02-25,175.917,
2002-02-26,175.988,
2002-02-27,176.045,
2002-02-28,176.008,
2002-03-01,176.021,
2002-03-02,175.909,
2002-03-03,175.983,
2002-03-04,176.054,
2002-03-05,176.014,
2002-03-06,175.991,
2002-03-07,175.96,
2002-03-08,175.85,
2002-03-09,175.897,
2002-03-10,176.228,
2002-03-11,176.122,
2002-03-12,176.013,
2002-03-13,175.983,
2002-03-14,176.02,
2002-03-15,175.905,
2002-03-16,176.003,
2002-03-17,175.963,
2002-03-18,175.97,
2002-03-19,175.988,
2002-03-20,175.994,
2002-03-21,176.123,
2002-03-22,176.16,
2002-03-23,176.136,
2002-03-24,176.068,
2002-03-25,175.98,
2002-03-26,175.994,
2002-03-27,176.009,
2002-03-28,175.969,
2002-03-29,175.976,
2002-03-30,175.993,
2002-03-31,176.007,
2002-04-01,176.019,
2002-04-02,176.009,
2002-04-03,176.051,
2002-04-04,176.058,
2002-04-05,176.031,
2002-04-06,176.022,
2002-04-07,175.933,
2002-04-08,175.992,
2002-04-09,176.05,
2002-04-10,176.05,
2002-04-11,175.962,
2002-04-12,176.006,
2002-04-13,176.067,
2002-04-14,175.999,
2002-04-15,176.013,
2002-04-16,176.02,
2002-04-17,176.048,
2002-04-18,176.054,
2002-04-19,176.097,
2002-04-20,176.13,
2002-04-21,176.069,
2002-04-22,176.082,
2002-04-23,176.115,
2002-04-24,176.039,
2002-04-25,176.127,
2002-04-26,176.147,
2002-04-27,176.094,
2002-04-28,176.058,
2002-04-29,176.089,
2002-04-30,176.156,
2002-05-01,176.155,
2002-05-02,176.146,
2002-05-03,176.2,
2002-05-04,176.145,
2002-05-05,176.148,
2002-05-06,176.129,
2002-05-07,176.16,
2002-05-08,176.123,
2002-05-09,176.097,
2002-05-10,176.265,
2002-05-11,176.207,
2002-05-12,176.152,
2002-05-13,176.21,
2002-05-14,176.267,
2002-05-15,176.209,
2002-05-16,176.216,
2002-05-17,176.255,
2002-05-18,176.214,
2002-05-19,176.23,
2002-05-20,176.215,
2002-05-21,176.216,
2002-05-22,176.21,
2002-05-23,176.196,
2002-05-24,176.257,
2002-05-25,176.183,
2002-05-26,176.201,
2002-05-27,176.214,
2002-05-28,176.198,
2002-05-29,176.193,
2002-05-30,176.224,
2002-05-31,176.243,
2002-06-01,176.281,
2002-06-02,176.259,
2002-06-03,176.208,
2002-06-04,176.216,
2002-06-05,176.27,
2002-06-06,176.27,
2002-06-07,176.229,
2002-06-08,176.254,
2002-06-09,176.261,
2002-06-10,176.219,
2002-06-11,176.241,
2002-06-12,176.287,
2002-06-13,176.282,
2002-06-14,176.285,
2002-06-15,176.296,
2002-06-16,176.339,
2002-06-17,176.329,
2002-06-18,176.303,
2002-06-19,176.276,
2002-06-20,176.26,
2002-06-21,176.318,
2002-06-22,176.292,
2002-06-23,176.3,
2002-06-24,176.318,
2002-06-25,176.292,
2002-06-26,176.331,
2002-06-27,176.349,
2002-06-28,176.339,
2002-06-29,176.327,
2002-06-30,176.328,
2002-07-01,176.341,
2002-07-02,176.351,
2002-07-03,176.355,
2002-07-04,176.376,
2002-07-05,176.329,
2002-07-06,176.32,
2002-07-07,176.321,
2002-07-08,176.324,
2002-07-09,176.349,
2002-07-10,176.328,
2002-07-11,176.328,
2002-07-12,176.323,
2002-07-13,176.334,
2002-07-14,176.331,
2002-07-15,176.35,
2002-07-16,176.333,
2002-07-17,176.35,
2002-07-18,176.36,
2002-07-19,176.32,
2002-07-20,176.306,
2002-07-21,176.275,
2002-07-22,176.333,
2002-07-23,176.353,
2002-07-24,176.3,
2002-07-25,176.292,
2002-07-26,176.296,
2002-07-27,176.311,
2002-07-28,176.296,
2002-07-29,176.328,
2002-07-30,176.344,
2002-07-31,176.348,
2002-08-01,176.336,
2002-08-02,176.382,
2002-08-03,176.348,
2002-08-04,176.334,
2002-08-05,176.376,
2002-08-06,176.323,
2002-08-07,176.32,
2002-08-08,176.324,
2002-08-09,176.3,
2002-08-10,176.307,
2002-08-11,176.31,
2002-08-12,176.317,
2002-08-13,176.317,
2002-08-14,176.31,
2002-08-15,176.341,
2002-08-16,176.352,
2002-08-17,176.34,
2002-08-18,176.395,
2002-08-19,176.354,
2002-08-20,176.325,
2002-08-21,176.305,
2002-08-22,176.336,
2002-08-23,176.33,
2002-08-24,176.317,
2002-08-25,176.34,
2002-08-26,176.334,
2002-08-27,176.299,
2002-08-28,176.267,
2002-08-29,176.281,
2002-08-30,176.283,
2002-08-31,176.274,
2002-09-01,176.258,
2002-09-02,176.248,
2002-09-03,176.321,
2002-09-04,176.357,
2002-09-05,176.291,
2002-09-06,176.259,
2002-09-07,176.256,
2002-09-08,176.261,
2002-09-09,176.256,
2002-09-10,176.295,
2002-09-11,176.313,
2002-09-12,176.265,
2002-09-13,176.305,
2002-09-14,176.261,
2002-09-15,176.274,
2002-09-16,176.247,
2002-09-17,176.272,
2002-09-18,176.196,
2002-09-19,176.192,
2002-09-20,176.215,
2002-09-21,176.271,
2002-09-22,176.292,
2002-09-23,176.272,
2002-09-24,176.244,
2002-09-25,176.223,
2002-09-26,176.19,
2002-09-27,176.198,
2002-09-28,176.193,
2002-09-29,176.158,
2002-09-30,176.139,
2002-10-01,176.188,
2002-10-02,176.206,
2002-10-03,176.193,
2002-10-04,176.1,
2002-10-05,176.31,
2002-10-06,176.163,
2002-10-07,176.317,
2002-10-08,176.188,
2002-10-09,176.184,
2002-10-10,176.189,
2002-10-11,176.148,
2002-10-12,176.13,
2002-10-13,176.258,
2002-10-14,176.216,
2002-10-15,176.135,
2002-10-16,176.216,
2002-10-17,176.162,
2002-10-18,176.132,
2002-10-19,176.203,
2002-10-20,176.196,
2002-10-21,176.169,
2002-10-22,176.094,
2002-10-23,176.109,
2002-10-24,176.109,
2002-10-25,176.073,
2002-10-26,176.087,
2002-10-27,176.169,
2002-10-28,176.108,
2002-10-29,176.048,
2002-10-30,176.041,
2002-10-31,176.108,
2002-11-01,176.168,
2002-11-02,176.163,
2002-11-03,176.073,
2002-11-04,176.114,
2002-11-05,176.042,
2002-11-06,176.082,
2002-11-07,176.032,
2002-11-08,176.069,
2002-11-09,175.997,
2002-11-10,176.002,
2002-11-11,176.068,
2002-11-12,176.048,
2002-11-13,176.066,
2002-11-14,176.037,
2002-11-15,176.07,
2002-11-16,175.989,
2002-11-17,176.05,
2002-11-18,176.055,
2002-11-19,175.984,
2002-11-20,176.038,
2002-11-21,176.018,
2002-11-22,176.061,
2002-11-23,176.033,
2002-11-24,176.096,
2002-11-25,176.048,
2002-11-26,176.021,
2002-11-27,175.994,
2002-11-28,176.038,
