Date Time, Water Level, I, L 
2000-02-07 00:00,175.895,0,0
2000-02-08 00:00,175.679,0,0
2000-02-09 00:00,175.789,0,0
2000-02-10 00:00,175.791,0,0
2000-02-11 00:00,175.832,0,0
2000-02-12 00:00,175.773,0,0
2000-02-13 00:00,175.798,0,0
2000-02-14 00:00,175.783,0,0
2000-02-15 00:00,175.639,0,0
2000-02-16 00:00,175.708,0,1
2000-02-17 00:00,175.694,0,1
2000-02-18 00:00,175.679,0,0
2000-02-19 00:00,175.650,0,0
2000-02-20 00:00,175.655,0,0
2000-02-21 00:00,175.627,0,0
2000-02-22 00:00,175.571,0,0
2000-02-23 00:00,175.605,0,0
2000-02-24 00:00,175.607,0,0
2000-02-25 00:00,175.563,0,0
2000-02-26 00:00,175.533,0,0
2000-02-27 00:00,175.628,0,0
2000-02-28 00:00,175.782,0,0
2000-02-29 00:00,175.686,0,0
2000-03-01 00:00,175.706,0,0
2000-03-02 00:00,175.878,0,0
2000-03-03 00:00,175.760,0,0
2000-03-04 00:00,175.738,0,0
2000-03-05 00:00,175.759,0,0
2000-03-06 00:00,175.702,0,0
2000-03-07 00:00,175.687,0,0
2000-03-08 00:00,175.708,0,0
2000-03-09 00:00,175.772,0,0
2000-03-10 00:00,175.755,0,0
2000-03-11 00:00,175.790,0,0
2000-03-12 00:00,175.805,0,0
2000-03-13 00:00,175.726,0,0
2000-03-14 00:00,175.715,0,0
2000-03-15 00:00,175.726,0,0
2000-03-16 00:00,175.831,0,0
2000-03-17 00:00,175.799,0,0
2000-03-18 00:00,175.682,0,0
2000-03-19 00:00,175.677,0,0
2000-03-20 00:00,175.663,0,0
2000-03-21 00:00,175.688,0,0
2000-03-22 00:00,175.727,0,0
2000-03-23 00:00,175.740,0,0
2000-03-24 00:00,175.700,0,0
2000-03-25 00:00,175.693,0,0
2000-03-26 00:00,175.783,0,0
2000-03-27 00:00,175.724,0,0
2000-03-28 00:00,175.769,0,0
2000-03-29 00:00,175.835,0,0
2000-03-30 00:00,175.794,0,0
2000-03-31 00:00,175.755,0,0
2000-04-01 00:00,175.726,0,0
2000-04-02 00:00,175.742,0,0
2000-04-03 00:00,175.715,0,1
2000-04-04 00:00,175.800,0,0
2000-04-05 00:00,175.805,0,0
2000-04-06 00:00,175.714,0,0
2000-04-07 00:00,175.824,0,0
2000-04-08 00:00,175.920,0,0
2000-04-09 00:00,175.789,0,0
2000-04-10 00:00,175.828,0,0
2000-04-11 00:00,175.772,0,0
2000-04-12 00:00,175.742,0,0
2000-04-13 00:00,175.713,0,0
2000-04-14 00:00,175.670,0,0
2000-04-15 00:00,175.742,0,0
2000-04-16 00:00,175.775,0,0
2000-04-17 00:00,175.732,0,0
2000-04-18 00:00,175.731,0,0
2000-04-19 00:00,175.752,0,0
2000-04-20 00:00,175.777,0,0
2000-04-21 00:00,175.793,0,0
2000-04-22 00:00,175.841,0,0
2000-04-23 00:00,175.823,0,0
2000-04-24 00:00,175.852,0,0
2000-04-25 00:00,175.845,0,0
2000-04-26 00:00,175.819,0,0
2000-04-27 00:00,175.793,0,0
2000-04-28 00:00,175.783,0,0
2000-04-29 00:00,175.812,0,0
2000-04-30 00:00,175.776,0,0
2000-05-01 00:00,175.785,0,0
2000-05-02 00:00,175.799,0,0
2000-05-03 00:00,175.751,0,0
2000-05-04 00:00,175.746,0,0
2000-05-05 00:00,175.774,0,0
2000-05-06 00:00,175.764,0,0
2000-05-07 00:00,175.776,0,0
2000-05-08 00:00,175.756,0,0
2000-05-09 00:00,175.799,0,0
2000-05-10 00:00,175.860,0,0
2000-05-11 00:00,175.818,0,0
2000-05-12 00:00,175.778,0,0
2000-05-13 00:00,175.833,0,0
2000-05-14 00:00,175.874,0,0
2000-05-15 00:00,175.849,0,0
2000-05-16 00:00,175.817,0,0
2000-05-17 00:00,175.832,0,0
2000-05-18 00:00,175.901,0,0
2000-05-19 00:00,175.905,0,0
2000-05-20 00:00,175.901,0,0
2000-05-21 00:00,175.885,0,0
2000-05-22 00:00,175.854,0,0
2000-05-23 00:00,175.865,0,0
2000-05-24 00:00,175.894,0,0
2000-05-25 00:00,175.921,0,0
2000-05-26 00:00,175.912,0,0
2000-05-27 00:00,175.893,0,0
2000-05-28 00:00,175.903,0,0
2000-05-29 00:00,175.900,0,0
2000-05-30 00:00,175.863,0,0
2000-05-31 00:00,175.875,0,0
2000-06-01 00:00,175.893,0,0
2000-06-02 00:00,175.900,0,0
2000-06-03 00:00,175.939,0,0
2000-06-04 00:00,175.926,0,0
2000-06-05 00:00,175.928,0,0
2000-06-06 00:00,175.945,0,0
2000-06-07 00:00,175.922,0,0
2000-06-08 00:00,175.889,0,0
2000-06-09 00:00,175.903,0,0
2000-06-10 00:00,175.868,0,0
2000-06-11 00:00,175.937,0,0
2000-06-12 00:00,175.928,0,0
2000-06-13 00:00,175.935,0,0
2000-06-14 00:00,175.866,0,0
2000-06-15 00:00,175.929,0,0
2000-06-16 00:00,175.926,0,0
2000-06-17 00:00,175.979,0,0
2000-06-18 00:00,175.950,0,0
2000-06-19 00:00,175.953,0,0
2000-06-20 00:00,175.910,0,0
2000-06-21 00:00,175.911,0,0
2000-06-22 00:00,175.977,0,0
2000-06-23 00:00,175.953,0,1
2000-06-24 00:00,175.929,0,0
2000-06-25 00:00,175.994,0,0
2000-06-26 00:00,175.973,0,0
2000-06-27 00:00,176.011,0,0
2000-06-28 00:00,175.992,0,0
2000-06-29 00:00,176.003,0,0
2000-06-30 00:00,175.994,0,0
2000-07-01 00:00,175.983,0,0
2000-07-02 00:00,175.998,0,0
2000-07-03 00:00,176.023,0,0
2000-07-04 00:00,176.022,0,0
2000-07-05 00:00,176.022,0,0
2000-07-06 00:00,176.003,0,0
2000-07-07 00:00,176.009,0,0
2000-07-08 00:00,175.974,0,0
2000-07-09 00:00,175.994,0,0
2000-07-10 00:00,176.024,0,0
2000-07-11 00:00,176.009,0,0
2000-07-12 00:00,176.006,0,0
2000-07-13 00:00,175.990,0,0
2000-07-14 00:00,176.022,0,0
2000-07-15 00:00,176.057,0,0
2000-07-16 00:00,176.045,0,0
2000-07-17 00:00,176.052,0,0
2000-07-18 00:00,176.087,0,0
2000-07-19 00:00,176.032,0,0
2000-07-20 00:00,176.011,0,0
2000-07-21 00:00,176.026,0,0
2000-07-22 00:00,176.029,0,0
2000-07-23 00:00,176.015,0,0
2000-07-24 00:00,176.000,0,0
2000-07-25 00:00,175.974,0,0
2000-07-26 00:00,175.962,0,0
2000-07-27 00:00,175.943,0,0
2000-07-28 00:00,175.956,0,0
2000-07-29 00:00,175.976,0,0
2000-07-30 00:00,175.983,0,0
2000-07-31 00:00,175.967,0,0
2000-08-01 00:00,175.984,0,0
2000-08-02 00:00,175.993,0,0
2000-08-03 00:00,176.064,0,0
2000-08-04 00:00,176.016,0,0
2000-08-05 00:00,175.983,0,0
2000-08-06 00:00,175.945,0,0
2000-08-07 00:00,175.968,0,0
2000-08-08 00:00,175.988,0,0
2000-08-09 00:00,176.008,0,0
2000-08-10 00:00,176.035,0,0
2000-08-11 00:00,176.045,0,0
2000-08-12 00:00,176.035,0,0
2000-08-13 00:00,176.003,0,0
2000-08-14 00:00,176.009,0,0
2000-08-15 00:00,176.009,0,0
2000-08-16 00:00,176.083,0,0
2000-08-17 00:00,175.990,0,0
2000-08-18 00:00,176.030,0,0
2000-08-19 00:00,176.055,0,0
2000-08-20 00:00,176.006,0,0
2000-08-21 00:00,175.973,0,0
2000-08-22 00:00,175.947,0,0
2000-08-23 00:00,175.976,0,0
2000-08-24 00:00,176.000,0,0
2000-08-25 00:00,175.974,0,0
2000-08-26 00:00,175.988,0,0
2000-08-27 00:00,175.996,0,0
2000-08-28 00:00,175.963,0,0
2000-08-29 00:00,175.935,0,0
2000-08-30 00:00,175.986,0,0
2000-08-31 00:00,175.933,0,0
2000-09-01 00:00,175.979,0,0
2000-09-02 00:00,175.960,0,0
2000-09-03 00:00,175.972,0,0
2000-09-04 00:00,176.055,0,0
2000-09-05 00:00,175.955,0,0
2000-09-06 00:00,175.908,0,0
2000-09-07 00:00,175.860,0,0
2000-09-08 00:00,175.930,0,0
2000-09-09 00:00,175.902,0,0
2000-09-10 00:00,175.893,0,0
2000-09-11 00:00,175.887,0,0
2000-09-12 00:00,175.964,0,0
2000-09-13 00:00,175.952,0,0
2000-09-14 00:00,175.971,0,0
2000-09-15 00:00,176.068,0,0
2000-09-16 00:00,176.017,0,0
2000-09-17 00:00,175.988,0,0
2000-09-18 00:00,175.909,0,0
2000-09-19 00:00,175.891,0,0
2000-09-20 00:00,175.931,0,0
2000-09-21 00:00,175.977,0,0
2000-09-22 00:00,175.959,0,0
2000-09-23 00:00,175.923,0,0
2000-09-24 00:00,176.020,0,0
2000-09-25 00:00,175.987,0,0
2000-09-26 00:00,175.927,0,0
2000-09-27 00:00,175.993,0,0
2000-09-28 00:00,175.930,0,0
2000-09-29 00:00,175.841,0,0
2000-09-30 00:00,175.863,0,0
2000-10-01 00:00,175.827,0,0
2000-10-02 00:00,175.819,0,0
2000-10-03 00:00,175.911,0,0
2000-10-04 00:00,175.914,0,0
2000-10-05 00:00,175.899,0,0
2000-10-06 00:00,175.904,0,0
2000-10-07 00:00,175.936,0,0
2000-10-08 00:00,175.900,0,0
2000-10-09 00:00,175.922,0,0
2000-10-10 00:00,175.907,0,0
2000-10-11 00:00,175.885,0,0
2000-10-12 00:00,175.837,0,0
2000-10-13 00:00,175.817,0,0
2000-10-14 00:00,175.816,0,0
2000-10-15 00:00,175.859,0,0
2000-10-16 00:00,175.819,0,0
2000-10-17 00:00,175.848,0,0
2000-10-18 00:00,175.835,0,0
2000-10-19 00:00,175.826,0,0
2000-10-20 00:00,175.764,0,0
2000-10-21 00:00,175.866,0,0
2000-10-22 00:00,175.766,0,0
2000-10-23 00:00,175.756,0,0
2000-10-24 00:00,175.820,0,0
2000-10-25 00:00,175.803,0,0
2000-10-26 00:00,175.762,0,0
2000-10-27 00:00,175.849,0,0
2000-10-28 00:00,175.859,0,0
2000-10-29 00:00,175.826,0,0
2000-10-30 00:00,175.807,0,0
2000-10-31 00:00,175.778,0,0
2000-11-01 00:00,175.748,0,0
2000-11-02 00:00,175.710,0,0
2000-11-03 00:00,175.805,0,0
2000-11-04 00:00,175.833,0,0
2000-11-05 00:00,175.773,0,0
2000-11-06 00:00,175.721,0,0
2000-11-07 00:00,175.630,0,0
2000-11-08 00:00,175.731,0,0
2000-11-09 00:00,175.771,0,0
2000-11-10 00:00,175.921,0,0
2000-11-11 00:00,175.871,0,0
2000-11-12 00:00,175.744,0,0
2000-11-13 00:00,175.707,0,0
2000-11-14 00:00,175.713,0,0
2000-11-15 00:00,175.789,0,0
2000-11-16 00:00,175.711,0,0
2000-11-17 00:00,175.807,0,0
2000-11-18 00:00,175.753,0,0
2000-11-19 00:00,175.686,0,0
2000-11-20 00:00,175.692,0,0
2000-11-21 00:00,175.813,0,0
2000-11-22 00:00,175.863,0,0
2000-11-23 00:00,175.732,0,0
2000-11-24 00:00,175.641,0,0
2000-11-25 00:00,175.691,0,0
2000-11-26 00:00,175.661,0,0
2000-11-27 00:00,175.711,0,0
2000-11-28 00:00,175.719,0,0
2000-11-29 00:00,175.728,0,0
2000-11-30 00:00,175.741,0,0
2000-12-01 00:00,175.791,0,0
2000-12-02 00:00,175.730,0,0
2000-12-03 00:00,175.695,0,0
2000-12-04 00:00,175.647,0,0
2000-12-05 00:00,175.801,0,0
2000-12-06 00:00,175.694,0,0
2000-12-08 00:00,175.647,0,1
2000-12-09 00:00,175.634,0,0
2000-12-10 00:00,175.636,0,0
2000-12-11 00:00,175.762,0,0
2000-12-12 00:00,175.815,0,0
2000-12-13 00:00,175.670,0,0
2000-12-14 00:00,175.678,0,0
2000-12-15 00:00,175.651,0,0
2000-12-16 00:00,175.566,0,0
2000-12-17 00:00,175.693,0,0
2000-12-18 00:00,175.704,0,0
2000-12-19 00:00,175.667,0,0
2000-12-20 00:00,175.683,0,0
2000-12-21 00:00,175.574,0,0
2000-12-22 00:00,175.623,0,0
2000-12-23 00:00,175.628,0,0
2000-12-24 00:00,175.691,0,0
2000-12-25 00:00,175.752,0,0
2000-12-26 00:00,175.713,0,0
2000-12-27 00:00,175.783,0,0
2000-12-28 00:00,175.786,0,0
2000-12-29 00:00,175.755,0,0
2000-12-30 00:00,175.768,0,0
2000-12-31 00:00,175.825,0,0
2001-01-01 00:00,175.799,0,0
2001-01-02 00:00,175.723,0,0
2001-01-03 00:00,175.657,0,0
2001-01-04 00:00,175.659,0,0
2001-01-05 00:00,175.692,0,0
2001-01-06 00:00,175.746,0,0
2001-01-07 00:00,175.692,0,0
2001-01-08 00:00,175.766,0,1
2001-01-09 00:00,175.730,0,1
2001-01-10 00:00,175.720,0,0
2001-01-11 00:00,175.737,0,0
2001-01-12 00:00,175.671,0,0
2001-01-13 00:00,175.660,0,0
2001-01-14 00:00,175.657,0,0
2001-01-15 00:00,175.560,0,0
2001-01-16 00:00,175.669,0,0
2001-01-17 00:00,175.649,0,0
2001-01-18 00:00,175.603,0,0
2001-01-19 00:00,175.735,0,0
2001-01-20 00:00,175.647,0,0
2001-01-21 00:00,175.666,0,0
2001-01-22 00:00,175.623,0,0
2001-01-23 00:00,175.639,0,0
2001-01-24 00:00,175.692,0,0
2001-01-25 00:00,175.654,0,0
2001-01-26 00:00,175.608,0,0
2001-01-27 00:00,175.677,0,0
2001-01-28 00:00,175.658,0,0
2001-01-29 00:00,175.611,0,0
2001-01-30 00:00,175.584,0,0
2001-01-31 00:00,175.614,0,0
2001-02-01 00:00,175.612,0,0
2001-02-02 00:00,175.676,0,0
2001-02-03 00:00,175.611,0,0
2001-02-04 00:00,175.582,0,0
2001-02-05 00:00,175.603,0,0
2001-02-06 00:00,175.629,0,0
2001-02-07 00:00,175.625,0,0
2001-02-08 00:00,175.583,0,0
2001-02-09 00:00,175.551,0,0
2001-02-10 00:00,175.780,0,0
2001-02-11 00:00,175.759,0,0
2001-02-12 00:00,175.651,0,0
2001-02-13 00:00,175.679,0,0
2001-02-14 00:00,175.717,0,0
2001-02-15 00:00,175.699,0,0
2001-02-16 00:00,175.679,0,0
2001-02-17 00:00,175.765,0,0
2001-02-18 00:00,175.660,0,0
2001-02-19 00:00,175.612,0,0
2001-02-20 00:00,175.657,0,0
2001-02-21 00:00,175.702,0,0
2001-02-22 00:00,175.553,0,0
2001-02-23 00:00,175.641,0,0
2001-02-24 00:00,175.543,0,0
2001-02-25 00:00,175.449,0,0
2001-02-26 00:00,175.715,0,0
2001-02-27 00:00,175.732,0,0
2001-02-28 00:00,175.716,0,0
2001-03-01 00:00,175.701,0,0
2001-03-02 00:00,175.675,0,0
2001-03-03 00:00,175.660,0,0
2001-03-04 00:00,175.660,0,0
2001-03-05 00:00,175.746,0,0
2001-03-06 00:00,175.848,0,0
2001-03-07 00:00,175.689,0,0
2001-03-08 00:00,175.649,0,0
2001-03-09 00:00,175.688,0,0
2001-03-10 00:00,175.644,0,0
2001-03-11 00:00,175.710,0,0
2001-03-12 00:00,175.602,0,0
2001-03-13 00:00,175.584,0,0
2001-03-14 00:00,175.672,0,0
2001-03-15 00:00,175.702,0,0
2001-03-16 00:00,175.729,0,0
2001-03-17 00:00,175.738,0,0
2001-03-18 00:00,175.688,0,0
2001-03-19 00:00,175.668,0,0
2001-03-20 00:00,175.654,0,0
2001-03-21 00:00,175.657,0,0
2001-03-22 00:00,175.679,0,0
2001-03-23 00:00,175.682,0,0
2001-03-24 00:00,175.751,0,0
2001-03-25 00:00,175.731,0,0
2001-03-26 00:00,175.676,0,0
2001-03-27 00:00,175.668,0,0
2001-03-28 00:00,175.649,0,0
2001-03-29 00:00,175.638,0,0
2001-03-30 00:00,175.659,0,0
2001-03-31 00:00,175.648,0,0
2001-04-01 00:00,175.640,0,0
2001-04-02 00:00,175.643,0,0
2001-04-03 00:00,175.660,0,0
2001-04-04 00:00,175.658,0,0
2001-04-05 00:00,175.643,0,0
2001-04-06 00:00,175.619,0,0
2001-04-07 00:00,175.591,0,0
2001-04-08 00:00,175.635,0,0
2001-04-09 00:00,175.695,0,0
2001-04-10 00:00,175.682,0,0
2001-04-11 00:00,175.641,0,0
2001-04-12 00:00,175.564,0,0
2001-04-13 00:00,175.757,0,0
2001-04-14 00:00,175.723,0,0
2001-04-15 00:00,175.732,0,0
2001-04-16 00:00,175.749,0,0
2001-04-17 00:00,175.879,0,0
2001-04-18 00:00,175.783,0,0
2001-04-19 00:00,175.712,0,0
2001-04-20 00:00,175.673,0,0
2001-04-21 00:00,175.624,0,0
2001-04-22 00:00,175.763,0,0
2001-04-23 00:00,175.661,0,0
2001-04-24 00:00,175.795,0,0
2001-04-25 00:00,175.739,0,0
2001-04-26 00:00,175.710,0,0
2001-04-27 00:00,175.793,0,0
2001-04-28 00:00,175.755,0,0
2001-04-29 00:00,175.732,0,0
2001-04-30 00:00,175.714,0,0
2001-05-01 00:00,175.715,0,0
2001-05-02 00:00,175.722,0,0
2001-05-03 00:00,175.747,0,0
2001-05-04 00:00,175.786,0,0
2001-05-05 00:00,175.782,0,0
2001-05-06 00:00,175.737,0,0
2001-05-07 00:00,175.676,0,0
2001-05-08 00:00,175.740,0,0
2001-05-09 00:00,175.749,0,0
2001-05-10 00:00,175.730,0,0
2001-05-11 00:00,175.775,0,0
2001-05-12 00:00,175.826,0,0
2001-05-13 00:00,175.786,0,0
2001-05-14 00:00,175.770,0,0
2001-05-15 00:00,175.743,0,0
2001-05-16 00:00,175.729,0,0
2001-05-17 00:00,175.774,0,0
2001-05-18 00:00,175.794,0,0
2001-05-19 00:00,175.802,0,0
2001-05-20 00:00,175.786,0,0
2001-05-21 00:00,175.731,0,0
2001-05-22 00:00,175.753,0,0
2001-05-23 00:00,175.799,0,0
2001-05-24 00:00,175.766,0,0
2001-05-25 00:00,175.792,0,0
2001-05-26 00:00,175.786,0,0
2001-05-27 00:00,175.801,0,0
2001-05-28 00:00,175.848,0,0
2001-05-29 00:00,175.856,0,0
2001-05-30 00:00,175.867,0,0
2001-05-31 00:00,175.853,0,0
2001-06-01 00:00,175.803,0,0
2001-06-02 00:00,175.818,0,0
2001-06-03 00:00,175.860,0,0
2001-06-04 00:00,175.874,0,0
2001-06-05 00:00,175.851,0,0
2001-06-06 00:00,175.852,0,0
2001-06-07 00:00,175.876,0,0
2001-06-08 00:00,175.876,0,0
2001-06-09 00:00,175.872,0,0
2001-06-10 00:00,175.862,0,0
2001-06-11 00:00,175.865,0,0
2001-06-12 00:00,175.885,0,0
2001-06-13 00:00,175.876,0,0
2001-06-14 00:00,175.843,0,0
2001-06-15 00:00,175.849,0,0
2001-06-16 00:00,175.891,0,0
2001-06-17 00:00,175.896,0,0
2001-06-18 00:00,175.861,0,0
2001-06-19 00:00,175.877,0,0
2001-06-20 00:00,175.929,0,0
2001-06-21 00:00,175.915,0,0
2001-06-22 00:00,175.947,0,0
2001-06-23 00:00,175.937,0,0
2001-06-24 00:00,175.925,0,0
2001-06-25 00:00,175.922,0,0
2001-06-26 00:00,175.904,0,0
2001-06-27 00:00,175.913,0,0
2001-06-28 00:00,175.927,0,0
2001-06-29 00:00,175.910,0,0
2001-06-30 00:00,175.927,0,0
2001-07-01 00:00,176.037,0,0
2001-07-02 00:00,175.967,0,0
2001-07-03 00:00,175.921,0,0
2001-07-04 00:00,175.945,0,0
2001-07-05 00:00,175.977,0,0
2001-07-06 00:00,175.942,0,0
2001-07-07 00:00,175.916,0,0
2001-07-08 00:00,175.938,0,0
2001-07-09 00:00,175.932,0,0
2001-07-10 00:00,175.959,0,0
2001-07-11 00:00,175.971,0,0
2001-07-12 00:00,175.967,0,0
2001-07-13 00:00,175.964,0,0
2001-07-14 00:00,175.944,0,0
2001-07-15 00:00,175.931,0,0
2001-07-16 00:00,175.911,0,0
2001-07-17 00:00,175.913,0,0
2001-07-18 00:00,175.913,0,0
2001-07-19 00:00,175.915,0,0
2001-07-20 00:00,175.892,0,0
2001-07-21 00:00,175.896,0,0
2001-07-22 00:00,175.897,0,0
2001-07-23 00:00,175.906,0,0
2001-07-24 00:00,175.949,0,0
2001-07-25 00:00,175.952,0,0
2001-07-26 00:00,175.957,0,0
2001-07-27 00:00,175.912,0,0
2001-07-28 00:00,175.874,0,0
2001-07-29 00:00,175.865,0,0
2001-07-30 00:00,175.870,0,0
2001-07-31 00:00,175.851,0,0
2001-08-01 00:00,175.839,0,0
2001-08-02 00:00,175.885,0,0
2001-08-03 00:00,175.926,0,0
2001-08-04 00:00,175.917,0,0
2001-08-05 00:00,175.891,0,0
2001-08-06 00:00,175.886,0,0
2001-08-07 00:00,175.900,0,0
2001-08-08 00:00,175.890,0,0
2001-08-09 00:00,175.890,0,0
2001-08-10 00:00,175.967,0,0
2001-08-11 00:00,175.924,0,0
2001-08-12 00:00,175.898,0,0
2001-08-13 00:00,175.940,0,0
2001-08-14 00:00,175.912,0,0
2001-08-15 00:00,175.881,0,0
2001-08-16 00:00,175.859,0,0
2001-08-17 00:00,175.853,0,0
2001-08-18 00:00,175.889,0,0
2001-08-19 00:00,175.879,0,0
2001-08-20 00:00,175.934,0,0
2001-08-21 00:00,175.900,0,0
2001-08-22 00:00,175.853,0,0
2001-08-23 00:00,175.903,0,0
2001-08-24 00:00,175.881,0,0
2001-08-25 00:00,175.828,0,0
2001-08-26 00:00,175.873,0,0
2001-08-27 00:00,175.872,0,0
2001-08-28 00:00,175.911,0,0
2001-08-29 00:00,175.869,0,0
2001-08-30 00:00,175.817,0,0
2001-08-31 00:00,175.949,0,0
2001-09-01 00:00,175.895,0,0
2001-09-02 00:00,175.829,0,0
2001-09-03 00:00,175.848,0,0
2001-09-04 00:00,175.916,0,0
2001-09-05 00:00,175.846,0,0
2001-09-06 00:00,175.827,0,0
2001-09-07 00:00,175.785,0,0
2001-09-08 00:00,175.775,0,0
2001-09-09 00:00,175.805,0,0
2001-09-10 00:00,175.855,0,0
2001-09-11 00:00,175.885,0,0
2001-09-12 00:00,175.847,0,0
2001-09-13 00:00,175.950,0,0
2001-09-14 00:00,175.882,0,0
2001-09-15 00:00,175.854,0,0
2001-09-16 00:00,175.847,0,0
2001-09-17 00:00,175.839,0,0
2001-09-18 00:00,175.844,0,0
2001-09-19 00:00,175.742,0,1
2001-09-20 00:00,175.716,0,0
2001-09-21 00:00,175.841,0,0
2001-09-22 00:00,175.848,0,0
2001-09-23 00:00,175.809,0,0
2001-09-24 00:00,176.020,0,0
2001-09-25 00:00,175.969,0,0
2001-09-26 00:00,175.912,0,0
2001-09-27 00:00,175.946,0,0
2001-09-28 00:00,175.938,0,0
2001-09-29 00:00,175.897,0,0
2001-09-30 00:00,175.870,0,0
2001-10-01 00:00,175.869,0,0
2001-10-02 00:00,175.852,0,0
2001-10-03 00:00,175.800,0,0
2001-10-04 00:00,175.878,0,0
2001-10-05 00:00,175.876,0,0
2001-10-06 00:00,175.897,0,0
2001-10-07 00:00,175.930,0,0
2001-10-08 00:00,175.800,0,0
