,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
10,2012-02-06,0.0155,mg/L,54.0,mg/L,3.35,mg/L,0.5429999999999999,mg/L,34.7,mg/L,0.1,µg/L,0.1,µg/L,4.6850000000000005,mg/L,0.4105,mg/L,0.07,mg/L,4.8575,mg/L,,,,,0.0202,mg/L,0.0427,mg/L,,,0.022350000000000002,mg/L,5.555,mg/L,,,622.0,µS/cm,14.0,mg/L,14.5,NTU
11,2012-02-13,0.028,mg/L,59.6,mg/L,3.1,mg/L,0.299,mg/L,48.4,mg/L,1.6,µg/L,1.9,µg/L,4.29,mg/L,0.387,mg/L,0.046,mg/L,5.26,mg/L,,,0.0124,mg/L,0.0199,mg/L,0.0339,mg/L,,,0.0219,mg/L,4.43,mg/L,,,710.0,µS/cm,,,4.98,NTU
12,2012-02-21,0.013,mg/L,54.4,mg/L,3.5,mg/L,0.3,mg/L,64.5,mg/L,0.4,µg/L,0.1,µg/L,3.1,mg/L,0.354,mg/L,0.049,mg/L,3.205,mg/L,,,0.0111,mg/L,0.0047,mg/L,0.0221,mg/L,,,0.0089,mg/L,3.89,mg/L,,,713.0,µS/cm,,,6.11,NTU
13,2012-02-28,0.016,mg/L,49.4,mg/L,4.1,mg/L,0.715,mg/L,48.6,mg/L,0.9,µg/L,,,4.11,mg/L,0.448,mg/L,0.102,mg/L,4.57,mg/L,,,0.0291,mg/L,0.0078,mg/L,0.0437,mg/L,,,0.0125,mg/L,4.37,mg/L,,,639.0,µS/cm,,,17.3,NTU
14,2012-03-05,0.029,mg/L,46.8,mg/L,4.9,mg/L,2.03,mg/L,34.5,mg/L,3.0,µg/L,1.8,µg/L,4.3,mg/L,0.536,mg/L,0.334,mg/L,4.77,mg/L,,,0.0576,mg/L,0.0198,mg/L,0.0904,mg/L,,,0.0239,mg/L,5.39,mg/L,,,569.0,µS/cm,44.4,mg/L,60.7,NTU
15,2012-03-12,0.005,mg/L,52.9,mg/L,3.75,mg/L,1.0675,mg/L,48.25,mg/L,15.35,µg/L,14.55,µg/L,3.025,mg/L,0.368,mg/L,0.1505,mg/L,3.41,mg/L,,,0.02495,mg/L,0.00225,mg/L,0.0308,mg/L,,,0.00845,mg/L,1.48,mg/L,,,660.5,µS/cm,,,9.105,NTU
16,2012-03-20,0.084,mg/L,54.2,mg/L,4.2,mg/L,1.17,mg/L,44.6,mg/L,,,,,3.12,mg/L,0.521,mg/L,0.19,mg/L,3.455,mg/L,,,0.0363,mg/L,0.0066,mg/L,0.0446,mg/L,,,0.0095,mg/L,1.57,mg/L,,,638.0,µS/cm,,,17.7,NTU
17,2012-03-27,0.005,mg/L,56.8,mg/L,4.3,mg/L,1.75,mg/L,48.4,mg/L,19.5,µg/L,19.3,µg/L,2.08,mg/L,0.397,mg/L,0.377,mg/L,2.7,mg/L,,,0.042,mg/L,0.0033,mg/L,0.0552,mg/L,,,0.0095,mg/L,1.9,mg/L,,,682.0,µS/cm,,,13.8,NTU
18,2012-04-03,0.005,mg/L,51.4,mg/L,4.2,mg/L,2.02,mg/L,59.8,mg/L,32.5,µg/L,33.0,µg/L,1.55,mg/L,0.4,mg/L,0.35,mg/L,2.21,mg/L,1.83,mg/L,0.0348,mg/L,0.0087,mg/L,0.0398,mg/L,,,0.0072,mg/L,1.52,mg/L,,,673.0,µS/cm,,,4.61,NTU
19,2012-04-10,0.005,mg/L,50.05,mg/L,4.5,mg/L,1.7650000000000001,mg/L,52.35,mg/L,23.6,µg/L,19.5,µg/L,1.02,mg/L,0.358,mg/L,0.311,mg/L,1.915,mg/L,1.225,mg/L,0.02995,mg/L,0.0019,mg/L,0.0379,mg/L,,,0.0086,mg/L,0.78,mg/L,,,644.5,µS/cm,,,7.765000000000001,NTU
20,2012-04-16,0.011,mg/L,47.3,mg/L,5.2,mg/L,2.66,mg/L,51.1,mg/L,37.0,µg/L,32.3,µg/L,0.747,mg/L,0.457,mg/L,0.446,mg/L,1.5,mg/L,1.29,mg/L,0.0464,mg/L,0.0012,mg/L,0.0602,mg/L,,,0.0094,mg/L,0.55,mg/L,,,607.0,µS/cm,29.5,mg/L,18.1,NTU
21,2012-06-11,0.04,mg/L,49.8,mg/L,4.7,mg/L,1.74,mg/L,47.3,mg/L,8.7,µg/L,5.3,µg/L,10.8,mg/L,0.706,mg/L,0.225,mg/L,11.4,mg/L,11.1,mg/L,0.0505,mg/L,0.0086,mg/L,0.053,mg/L,,,0.0161,mg/L,4.97,mg/L,,,708.0,µS/cm,43.2,mg/L,35.8,NTU
22,2012-06-18,0.024,mg/L,47.6,mg/L,5.1,mg/L,1.69,mg/L,57.0,mg/L,9.1,µg/L,5.5,µg/L,4.68,mg/L,0.525,mg/L,0.23,mg/L,5.13,mg/L,,,0.0502,mg/L,0.0077,mg/L,0.0383,mg/L,,,0.014,mg/L,3.67,mg/L,,,,,45.4,mg/L,35.9,NTU
23,2012-06-26,0.024,mg/L,40.8,mg/L,7.1,mg/L,2.14,mg/L,49.4,mg/L,11.7,µg/L,10.6,µg/L,6.0,mg/L,0.881,mg/L,0.306,mg/L,6.74,mg/L,,,0.0721,mg/L,0.0192,mg/L,0.0787,mg/L,,,0.0281,mg/L,4.13,mg/L,,,,,52.8,mg/L,57.2,NTU
24,2012-07-03,0.048,mg/L,41.3,mg/L,6.5,mg/L,2.28,mg/L,51.9,mg/L,13.1,µg/L,8.8,µg/L,1.58,mg/L,0.573,mg/L,0.319,mg/L,2.23,mg/L,,,0.0617,mg/L,0.0168,mg/L,0.0997,mg/L,,,0.0228,mg/L,2.11,mg/L,,,,,31.3,mg/L,44.9,NTU
25,2012-07-16,0.052,mg/L,25.7,mg/L,6.0,mg/L,4.59,mg/L,47.5,mg/L,7.5,µg/L,7.3,µg/L,5.18,mg/L,0.758,mg/L,0.68,mg/L,6.04,mg/L,,,0.197,mg/L,0.0763,mg/L,0.306,mg/L,,,0.0779,mg/L,15.1,mg/L,,,,,248.3,mg/L,277.0,NTU
26,2012-07-27,0.073,mg/L,31.1,mg/L,6.4,mg/L,2.42,mg/L,73.9,mg/L,12.6,µg/L,9.8,µg/L,1.51,mg/L,0.52,mg/L,0.358,mg/L,2.17,mg/L,,,0.106,mg/L,0.0284,mg/L,0.126,mg/L,,,0.035,mg/L,2.75,mg/L,,,,,69.3,mg/L,132.0,NTU
27,2012-08-10,0.076,mg/L,26.2,mg/L,6.2,mg/L,3.46,mg/L,42.4,mg/L,23.4,µg/L,17.2,µg/L,0.598,mg/L,0.482,mg/L,0.566,mg/L,1.26,mg/L,,,0.11,mg/L,0.0181,mg/L,0.0876,mg/L,,,0.0236,mg/L,3.86,mg/L,,,,,128.8,mg/L,37.9,NTU
28,2012-09-08,0.014,mg/L,19.8,mg/L,5.4,mg/L,2.87,mg/L,37.1,mg/L,8.1,µg/L,5.4,µg/L,0.298,mg/L,0.294,mg/L,0.351,mg/L,0.895,mg/L,,,0.0803,mg/L,0.0383,mg/L,0.105,mg/L,,,0.0424,mg/L,3.08,mg/L,,,,,88.0,mg/L,72.8,NTU
29,2012-09-18,0.021,mg/L,17.4,mg/L,5.3,mg/L,4.78,mg/L,28.4,mg/L,8.5,µg/L,6.9,µg/L,0.439,mg/L,0.327,mg/L,0.479,mg/L,0.985,mg/L,,,0.14,mg/L,0.044,mg/L,0.173,mg/L,,,0.0498,mg/L,2.86,mg/L,,,,,172.0,mg/L,112.0,NTU
30,2012-09-24,0.027,mg/L,39.2,mg/L,5.9,mg/L,2.76,mg/L,44.2,mg/L,20.6,µg/L,16.6,µg/L,1.12,mg/L,0.489,mg/L,0.438,mg/L,1.92,mg/L,,,0.0858,mg/L,0.0203,mg/L,0.129,mg/L,,,0.0331,mg/L,5.88,mg/L,,,,,46.8,mg/L,48.1,NTU
31,2012-10-01,0.009,mg/L,42.2,mg/L,5.4,mg/L,1.33,mg/L,60.6,mg/L,21.3,µg/L,21.3,µg/L,1.32,mg/L,0.411,mg/L,0.25,mg/L,1.74,mg/L,,,0.0387,mg/L,0.0175,mg/L,0.0724,mg/L,,,0.0268,mg/L,4.84,mg/L,,,,,20.9,mg/L,19.3,NTU
32,2012-10-10,0.005,mg/L,45.6,mg/L,5.8,mg/L,1.16,mg/L,64.7,mg/L,7.8,µg/L,7.1,µg/L,0.93,mg/L,0.425,mg/L,0.194,mg/L,1.43,mg/L,,,0.0278,mg/L,0.0155,mg/L,0.0566,mg/L,,,0.0259,mg/L,4.11,mg/L,,,,,18.6,mg/L,13.8,NTU
33,2012-10-15,0.0055,mg/L,44.75,mg/L,6.7,mg/L,1.375,mg/L,70.95,mg/L,6.1,µg/L,3.5,µg/L,1.44,mg/L,0.4445,mg/L,0.163,mg/L,1.93,mg/L,,,0.04045,mg/L,0.0561,mg/L,0.10214999999999999,mg/L,,,0.06475,mg/L,3.1799999999999997,mg/L,,,,,25.15,mg/L,23.05,NTU
34,2012-10-23,0.036,mg/L,45.8,mg/L,6.4,mg/L,1.29,mg/L,52.5,mg/L,9.7,µg/L,8.3,µg/L,1.23,mg/L,0.519,mg/L,0.185,mg/L,1.85,mg/L,,,0.0376,mg/L,0.0205,mg/L,0.0635,mg/L,,,0.0334,mg/L,5.33,mg/L,,,,,17.8,mg/L,16.8,NTU
35,2012-10-29,0.045,mg/L,40.6,mg/L,9.0,mg/L,3.55,mg/L,45.2,mg/L,4.6,µg/L,3.7,µg/L,4.08,mg/L,0.724,mg/L,0.5,mg/L,4.97,mg/L,,,0.11,mg/L,0.105,mg/L,0.258,mg/L,,,0.114,mg/L,6.92,mg/L,,,,,107.5,mg/L,124.0,NTU
36,2012-11-06,0.04,mg/L,52.1,mg/L,5.3,mg/L,0.645,mg/L,48.7,mg/L,1.0,µg/L,,,7.14,mg/L,0.672,mg/L,0.071,mg/L,7.6,mg/L,,,0.0247,mg/L,0.0442,mg/L,0.0799,mg/L,,,0.0457,mg/L,7.92,mg/L,,,,,17.8,mg/L,21.3,NTU
37,2012-11-13,0.051,mg/L,56.3,mg/L,5.3,mg/L,1.11,mg/L,57.7,mg/L,2.2,µg/L,1.8,µg/L,5.76,mg/L,0.628,mg/L,0.137,mg/L,5.85,mg/L,,,0.0345,mg/L,0.0365,mg/L,0.0725,mg/L,,,0.0401,mg/L,7.3,mg/L,,,,,25.3,mg/L,24.2,NTU
38,2012-11-19,0.042,mg/L,60.6,mg/L,4.2,mg/L,0.532,mg/L,60.4,mg/L,1.8,µg/L,1.5,µg/L,4.41,mg/L,0.554,mg/L,0.073,mg/L,4.92,mg/L,,,0.0165,mg/L,0.0199,mg/L,0.039,mg/L,,,0.0243,mg/L,6.13,mg/L,,,,,8.4,mg/L,8.49,NTU
39,2012-11-27,0.013,mg/L,56.7,mg/L,4.3,mg/L,0.991,mg/L,67.5,mg/L,9.7,µg/L,9.3,µg/L,3.92,mg/L,0.402,mg/L,0.152,mg/L,4.23,mg/L,,,0.0309,mg/L,0.0581,mg/L,0.0851,mg/L,,,0.0605,mg/L,3.58,mg/L,,,,,8.6,mg/L,6.23,NTU
40,2012-12-03,0.024,mg/L,46.4,mg/L,7.4,mg/L,2.53,mg/L,53.4,mg/L,25.2,µg/L,25.2,µg/L,3.25,mg/L,0.611,mg/L,0.379,mg/L,4.22,mg/L,,,0.111,mg/L,0.041,mg/L,0.188,mg/L,,,0.0471,mg/L,4.11,mg/L,,,,,64.8,mg/L,71.9,NTU
41,2012-12-10,0.028999999999999998,mg/L,49.45,mg/L,6.2,mg/L,2.5,mg/L,58.7,mg/L,5.7,µg/L,4.6,µg/L,4.92,mg/L,0.6094999999999999,mg/L,0.241,mg/L,5.55,mg/L,,,0.0631,mg/L,0.03065,mg/L,0.09885,mg/L,,,0.035,mg/L,5.77,mg/L,,,,,53.15,mg/L,45.05,NTU
42,2013-01-14,0.039,mg/L,25.8,mg/L,8.6,mg/L,6.67,mg/L,20.4,mg/L,0.1,µg/L,0.1,µg/L,4.5,mg/L,0.61,mg/L,0.791,mg/L,5.44,mg/L,,,0.0985,mg/L,0.0839,mg/L,0.393,mg/L,,,0.0885,mg/L,5.67,mg/L,,,,,218.0,mg/L,256.0,NTU
43,2013-01-30,0.187,mg/L,14.3,mg/L,9.3,mg/L,16.0,mg/L,10.8,mg/L,3.2,µg/L,0.1,µg/L,1.52,mg/L,0.747,mg/L,1.92,mg/L,3.46,mg/L,,,0.653,mg/L,0.135,mg/L,1.04,mg/L,,,0.126,mg/L,3.87,mg/L,,,,,852.0,mg/L,1280.0,NTU
44,2013-02-12,0.098,mg/L,45.7,mg/L,4.8,mg/L,1.07,mg/L,57.1,mg/L,0.6,µg/L,0.1,µg/L,4.32,mg/L,0.567,mg/L,0.134,mg/L,4.92,mg/L,,,0.0368,mg/L,0.0297,mg/L,0.0765,mg/L,,,0.0361,mg/L,5.88,mg/L,,,,,64.4,mg/L,30.9,NTU
45,2013-02-27,0.11699999999999999,mg/L,35.0,mg/L,6.550000000000001,mg/L,1.975,mg/L,95.3,mg/L,0.8,µg/L,0.1,µg/L,2.95,mg/L,0.6395,mg/L,0.265,mg/L,3.6500000000000004,mg/L,,,0.07730000000000001,mg/L,0.0431,mg/L,0.1525,mg/L,,,0.0474,mg/L,4.805,mg/L,,,,,78.3,mg/L,90.0,NTU
46,2013-03-11,0.107,mg/L,18.1,mg/L,6.9,mg/L,7.17,mg/L,15.5,mg/L,2.8,µg/L,3.4,µg/L,1.55,mg/L,0.592,mg/L,0.991,mg/L,2.61,mg/L,,,0.244,mg/L,0.0546,mg/L,0.391,mg/L,,,0.0572,mg/L,4.0,mg/L,,,,,139.0,mg/L,373.0,NTU
47,2013-03-12,0.092,mg/L,20.6,mg/L,7.5,mg/L,8.25,mg/L,15.6,mg/L,4.4,µg/L,,,2.2,mg/L,0.644,mg/L,1.02,mg/L,3.38,mg/L,,,0.424,mg/L,0.0606,mg/L,0.446,mg/L,,,0.0691,mg/L,4.9,mg/L,,,,,369.0,mg/L,412.0,NTU
48,2013-04-10,0.267,mg/L,19.9,mg/L,9.4,mg/L,30.9,mg/L,25.3,mg/L,8.2,µg/L,6.6,µg/L,3.32,mg/L,0.982,mg/L,5.0,mg/L,5.8,mg/L,,,1.66,mg/L,0.0518,mg/L,0.472,mg/L,0.0598,mg/L,,,,,4.53,mg/L,,,1094.0,mg/L,1300.0,NTU
49,2013-04-24,0.0385,mg/L,44.0,mg/L,4.7,mg/L,1.3,mg/L,45.45,mg/L,3.3,µg/L,1.5,µg/L,3.915,mg/L,0.525,mg/L,0.1975,mg/L,4.415,mg/L,,,0.04705,mg/L,0.0074,mg/L,0.06645,mg/L,0.012,mg/L,,,,,3.3049999999999997,mg/L,,,48.900000000000006,mg/L,39.85,NTU
50,2013-06-25,0.026,mg/L,,,,,,,48.6,mg/L,6.4,µg/L,5.2,µg/L,3.75,mg/L,0.596,mg/L,,,,,,,,,0.0118,mg/L,0.0391,mg/L,0.0208,mg/L,,,,,,,,,23.4,mg/L,,
51,2013-07-22,0.032,mg/L,,,,,,,30.1,mg/L,,,,,2.61,mg/L,0.59,mg/L,,,,,,,,,0.0306,mg/L,0.152,mg/L,0.0408,mg/L,,,,,,,,,119.6,mg/L,,
52,2013-07-29,0.022,mg/L,,,,,,,39.0,mg/L,,,,,1.18,mg/L,0.56,mg/L,,,,,,,,,0.0123,mg/L,0.0524,mg/L,0.024,mg/L,,,,,,,,,45.3,mg/L,,
53,2013-08-06,0.064,mg/L,,,,,,,39.650000000000006,mg/L,,,,,0.707,mg/L,0.573,mg/L,,,,,,,,,0.016399999999999998,mg/L,0.08445,mg/L,0.0286,mg/L,,,,,,,,,46.35,mg/L,,
54,2013-08-12,0.079,mg/L,,,,,,,37.2,mg/L,,,,,0.628,mg/L,0.679,mg/L,,,,,,,,,0.0283,mg/L,0.114,mg/L,0.0403,mg/L,,,,,,,,,39.6,mg/L,,
55,2013-08-19,0.033,mg/L,,,,,,,41.0,mg/L,,,,,0.995,mg/L,0.624,mg/L,,,,,,,,,0.0193,mg/L,0.0951,mg/L,0.0325,mg/L,,,,,,,,,45.3,mg/L,,
56,2013-08-26,0.032,mg/L,,,,,,,48.3,mg/L,,,,,0.724,mg/L,0.773,mg/L,,,,,,,,,0.0201,mg/L,0.0989,mg/L,0.0337,mg/L,,,,,,,,,48.7,mg/L,,
57,2013-09-03,0.062,mg/L,,,,,,,56.5,mg/L,,,,,1.43,mg/L,1.0,mg/L,,,,,,,,,0.0419,mg/L,0.109,mg/L,0.0465,mg/L,,,,,,,,,42.5,mg/L,,
58,2013-09-23,0.048,mg/L,,,,,,,24.4,mg/L,,,,,4.11,mg/L,0.957,mg/L,,,,,,,,,0.0852,mg/L,0.258,mg/L,0.1,mg/L,,,,,,,,,104.0,mg/L,,
59,2013-09-30,0.011,mg/L,,,,,,,37.9,mg/L,,,,,3.21,mg/L,0.758,mg/L,,,,,,,,,0.0211,mg/L,0.0936,mg/L,0.0311,mg/L,,,,,,,,,34.8,mg/L,,
60,2013-10-07,0.019000000000000003,mg/L,,,,,,,15.3,mg/L,,,,,2.755,mg/L,0.7315,mg/L,,,,,,,,,0.10500000000000001,mg/L,1.14,mg/L,0.11549999999999999,mg/L,,,,,,,,,906.5,mg/L,,
61,2013-10-15,0.044,mg/L,,,,,,,40.9,mg/L,,,,,3.84,mg/L,0.747,mg/L,,,,,,,,,0.034,mg/L,0.105,mg/L,0.0407,mg/L,,,,,,,,,50.3,mg/L,,
62,2013-10-21,0.037,mg/L,,,,,,,44.0,mg/L,,,,,4.39,mg/L,0.632,mg/L,,,,,,,,,0.0407,mg/L,0.116,mg/L,0.0467,mg/L,,,,,,,,,49.8,mg/L,,
63,2013-10-28,0.026,mg/L,,,,,,,36.1,mg/L,,,,,4.62,mg/L,0.548,mg/L,,,,,,,,,0.0478,mg/L,0.117,mg/L,0.0533,mg/L,,,,,,,,,44.3,mg/L,,
64,2013-11-04,0.037,mg/L,,,,,,,29.4,mg/L,,,,,4.81,mg/L,0.712,mg/L,,,,,,,,,0.0569,mg/L,0.132,mg/L,0.062,mg/L,,,,,,,,,56.3,mg/L,,
65,2013-11-12,0.033,mg/L,,,,,,,50.1,mg/L,,,,,4.595000000000001,mg/L,0.5725,mg/L,,,,,,,,,0.0335,mg/L,0.09584999999999999,mg/L,0.0375,mg/L,,,,,,,,,38.25,mg/L,,
66,2013-11-19,0.047,mg/L,,,,,,,42.7,mg/L,,,,,3.81,mg/L,0.572,mg/L,,,,,,,,,0.0401,mg/L,0.141,mg/L,0.0472,mg/L,,,,,,,,,64.9,mg/L,,
67,2013-11-25,0.082,mg/L,,,,,,,63.0,mg/L,,,,,3.96,mg/L,0.634,mg/L,,,,,,,,,0.0465,mg/L,0.0856,mg/L,0.0509,mg/L,,,,,,,,,20.0,mg/L,,
68,2013-12-02,0.04,mg/L,,,,,,,54.4,mg/L,,,,,4.23,mg/L,0.543,mg/L,,,,,,,,,0.0295,mg/L,0.0388,mg/L,0.0276,mg/L,,,,,,,,,22.5,mg/L,,
69,2013-12-09,0.024,mg/L,,,,,,,73.7,mg/L,,,,,5.04,mg/L,0.543,mg/L,,,,,,,,,0.0334,mg/L,0.0652,mg/L,0.0355,mg/L,,,,,,,,,17.1,mg/L,,
70,2013-12-18,0.042499999999999996,mg/L,,,,,,,83.05000000000001,mg/L,,,,,4.23,mg/L,0.7070000000000001,mg/L,,,,,,,,,0.013649999999999999,mg/L,0.02895,mg/L,0.01695,mg/L,,,,,,,,,4.7,mg/L,,
71,2014-01-08,0.059,mg/L,,,,,,,69.6,mg/L,,,,,3.98,mg/L,0.616,mg/L,,,,,,,,,0.0214,mg/L,0.0374,mg/L,0.0247,mg/L,,,,,,,,,4.0,mg/L,,
72,2014-01-14,0.0845,mg/L,,,,,,,36.900000000000006,mg/L,,,,,2.185,mg/L,0.5525,mg/L,,,,,,,,,0.07625,mg/L,0.224,mg/L,0.0815,mg/L,,,,,,,,,88.85,mg/L,,
73,2014-01-20,0.049,mg/L,,,,,,,70.6,mg/L,,,,,3.77,mg/L,0.472,mg/L,,,,,,,,,0.0317,mg/L,0.0563,mg/L,0.0351,mg/L,,,,,,,,,7.0,mg/L,,
74,2014-02-03,0.119,mg/L,,,,,,,116.0,mg/L,,,,,3.07,mg/L,0.569,mg/L,,,,,,,,,0.0569,mg/L,0.0743,mg/L,0.0588,mg/L,,,,,,,,,6.0,mg/L,,
75,2014-02-10,0.103,mg/L,,,,,,,101.0,mg/L,,,,,2.65,mg/L,0.482,mg/L,,,,,,,,,0.036,mg/L,0.0542,mg/L,0.0386,mg/L,,,,,,,,,4.8,mg/L,,
76,2014-02-17,0.0965,mg/L,,,,,,,85.05000000000001,mg/L,,,,,2.5999999999999996,mg/L,0.516,mg/L,,,,,,,,,0.049,mg/L,0.06645000000000001,mg/L,0.05175,mg/L,,,,,,,,,4.05,mg/L,,
77,2014-02-24,0.277,mg/L,,,,,,,83.2,mg/L,,,,,2.02,mg/L,0.776,mg/L,,,,,,,,,0.0778,mg/L,0.122,mg/L,0.087,mg/L,,,,,,,,,20.3,mg/L,,
78,2014-03-03,0.073,mg/L,,,,,,,84.3,mg/L,,,,,2.5,mg/L,0.493,mg/L,,,,,,,,,0.0269,mg/L,0.0509,mg/L,0.0315,mg/L,,,,,,,,,6.7,mg/L,,
79,2014-03-10,0.054,mg/L,,,,,,,91.95,mg/L,,,,,2.4299999999999997,mg/L,0.41400000000000003,mg/L,,,,,,,,,0.020999999999999998,mg/L,0.0379,mg/L,0.0252,mg/L,,,,,,,,,4.39285,mg/L,,
80,2014-03-17,0.277,mg/L,,,,,,,41.1,mg/L,,,,,1.41,mg/L,0.786,mg/L,,,,,,,,,0.0869,mg/L,0.147,mg/L,0.0954,mg/L,,,,,,,,,27.1875,mg/L,,
81,2014-03-24,0.1,mg/L,,,,,,,42.3,mg/L,,,,,1.69,mg/L,0.577,mg/L,,,,,,,,,0.0417,mg/L,0.105,mg/L,0.0515,mg/L,,,,,,,,,32.6154,mg/L,,
