,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
20,2012-04-16,0.017,mg/L,46.1,mg/L,2.9,mg/L,1.0,mg/L,22.8,mg/L,3.7,µg/L,1.8,µg/L,3.27,mg/L,0.274,mg/L,0.106,mg/L,3.57,mg/L,3.39,mg/L,0.0165,mg/L,0.0057,mg/L,0.0174,mg/L,,,0.0056,mg/L,6.04,mg/L,,,558.0,µS/cm,17.0,mg/L,3.38,NTU
21,2012-06-11,0.039,mg/L,46.6,mg/L,3.2,mg/L,2.33,mg/L,24.8,mg/L,3.0,µg/L,1.8,µg/L,4.25,mg/L,0.503,mg/L,0.18,mg/L,4.56,mg/L,4.55,mg/L,0.0351,mg/L,0.0139,mg/L,0.0426,mg/L,,,0.0177,mg/L,8.89,mg/L,,,586.0,µS/cm,41.3,mg/L,14.6,NTU
22,2012-06-18,0.018,mg/L,46.2,mg/L,2.6,mg/L,1.77,mg/L,26.9,mg/L,5.1,µg/L,1.8,µg/L,3.23,mg/L,0.303,mg/L,0.18,mg/L,3.7,mg/L,,,0.0275,mg/L,0.0103,mg/L,0.0236,mg/L,,,0.0139,mg/L,9.02,mg/L,,,,,24.0,mg/L,8.18,NTU
23,2012-06-26,0.018,mg/L,45.6,mg/L,2.6,mg/L,0.878,mg/L,26.6,mg/L,3.0,µg/L,,,3.34,mg/L,0.337,mg/L,0.087,mg/L,3.67,mg/L,,,0.0186,mg/L,0.0115,mg/L,0.0366,mg/L,,,0.0153,mg/L,9.08,mg/L,,,,,13.2,mg/L,4.45,NTU
24,2012-07-03,0.034,mg/L,44.6,mg/L,2.5,mg/L,0.845,mg/L,29.6,mg/L,3.8,µg/L,3.5,µg/L,3.15,mg/L,0.323,mg/L,0.096,mg/L,3.32,mg/L,,,0.0175,mg/L,0.0111,mg/L,0.0296,mg/L,,,0.0141,mg/L,8.47,mg/L,,,,,,,2.81,NTU
25,2012-07-27,0.025,mg/L,42.3,mg/L,2.5,mg/L,0.587,mg/L,30.6,mg/L,5.0,µg/L,5.0,µg/L,3.06,mg/L,0.238,mg/L,0.091,mg/L,3.28,mg/L,,,0.0165,mg/L,0.0108,mg/L,0.0302,mg/L,,,0.0163,mg/L,8.91,mg/L,,,,,9.0,mg/L,2.34,NTU
26,2012-08-10,0.018,mg/L,40.0,mg/L,3.1,mg/L,1.14,mg/L,30.4,mg/L,7.5,µg/L,6.3,µg/L,2.98,mg/L,0.249,mg/L,0.234,mg/L,3.27,mg/L,,,0.0369,mg/L,0.0119,mg/L,0.0492,mg/L,,,0.0128,mg/L,9.22,mg/L,,,,,18.3,mg/L,7.29,NTU
27,2012-08-13,0.019,mg/L,40.1,mg/L,2.9,mg/L,1.05,mg/L,27.3,mg/L,8.6,µg/L,7.0,µg/L,2.84,mg/L,0.297,mg/L,0.137,mg/L,3.35,mg/L,,,0.0245,mg/L,0.0118,mg/L,0.0428,mg/L,,,0.0176,mg/L,9.64,mg/L,,,,,15.9,mg/L,5.57,NTU
28,2012-09-08,0.015,mg/L,38.8,mg/L,3.3,mg/L,5.07,mg/L,24.1,mg/L,3.8,µg/L,3.7,µg/L,2.57,mg/L,0.263,mg/L,0.479,mg/L,3.06,mg/L,,,0.0931,mg/L,0.0186,mg/L,0.105,mg/L,,,0.0218,mg/L,8.81,mg/L,,,,,90.0,mg/L,30.6,NTU
29,2012-09-18,0.014,mg/L,35.2,mg/L,3.2,mg/L,5.31,mg/L,23.2,mg/L,4.3,µg/L,3.5,µg/L,2.53,mg/L,0.255,mg/L,0.455,mg/L,3.09,mg/L,,,0.0953,mg/L,0.0169,mg/L,0.132,mg/L,,,0.0224,mg/L,8.24,mg/L,,,,,91.5,mg/L,37.2,NTU
30,2012-09-24,0.024,mg/L,45.6,mg/L,2.8,mg/L,0.893,mg/L,26.2,mg/L,1.4,µg/L,,,3.12,mg/L,0.292,mg/L,0.082,mg/L,3.46,mg/L,,,0.0204,mg/L,0.0096,mg/L,0.0373,mg/L,,,0.0139,mg/L,9.5,mg/L,,,,,11.4,mg/L,5.25,NTU
31,2012-10-01,0.005,mg/L,44.6,mg/L,2.5,mg/L,0.511,mg/L,28.5,mg/L,18.8,µg/L,17.5,µg/L,3.22,mg/L,0.302,mg/L,0.076,mg/L,3.25,mg/L,,,0.0146,mg/L,0.0053,mg/L,0.0233,mg/L,,,0.0106,mg/L,9.58,mg/L,,,,,6.8,mg/L,2.89,NTU
32,2012-10-10,0.005,mg/L,46.3,mg/L,2.6,mg/L,0.403,mg/L,28.7,mg/L,0.3,µg/L,0.1,µg/L,3.2,mg/L,0.3,mg/L,0.054,mg/L,3.42,mg/L,,,0.0116,mg/L,0.0021,mg/L,0.0161,mg/L,,,0.0064,mg/L,9.68,mg/L,,,,,3.5,mg/L,1.99,NTU
33,2012-10-15,0.005,mg/L,45.1,mg/L,3.1,mg/L,0.5145,mg/L,26.5,mg/L,0.9,µg/L,0.1,µg/L,2.8,mg/L,0.273,mg/L,0.0575,mg/L,3.17,mg/L,,,0.0138,mg/L,0.0019,mg/L,0.01815,mg/L,,,0.0072499999999999995,mg/L,9.420000000000002,mg/L,,,,,4.65,mg/L,2.13,NTU
34,2012-10-23,0.009,mg/L,45.9,mg/L,3.2,mg/L,0.494,mg/L,26.9,mg/L,1.5,µg/L,1.2,µg/L,2.65,mg/L,0.254,mg/L,0.062,mg/L,3.06,mg/L,,,0.013,mg/L,0.0037,mg/L,0.0189,mg/L,,,0.0086,mg/L,9.74,mg/L,,,,,4.5,mg/L,2.45,NTU
35,2012-10-29,0.034,mg/L,46.3,mg/L,3.7,mg/L,0.767,mg/L,24.0,mg/L,1.2,µg/L,0.6,µg/L,2.63,mg/L,0.298,mg/L,0.078,mg/L,2.99,mg/L,,,0.0201,mg/L,0.0091,mg/L,0.0352,mg/L,,,0.015,mg/L,9.64,mg/L,,,,,10.9,mg/L,4.48,NTU
36,2012-11-06,0.032,mg/L,49.0,mg/L,3.8,mg/L,0.803,mg/L,26.9,mg/L,1.2,µg/L,0.7,µg/L,4.52,mg/L,0.43,mg/L,0.066,mg/L,4.8,mg/L,,,0.0147,mg/L,0.0076,mg/L,0.0277,mg/L,,,0.0101,mg/L,9.84,mg/L,,,,,10.5,mg/L,5.28,NTU
37,2012-11-13,0.035,mg/L,46.3,mg/L,3.1,mg/L,0.684,mg/L,25.8,mg/L,0.7,µg/L,0.5,µg/L,3.25,mg/L,0.303,mg/L,0.068,mg/L,3.44,mg/L,,,0.011,mg/L,0.0055,mg/L,0.0218,mg/L,,,0.0098,mg/L,9.44,mg/L,,,,,7.7,mg/L,3.28,NTU
38,2012-11-19,0.032,mg/L,50.2,mg/L,2.7,mg/L,0.466,mg/L,26.4,mg/L,0.9,µg/L,0.8,µg/L,3.35,mg/L,0.29,mg/L,0.051,mg/L,3.61,mg/L,,,0.011,mg/L,0.0037,mg/L,0.0156,mg/L,,,0.0065,mg/L,8.98,mg/L,,,,,5.0,mg/L,2.31,NTU
39,2012-11-27,0.034,mg/L,49.0,mg/L,2.5,mg/L,0.363,mg/L,26.6,mg/L,1.0,µg/L,1.0,µg/L,3.41,mg/L,0.325,mg/L,0.044,mg/L,3.58,mg/L,,,0.0087,mg/L,0.0029,mg/L,0.0139,mg/L,,,0.0067,mg/L,8.25,mg/L,,,,,2.9,mg/L,2.31,NTU
40,2012-12-03,0.024,mg/L,45.6,mg/L,2.9,mg/L,0.392,mg/L,24.6,mg/L,1.6,µg/L,1.6,µg/L,3.44,mg/L,0.305,mg/L,0.06,mg/L,3.56,mg/L,,,0.011,mg/L,0.0032,mg/L,0.0144,mg/L,,,0.0061,mg/L,8.04,mg/L,,,,,4.2,mg/L,2.03,NTU
41,2012-12-10,0.026,mg/L,47.05,mg/L,3.1,mg/L,0.6555,mg/L,26.1,mg/L,2.15,µg/L,2.0,µg/L,3.9,mg/L,0.35050000000000003,mg/L,0.075,mg/L,4.175,mg/L,,,0.01355,mg/L,0.00395,mg/L,0.0182,mg/L,,,0.0071,mg/L,8.350000000000001,mg/L,,,,,7.1,mg/L,3.365,NTU
42,2013-01-14,0.048,mg/L,34.8,mg/L,5.1,mg/L,8.64,mg/L,19.2,mg/L,3.0,µg/L,1.8,µg/L,3.71,mg/L,0.389,mg/L,0.559,mg/L,4.28,mg/L,,,0.129,mg/L,0.0097,mg/L,0.0915,mg/L,,,0.0133,mg/L,6.35,mg/L,,,,,102.1,mg/L,30.0,NTU
43,2013-01-30,0.123,mg/L,32.2,mg/L,5.4,mg/L,10.2,mg/L,26.7,mg/L,5.2,µg/L,3.6,µg/L,2.73,mg/L,0.461,mg/L,0.939,mg/L,3.62,mg/L,,,0.28,mg/L,0.0326,mg/L,0.335,mg/L,,,0.035,mg/L,6.18,mg/L,,,,,236.3,mg/L,118.0,NTU
44,2013-02-12,0.089,mg/L,44.1,mg/L,3.0,mg/L,2.92,mg/L,39.3,mg/L,1.2,µg/L,0.7,µg/L,3.83,mg/L,0.38,mg/L,0.235,mg/L,4.19,mg/L,,,0.0521,mg/L,0.0086,mg/L,0.0743,mg/L,,,0.0105,mg/L,7.79,mg/L,,,,,97.4,mg/L,24.6,NTU
45,2013-02-28,0.0615,mg/L,39.900000000000006,mg/L,3.35,mg/L,3.355,mg/L,34.55,mg/L,1.9,µg/L,1.2,µg/L,3.315,mg/L,0.362,mg/L,0.276,mg/L,3.79,mg/L,,,0.0455,mg/L,0.0083,mg/L,0.05085,mg/L,,,0.0111,mg/L,6.824999999999999,mg/L,,,,,30.7,mg/L,20.55,NTU
46,2013-03-11,0.074,mg/L,29.8,mg/L,5.1,mg/L,4.28,mg/L,15.9,mg/L,5.7,µg/L,3.5,µg/L,2.55,mg/L,0.48,mg/L,0.496,mg/L,3.26,mg/L,,,0.163,mg/L,0.0162,mg/L,0.2,mg/L,,,0.0224,mg/L,5.31,mg/L,,,,,184.5,mg/L,71.9,NTU
47,2013-03-12,0.064,mg/L,27.4,mg/L,5.9,mg/L,2.05,mg/L,13.1,mg/L,1.6,µg/L,0.1,µg/L,2.08,mg/L,0.487,mg/L,0.315,mg/L,2.48,mg/L,,,0.0966,mg/L,0.0134,mg/L,0.127,mg/L,,,0.0199,mg/L,4.94,mg/L,,,,,55.5,mg/L,50.4,NTU
48,2013-04-10,0.097,mg/L,36.5,mg/L,4.9,mg/L,5.44,mg/L,19.1,mg/L,5.0,µg/L,0.1,µg/L,2.77,mg/L,0.418,mg/L,0.867,mg/L,3.4,mg/L,,,0.267,mg/L,0.0132,mg/L,0.204,mg/L,0.0177,mg/L,,,,,5.4,mg/L,,,208.0,mg/L,67.4,NTU
49,2013-04-24,0.02,mg/L,41.55,mg/L,3.7,mg/L,0.995,mg/L,21.65,mg/L,2.1,µg/L,1.5,µg/L,3.575,mg/L,0.358,mg/L,0.11499999999999999,mg/L,3.7350000000000003,mg/L,,,0.02305,mg/L,0.0043,mg/L,0.0277,mg/L,0.00705,mg/L,,,,,5.055,mg/L,,,21.35,mg/L,5.859999999999999,NTU
