Date,code,"Silica, mg/L"
2000-08-01,0,3.04
2000-08-02,0,2.82
2000-08-03,0,3.0
2000-08-04,0,3.07
2000-08-05,0,1.61
2000-08-06,0,1.42
2000-08-07,0,1.48
2000-08-08,0,3.98
2000-08-09,0,4.33
2000-08-10,0,4.15
2000-08-11,0,4.46
2000-08-12,0,5.37
2000-08-13,0,5.73
2000-08-14,0,5.895
2000-08-15,0,5.29
2000-08-16,0,2.87
2000-08-17,0,3.58
2000-08-18,0,3.85
2000-08-19,0,3.65
2000-08-20,0,3.68
2000-08-21,0,2.855
2000-08-22,0,2.4
2000-08-23,0,1.93
2000-08-24,0,2.11
2000-08-25,0,2.25
2000-08-26,0,2.9
2000-08-27,0,2.9
2000-08-28,0,3.5999999999999996
2000-08-29,0,4.68
2000-08-30,0,3.02
2000-08-31,0,1.87
2000-09-01,0,2.02
2000-09-02,0,2.98
2000-09-03,0,3.52
2000-09-04,0,3.6399999999999997
2000-09-05,0,4.48
2000-09-06,0,4.5
2000-09-07,0,3.72
2000-09-08,0,2.79
2000-09-09,0,2.29
2000-09-10,0,1.92
2000-09-11,0,1.8599999999999999
2000-09-12,0,2.49
2000-09-13,0,5.39
2000-09-14,0,6.13
2000-09-15,0,5.89
2000-09-16,0,7.2
2000-09-17,0,7.48
2000-09-18,0,7.9
2000-09-19,0,8.25
2000-09-20,0,7.58
2000-09-21,0,7.8
2000-09-22,0,7.77
2000-09-23,0,7.78
2000-09-24,0,8.11
2000-09-25,0,8.86
2000-09-26,0,9.14
2000-09-27,0,9.62
2000-09-28,0,8.29
2000-09-29,0,8.17
2000-09-30,0,8.45
2000-10-01,0,9.18
2000-10-02,0,8.27
2000-10-03,0,7.7
2000-10-04,0,7.01
2000-10-05,0,6.37
2000-10-09,0,9.37
2000-10-10,0,9.65
2000-10-11,0,9.35
2000-10-12,0,9.41
2000-10-13,0,9.43
2000-10-14,0,9.5
2000-10-15,0,9.23
2000-10-16,0,9.325
2000-10-17,0,9.26
2000-10-18,0,9.29
2000-10-19,0,9.62
2000-10-20,0,9.33
2000-10-21,0,8.71
2000-10-22,0,9.05
2000-10-23,0,8.45
2000-10-24,0,7.94
2000-10-25,0,8.19
2000-10-26,0,8.47
2000-10-28,0,7.93
2000-10-29,0,7.33
2000-10-30,0,6.955
2000-10-31,0,6.54
2000-11-01,0,5.78
2000-11-02,0,6.31
2000-11-03,0,5.87
2000-11-04,0,6.48
2000-11-05,0,5.65
2000-11-06,0,5.52
2000-11-07,0,5.04
2000-11-08,0,4.47
2000-11-09,0,4.66
2000-11-10,0,5.37
2000-11-11,0,5.39
2000-11-12,0,4.49
2000-11-13,0,4.79
2000-11-14,0,4.99
2000-11-15,0,5.54
2000-11-16,0,5.28
2000-11-17,0,5.9
2000-11-18,0,6.38
2000-11-19,0,6.48
2000-11-20,0,6.550000000000001
2000-11-21,0,6.78
2000-11-22,0,6.95
2000-11-23,0,6.79
2000-11-24,0,6.68
2000-11-25,0,6.34
2000-11-26,0,6.17
2000-11-27,0,6.1899999999999995
2000-11-28,0,6.25
2000-11-29,0,6.5
2000-11-30,0,7.09
2000-12-01,0,6.93
2000-12-02,0,6.54
2000-12-03,0,6.31
2000-12-04,0,6.245
2000-12-05,0,5.93
2000-12-06,0,6.28
2000-12-07,0,6.16
2000-12-08,0,6.13
2000-12-09,0,6.09
2000-12-10,0,6.09
2000-12-11,0,6.175
2000-12-12,0,8.25
2000-12-13,0,8.82
2000-12-14,0,8.0
2000-12-15,0,6.97
2000-12-16,0,7.36
2000-12-17,0,8.01
2000-12-19,0,7.22
2000-12-20,0,7.03
2000-12-21,0,6.4
2000-12-22,0,7.36
2000-12-23,0,7.42
2000-12-24,0,7.63
2000-12-25,0,7.64
2000-12-26,0,7.94
2000-12-27,0,7.7
2000-12-28,0,8.19
2000-12-29,0,8.06
2000-12-30,0,7.83
2000-12-31,0,8.05
2001-01-01,0,8.11
2001-01-02,0,8.68
2001-01-03,0,8.69
2001-01-04,0,8.67
2001-01-05,0,8.76
2001-01-06,0,8.98
2001-01-07,0,8.87
2001-01-08,0,8.725
2001-01-09,0,8.64
2001-01-10,0,8.69
2001-01-11,0,8.74
2001-01-12,0,8.6
2001-01-13,0,8.51
2001-01-14,0,8.78
2001-01-15,0,8.055
2001-01-16,0,7.5
2001-01-17,0,7.75
2001-01-18,0,7.75
2001-01-19,0,7.55
2001-01-20,0,7.57
2001-01-21,0,7.25
2001-01-22,0,7.48
2001-01-23,0,7.73
2001-01-24,0,7.67
2001-01-25,0,7.53
2001-01-26,0,7.36
2001-01-27,0,7.22
2001-01-28,0,7.15
2001-01-29,0,7.24
2001-01-30,0,6.88
2001-01-31,0,5.88
2001-02-01,0,5.8149999999999995
2001-02-02,0,6.105
2001-02-03,0,6.72
2001-02-04,0,6.45
2001-02-05,0,7.05
2001-02-06,0,6.96
2001-02-07,0,7.26
2001-02-08,0,7.45
2001-02-19,0,7.93
2001-02-20,0,7.88
2001-02-21,0,7.89
2001-02-22,0,7.98
2001-02-23,0,8.05
2001-02-24,0,7.84
2001-02-25,0,7.32
2001-02-26,0,8.08
2001-02-27,0,7.196666666666666
2001-02-28,0,7.123333333333332
2001-03-01,0,7.3149999999999995
2001-03-02,0,8.12
2001-03-03,0,7.25
2001-03-04,0,7.76
2001-03-05,0,7.37
2001-03-06,0,7.33
2001-03-07,0,7.23
2001-03-08,0,7.3
2001-03-09,0,7.07
2001-03-10,0,6.99
2001-03-11,0,6.85
2001-03-12,0,6.875
2001-03-13,0,6.77
2001-03-14,0,6.99
2001-03-15,0,6.42
2001-03-16,0,5.54
2001-03-17,0,5.31
2001-03-18,0,4.76
2001-03-19,0,4.98
2001-03-20,0,4.91
2001-03-21,0,4.64
2001-03-22,0,4.51
2001-03-23,0,4.79
2001-03-24,0,4.62
2001-03-25,0,4.36
2001-03-26,0,3.9850000000000003
2001-03-27,0,4.07
2001-03-28,0,3.55
2001-03-29,0,2.84
2001-03-30,0,2.16
2001-03-31,0,1.57
2001-04-01,0,1.42
2001-04-02,0,1.3900000000000001
2001-04-03,0,1.47
2001-04-04,0,1.27
2001-04-05,0,1.25
2001-04-06,0,2.06
2001-04-09,0,7.17
2001-04-10,0,6.975
2001-04-11,0,6.76
2001-04-12,0,7.02
2001-04-13,0,7.06
2001-04-14,0,7.516666666666667
2001-04-15,0,7.800000000000001
2001-04-16,0,8.246666666666668
2001-04-17,0,8.379999999999999
2001-04-18,0,8.45
2001-04-19,0,7.77
2001-04-20,0,7.54
2001-04-21,0,7.71
2001-04-22,0,7.81
2001-04-23,0,7.753333333333334
2001-04-24,0,7.493333333333333
2001-04-25,0,7.46
2001-04-26,0,7.38
2001-04-27,0,7.03
2001-04-28,0,6.68
2001-04-29,0,5.88
2001-04-30,0,5.88
2001-05-01,0,4.44
2001-05-02,0,4.37
2001-05-03,0,3.68
2001-05-04,0,2.36
2001-05-05,0,1.41
2001-05-06,0,1.43
2001-05-07,0,1.305
2001-05-08,0,1.16
2001-05-09,0,1.26
2001-05-10,0,1.55
2001-05-11,0,1.67
2001-05-12,0,1.67
2001-05-13,0,1.68
2001-05-14,0,1.8900000000000001
2001-05-15,0,2.3
2001-05-16,0,6.8500000000000005
2001-05-17,0,8.263333333333334
2001-05-18,0,8.373333333333333
2001-05-19,0,8.643333333333333
2001-05-20,0,8.719999999999999
2001-05-21,0,9.253333333333334
2001-05-22,0,8.915
2001-05-23,0,9.53
2001-05-24,0,9.49
2001-05-25,0,9.09
2001-05-26,0,9.24
2001-05-27,0,8.76
2001-05-28,0,8.633333333333333
2001-05-29,0,8.776666666666666
2001-05-30,0,8.899999999999999
2001-05-31,0,8.99
2001-06-01,0,8.9
2001-06-02,0,8.87
2001-06-03,0,8.54
2001-06-04,0,8.735
2001-06-05,0,8.41
2001-06-06,0,8.33
2001-06-07,0,8.565000000000001
2001-06-08,0,8.3
2001-06-09,0,8.25
2001-06-10,0,8.29
2001-06-11,0,8.44
2001-06-12,0,8.26
2001-06-13,0,8.59
2001-06-14,0,7.96
2001-06-15,0,7.51
2001-06-16,0,7.63
2001-06-17,0,6.83
2001-06-18,0,6.18
2001-06-19,0,5.58
2001-06-20,0,5.81
2001-06-21,0,5.9
2001-06-22,0,5.17
2001-06-23,0,3.74
2001-06-24,0,3.12
2001-06-25,0,2.3449999999999998
2001-06-26,0,2.69
2001-06-27,0,2.63
2001-06-28,0,4.13
2001-06-29,0,4.89
2001-06-30,0,4.92
2001-07-09,0,5.28
2001-07-10,0,5.67
2001-07-11,0,6.12
2001-07-12,0,5.83
2001-07-13,0,5.3
2001-07-14,0,4.97
2001-07-15,0,4.5
2001-07-16,0,4.4399999999999995
2001-07-17,0,4.51
2001-07-18,0,4.46
2001-07-19,0,4.35
2001-07-20,0,4.21
2001-07-21,0,4.01
2001-07-22,0,4.1
2001-07-23,0,4.095
2001-07-24,0,4.41
2001-07-25,0,4.15
2001-07-26,0,3.88
2001-07-27,0,1.24
2001-07-28,0,1.25
2001-07-29,0,2.38
2001-07-30,0,1.38
2001-07-31,0,1.17
2001-08-01,0,1.1
2001-08-02,0,1.65
2001-08-03,0,1.75
2001-08-04,0,1.48
2001-08-05,0,1.72
2001-08-06,0,1.585
2001-08-07,0,1.77
2001-08-08,0,1.76
2001-08-09,0,1.93
2001-08-10,0,2.17
2001-08-11,0,2.59
2001-08-12,0,2.86
2001-08-13,0,2.97
2001-08-14,0,3.39
2001-08-15,0,3.38
2001-08-16,0,3.52
2001-08-17,0,3.87
2001-08-18,0,3.98
2001-08-19,0,4.01
2001-08-20,0,4.68
2001-08-21,0,4.55
2001-08-22,0,5.03
2001-08-23,0,4.85
2001-08-24,0,5.45
2001-08-25,0,3.75
2001-08-26,0,3.42
2001-08-27,0,3.34
2001-08-28,0,2.66
2001-08-29,0,2.44
2001-08-30,0,2.48
2001-08-31,0,2.56
2001-09-01,0,2.99
2001-09-02,0,3.17
2001-09-03,0,4.026666666666666
2001-09-09,0,2.99
2001-09-12,0,3.47
2001-09-13,0,3.14
2001-09-14,0,3.43
2001-09-15,0,3.11
2001-09-16,0,2.72
2001-09-17,0,2.55
2001-09-18,0,2.21
2001-09-19,0,1.73
2001-09-20,0,1.83
2001-09-21,0,2.12
2001-09-22,0,2.91
2001-09-23,0,2.97
2001-09-24,0,2.995
2001-09-25,0,3.22
2001-09-26,0,3.54
2001-09-27,0,2.47
2001-09-28,0,2.59
2001-09-29,0,2.8
2001-09-30,0,2.94
2001-10-01,0,2.61
2001-10-02,0,2.19
2001-10-03,0,2.66
2001-10-04,0,1.89
2001-10-05,0,1.88
2001-10-06,0,3.03
2001-10-07,0,4.53
2001-10-08,0,6.045
2001-10-09,0,5.67
2001-10-10,0,5.25
2001-10-11,0,5.55
2001-10-12,0,7.675000000000001
2001-10-13,0,8.33
2001-10-14,0,8.620000000000001
2001-10-21,0,9.346666666666666
2001-10-22,0,9.495
2001-10-23,0,9.3
2001-10-24,0,9.256666666666668
2001-10-25,0,8.936666666666666
2001-10-26,0,9.103333333333333
2001-10-27,0,9.200000000000001
2001-10-28,0,9.35
2001-10-29,0,9.62
2001-10-30,0,9.125
2001-10-31,0,7.6
2001-11-01,0,9.43
2001-11-02,0,9.07
2001-11-03,0,9.12
2001-11-04,0,9.35
2001-11-05,0,10.27
2001-11-06,0,11.1
2001-11-07,0,11.18
2001-11-08,0,11.14
2001-11-09,0,11.23
2001-11-10,0,10.95
2001-11-11,0,10.68
2001-11-12,0,10.52
2001-11-13,0,10.45
2001-11-14,0,9.93
2001-11-15,0,9.63
2001-11-16,0,9.48
2001-11-17,0,8.78
2001-11-18,0,7.77
2001-11-19,0,7.52
2001-11-20,0,7.75
2001-11-21,0,7.45
2001-11-22,0,7.7
2001-11-26,0,5.68
2001-11-27,0,6.12
2001-11-28,0,5.9
2001-11-29,0,5.68
2001-11-30,0,7.67
2001-12-01,0,7.256666666666667
2001-12-02,0,7.9433333333333325
2001-12-03,0,8.386666666666667
2001-12-04,0,8.723333333333334
2001-12-05,0,9.045
2001-12-06,0,9.08
2001-12-07,0,9.07
2001-12-08,0,9.01
2001-12-09,0,9.16
2001-12-10,0,9.36
2001-12-11,0,9.32
2001-12-12,0,9.54
2001-12-13,0,9.57
2001-12-14,0,9.36
2001-12-15,0,8.9
2001-12-16,0,8.523333333333333
2001-12-17,0,7.995
2001-12-18,0,7.59
2001-12-19,0,7.65
2001-12-20,0,7.69
2001-12-21,0,7.78
2001-12-22,0,7.71
2001-12-23,0,7.74
2001-12-24,0,7.66
2001-12-25,0,7.9
2001-12-26,0,8.0
2001-12-27,0,8.0
2001-12-28,0,8.0
2001-12-29,0,8.17
2001-12-30,0,8.17
2001-12-31,0,8.38
2002-01-01,0,8.32
2002-01-02,0,9.71
2002-01-03,0,9.47
2002-01-04,0,9.58
2002-01-05,0,9.47
2002-01-06,0,9.71
2002-01-07,0,9.665
2002-01-08,0,8.98
2002-01-09,0,9.54
2002-01-10,0,8.95
2002-01-11,0,8.36
2002-01-12,0,8.31
2002-01-13,0,8.16
2002-01-14,0,8.86
2002-01-15,0,9.27
2002-01-16,0,9.38
2002-01-17,0,9.0
2002-01-18,0,9.1
2002-01-19,0,9.09
2002-01-20,0,8.67
2002-01-21,0,8.645
2002-01-22,0,8.21
2002-01-23,0,8.05
2002-01-24,0,7.83
2002-01-25,0,7.66
2002-01-26,0,7.48
2002-01-27,0,6.95
2002-01-28,0,6.545
2002-01-29,0,5.56
2002-01-30,0,6.755
2002-01-31,0,7.343333333333334
2002-02-01,0,6.94
2002-02-02,0,6.906666666666666
2002-02-03,0,6.923333333333333
2002-02-04,0,7.010000000000001
2002-02-05,0,7.2299999999999995
2002-02-06,0,7.48
2002-02-07,0,7.375
2002-02-08,0,7.35
2002-02-09,0,7.54
2002-02-10,0,7.66
2002-02-11,0,7.465
2002-02-12,0,8.01
2002-02-13,0,7.11
2002-02-14,0,7.28
2002-02-15,0,7.26
2002-02-16,0,6.86
2002-02-17,0,7.51
2002-02-18,0,6.945
2002-02-19,0,7.23
2002-02-20,0,6.98
2002-02-21,0,7.36
2002-02-22,0,7.65
2002-02-23,0,7.25
2002-02-24,0,6.8
2002-02-25,0,7.26
2002-02-26,0,7.0
2002-02-27,0,7.46
2002-02-28,0,7.46
2002-03-01,0,7.19
2002-03-02,0,7.07
2002-03-03,0,6.68
2002-03-04,0,6.395
2002-03-05,0,6.6
2002-03-06,0,6.543333333333334
2002-03-07,0,6.645
2002-03-08,0,6.8
2002-03-09,0,6.615
2002-03-10,0,6.8
2002-03-11,0,7.096666666666667
2002-03-12,0,6.920000000000001
2002-03-13,0,6.6866666666666665
2002-03-14,0,6.5600000000000005
2002-03-15,0,6.52
2002-03-16,0,6.6
2002-03-17,0,6.74
2002-03-18,0,6.550000000000001
2002-03-19,0,6.33
2002-03-20,0,6.24
2002-03-21,0,6.06
2002-03-22,0,6.0
2002-03-23,0,5.72
2002-03-24,0,5.06
2002-03-25,0,4.82
2002-03-26,0,4.85
2002-04-02,0,6.316666666666666
2002-04-03,0,6.55
2002-04-04,0,6.713333333333334
2002-04-05,0,6.696666666666666
2002-04-06,0,6.723333333333334
2002-04-07,0,6.39
2002-04-08,0,6.883333333333333
2002-04-09,0,7.133333333333333
2002-04-10,0,6.88
2002-04-11,0,6.766666666666667
2002-04-12,0,6.863333333333333
2002-04-13,0,6.760000000000001
2002-04-14,0,6.84
2002-04-15,0,6.883333333333333
2002-04-16,0,6.763333333333333
2002-04-17,0,6.859999999999999
2002-04-18,0,7.003333333333334
2002-04-19,0,7.0600000000000005
2002-04-20,0,7.11
2002-04-21,0,6.82
2002-04-22,0,6.949999999999999
2002-04-23,0,6.99
2002-04-24,0,6.44
2002-04-25,0,5.04
2002-04-26,0,4.46
2002-04-27,0,4.19
2002-04-28,0,2.83
2002-04-29,0,1.665
2002-04-30,0,2.51
2002-05-01,0,4.02
2002-05-02,0,3.69
2002-05-03,0,6.475
2002-05-04,0,6.419999999999999
2002-05-05,0,5.753333333333333
2002-05-06,0,5.345000000000001
2002-05-07,0,5.49
2002-05-08,0,5.81
2002-05-09,0,6.18
2002-05-10,0,5.54
2002-05-11,0,3.98
2002-05-12,0,4.39
2002-05-13,0,5.443333333333334
2002-05-14,0,5.87
2002-05-15,0,6.3500000000000005
2002-05-16,0,6.44
2002-05-20,0,6.1
2002-05-21,0,6.423333333333333
2002-05-22,0,6.77
2002-05-23,0,6.37
2002-05-24,0,6.14
2002-05-25,0,6.05
2002-05-27,0,4.82
2002-05-28,0,4.05
2002-05-29,0,2.37
2002-05-30,0,1.99
2002-06-03,0,3.32
2002-06-04,0,4.1
2002-06-05,0,3.53
2002-06-06,0,4.76
2002-06-07,0,5.3
2002-06-08,0,5.51
2002-06-09,0,5.58
2002-06-10,0,5.404999999999999
2002-06-11,0,5.56
2002-06-12,0,5.91
2002-06-13,0,6.23
2002-06-14,0,6.41
2002-06-15,0,6.4
2002-06-16,0,6.27
2002-06-17,0,6.365
2002-06-18,0,4.76
2002-06-19,0,3.24
2002-06-20,0,1.45
2002-06-21,0,1.48
2002-06-22,0,1.67
2002-06-23,0,1.45
2002-06-24,0,1.33
2002-06-25,0,1.26
2002-06-26,0,1.02
2002-06-27,0,0.92
2002-06-28,0,0.66
2002-06-29,0,0.8
2002-06-30,0,3.2
2002-07-01,0,3.335
2002-07-02,0,2.23
2002-07-03,0,2.44
2002-07-04,0,3.0
2002-07-05,0,3.07
2002-07-06,0,2.52
2002-07-07,0,1.88
2002-07-08,0,2.545
2002-07-09,0,3.19
2002-07-10,0,3.88
2002-07-11,0,3.4
2002-07-12,0,2.64
2002-07-13,0,2.58
2002-07-14,0,2.6
2002-07-15,0,2.785
2002-07-16,0,2.85
2002-07-17,0,2.67
2002-07-18,0,3.04
2002-07-19,0,2.92
2002-07-20,0,3.49
2002-07-21,0,4.74
2002-07-22,0,5.1850000000000005
2002-07-23,0,5.2
2002-07-24,0,5.42
2002-07-25,0,5.21
2002-07-26,0,5.23
2002-07-27,0,5.09
2002-07-28,0,3.8
2002-07-29,0,3.45
2002-07-30,0,3.42
2002-07-31,0,3.17
2002-08-01,0,3.75
2002-08-02,0,2.6
2002-08-03,0,1.69
2002-08-04,0,1.39
2002-08-05,0,1.275
2002-08-06,0,1.82
2002-08-07,0,1.65
2002-08-08,0,1.45
2002-08-09,0,1.41
2002-08-10,0,1.2
2002-08-11,0,1.33
2002-08-12,0,1.28
2002-08-13,0,1.26
2002-08-14,0,1.6
2002-08-15,0,1.5
2002-08-16,0,1.64
2002-08-17,0,1.96
2002-08-18,0,1.94
2002-08-19,0,2.065
2002-08-20,0,1.91
2002-08-21,0,1.58
2002-08-22,0,1.61
2002-08-23,0,1.5
2002-08-24,0,1.55
2002-08-25,0,2.09
2002-08-26,0,1.47
2002-08-27,0,0.96
2002-08-29,0,1.01
2002-09-02,0,1.255
2002-09-03,0,1.59
2002-09-04,0,1.51
2002-09-05,0,1.52
2002-09-06,0,1.55
2002-09-07,0,1.7
2002-09-08,0,1.57
2002-09-09,0,1.455
2002-09-10,0,1.35
2002-09-11,0,1.83
2002-09-12,0,1.85
2002-09-13,0,1.89
2002-09-14,0,1.89
2002-09-15,0,1.87
2002-09-16,0,1.765
2002-09-17,0,1.6
2002-09-18,0,1.47
2002-09-19,0,1.45
2002-09-20,0,1.45
2002-09-21,0,1.16
2002-09-22,0,1.2
2002-09-23,0,1.4300000000000002
2002-09-24,0,1.59
2002-09-25,0,1.46
2002-09-26,0,1.47
2002-09-30,0,1.51
2002-10-01,0,1.48
2002-10-02,0,1.39
2002-10-03,0,1.02
2002-10-04,0,1.31
2002-10-05,0,1.41
2002-10-06,0,1.37
2002-10-07,0,1.0750000000000002
2002-10-08,0,0.61
2002-10-09,0,1.21
2002-10-10,0,1.14
2002-10-11,0,1.14
2002-10-12,0,1.12
2002-10-13,0,1.14
2002-10-14,0,1.095
2002-10-15,0,1.08
2002-10-17,0,0.59
2002-10-18,0,0.86
2002-10-19,0,0.85
2002-10-20,0,1.02
2002-10-21,0,0.9550000000000001
2002-10-22,0,0.99
2002-10-23,0,1.07
2002-10-24,0,1.03
2002-10-25,0,1.08
2002-10-26,0,1.06
2002-10-27,0,1.13
2002-10-28,0,1.2349999999999999
2002-10-31,0,1.36
2002-11-01,0,1.36
2002-11-02,0,1.28
2002-11-03,0,1.45
2002-11-04,0,1.32
2002-11-05,0,1.13
2002-11-06,0,1.09
2002-11-07,0,1.16
2002-11-08,0,1.11
2002-11-09,0,1.23
2002-11-10,0,1.05
2002-11-11,0,1.295
2002-11-12,0,1.86
2002-11-13,0,2.16
2002-11-14,0,1.96
2002-11-15,0,2.11
2002-11-16,0,2.78
2002-11-17,0,3.45
2002-11-18,0,4.205
2002-11-19,0,4.28
2002-11-20,0,4.1
2002-11-21,0,4.17
2002-11-22,0,4.03
2002-11-23,0,3.95
2002-11-24,0,4.47
2002-11-25,0,4.609999999999999
2002-11-26,0,5.34
2002-11-27,0,5.82
2002-11-28,0,5.79
2002-11-29,0,5.95
2002-11-30,0,6.18
2002-12-01,0,6.12
2002-12-02,0,6.345000000000001
2002-12-03,0,6.67
2002-12-04,0,6.64
2002-12-05,0,6.51
2002-12-06,0,6.66
2002-12-07,0,6.33
2002-12-08,0,6.13
2002-12-09,0,6.275
2002-12-10,0,6.01
2002-12-11,0,5.33
2002-12-12,0,5.34
2002-12-13,0,5.64
2002-12-14,0,5.41
2002-12-15,0,5.34
2002-12-16,0,4.625
2002-12-17,0,3.55
2002-12-18,0,3.12
2002-12-19,0,3.3
2002-12-20,0,6.27
2002-12-21,0,5.99
2002-12-22,0,4.93
2002-12-23,0,6.1
2002-12-24,0,6.4
2002-12-25,0,6.42
2002-12-26,0,6.31
2002-12-27,0,6.7
2002-12-28,0,6.9
2002-12-29,0,7.05
2002-12-30,0,7.1
2002-12-31,0,6.57
2003-01-01,0,6.91
2003-01-02,0,6.48
2003-01-03,0,6.72
2003-01-04,0,6.78
2003-01-05,0,6.88
2003-01-06,0,7.29
2003-01-07,0,7.81
2003-01-08,0,8.01
2003-01-09,0,7.86
2003-01-10,0,8.14
2003-01-11,0,8.29
2003-01-12,0,8.25
2003-01-13,0,8.14
2003-01-14,0,7.82
2003-01-15,0,7.55
2003-01-16,0,7.87
2003-01-17,0,7.85
2003-01-18,0,7.78
