"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"17",1980-01-17,3.8794079525088,47497,1,17,1980.04519581056,1561,1980,"A",17,1.35568255243262,5.54201136072685,NA,20.5352913229311,0.655012646503885,9607007369.34722,3220084868122.62,2061118551.99792,627965196204.15
"18",1980-01-18,4.89881442178118,47498,1,18,1980.047928051,1561,1980,"A",18,1.58899322110228,5.83731561571449,NA,18.0898774923286,0.660029430457176,4148992905.1018,1756092638538.48,2485281129.30305,731749240106.452
"19",1980-01-19,6.56950835753315,47499,1,19,1980.05066029144,1561,1980,"A",19,1.88243899827081,6.04766933159609,NA,15.7053545002417,0.672733082836264,12505101.5545185,7097964696.65172,2491687184.26538,703400481777.635
"20",1980-01-20,6.17307250837166,47500,1,20,1980.05339253188,1561,1980,"A",20,1.82019668939359,5.71595770270587,NA,16.0199219452455,0.673748127360989,14434743.891792,7698820667.08095,2551852470.0406,708105400937.921
"21",1980-01-21,5.06871549999325,47501,1,21,1980.05612477231,1561,1980,"A",21,1.62308743244525,5.23457131443836,NA,17.8791532158423,0.670636979734927,3812240659.42947,1669521310861.36,2698636987.60385,748926939700.577
"22",1980-01-22,3.76614056703409,47502,1,22,1980.05885701275,1561,1980,"A",22,1.32605075482625,4.95140285075158,NA,21.521402025476,0.664232882844511,13365782090.72,4349152581868.66,3035010892.5536,913302470337.209
"23",1980-01-23,3.11485310055451,47503,1,23,1980.06158925319,1561,1980,"A",23,1.13618199239691,4.78150177253952,NA,22.9415023327362,0.663863883085918,16974247404.423,4568165610386.08,4695220815.53691,1388192991766.42
"24",1980-01-24,2.83168463686774,47504,1,24,1980.06432149362,1561,1980,"A",24,1.04087181259259,4.63182701316222,NA,22.2532624219667,0.669777737839364,14475883066.917,3541634123242.99,4888874127.73496,1330927531994.07
"25",1980-01-25,2.40693194133758,47505,1,25,1980.06705373406,1561,1980,"A",25,0.878352883094814,4.27584380167028,NA,21.0861837473318,0.677545262214947,11935245362.6449,2482040732346.82,5843807575.04126,1496149231147.33
"26",1980-01-26,2.1237634776508,47506,1,26,1980.0697859745,1561,1980,"A",26,0.753189740140808,3.64073739025852,NA,20.3621907132418,0.681525469841457,12485864649.0329,2291070815583.03,6361179800.9195,1520087180223.28
"27",1980-01-27,1.84059501396403,47507,1,27,1980.07251821494,1561,1980,"A",27,0.610088896500135,3.02181203391457,NA,19.0308452904193,0.682156588657091,14742025824.4422,2344386173316.24,7187105357.8963,1642104534056.83
"28",1980-01-28,1.69901078212064,47508,1,28,1980.07525045537,1561,1980,"A",28,0.530046188826598,2.54042564564705,NA,14.6734085280466,0.668783924221757,15996254661.0093,2348162709920.85,8297635378.08438,1810985338607
"29",1980-01-29,1.55742655027725,47509,1,29,1980.07798269581,1561,1980,"A",29,0.443034811836969,2.22489507182465,NA,9.87767559910407,0.654383157250209,15808405954.0096,2127205251388.99,9285906050.77521,2083560626524.36
"30",1980-01-30,1.41584231843387,47510,1,30,1980.08071493625,1561,1980,"A",30,0.347724632032644,1.98217924580741,4.05119682047877,4.56173581600739,0.638762499911993,13963253137.1355,1708107669610.06,9609901811.69737,2033211554204.53
"31",1980-01-31,1.30257493295916,47511,1,31,1980.08344717668,1561,1980,"A",31,0.264343023093593,1.7637350023919,3.85864226517177,-0.0965829835915013,0.624665951217968,11406302623.3606,1283693518794.45,9466510878.11487,2055597811287.89
"32",1980-02-01,1.21762439385313,47512,2,32,1980.08617941712,1562,1980,"A",32,0.19690174229806,1.59383392417984,3.70478739990195,-3.85427769524944,0.612661661865305,8647842031.65523,909776742790.906,9320920686.52821,1964464557282.64
"33",1980-02-02,1.13267385474709,47513,2,33,1980.08891165756,1562,1980,"A",33,0.124581080718434,1.45224969233645,3.58019327587977,-7.9277535199214,0.599914879181468,4574390166.49881,447663641155.667,10849371006.4567,2317358567495.41
"34",1980-02-03,1.04772331564106,47514,2,34,1980.091643898,1562,1980,"A",34,0.0466195392487221,1.33898230686174,3.48769157774209,-11.8725021725965,0.588779548846291,3.39704959949878e-05,0.00307512121229338,12076625023.1666,2484544746571.63
"35",1980-02-04,0.991089622903707,47515,2,35,1980.09437613843,1562,1980,"A",35,-0.0089503119060887,1.2378507126879,3.41217998742562,-12.7922819382845,0.589403998816352,3.32428811521857e-05,0.00284659268071845,14014380995.5082,2753299594397.15
"36",1980-02-05,0.991089622903707,47516,2,36,1980.09710837887,1562,1980,"A",36,-0.0089503119060887,1.15694543734882,3.34138787150393,-12.5884713676928,0.586867979029152,3.59396102845519e-05,0.00307751398308484,15505714686.3221,2962920523807.59
"37",1980-02-06,0.991089622903707,47517,2,37,1980.09984061931,1562,1980,"A",37,-0.0089503119060887,1.09626648084451,3.27437133509806,-12.3846607971011,0.584331959241951,3.86363394169181e-05,0.00330843528545123,17259274870.8967,3117756187721.22
"38",1980-02-07,0.991089622903707,47518,2,38,1980.10257285974,1562,1980,"A",38,-0.0089503119060887,1.05176857940802,3.21018648332906,-12.1808502265094,0.581795939454751,4.13330685492843e-05,0.00353935658781762,17605534675.3824,3036880717758.03
"39",1980-02-08,0.991089622903707,47519,2,39,1980.10530510018,1562,1980,"A",39,-0.0089503119060887,1.01940646927238,3.1535527905917,-11.9770396559008,0.579259919667339,4.40297976818749e-05,0.00377027789020323,16550685035.7719,2828851573801.25
"40",1980-02-09,0.991089622903707,47520,2,40,1980.10803734062,1562,1980,"A",40,-0.0089503119060887,0.999180150437615,3.09691909785435,-11.7732290853091,0.576723899880139,4.67265268142411e-05,0.00400119919256962,16676690258.4317,2753273959067.88
"41",1980-02-10,0.991089622903707,47521,2,41,1980.11076958106,1562,1980,"A",41,-0.0089503119060887,0.991089622903707,3.03556593072221,-11.5694185147174,0.574187880092939,4.94232559466073e-05,0.00423212049493602,17552865349.9485,2887028038650.88
"42",1980-02-11,0.991089622903707,47522,2,42,1980.11350182149,1562,1980,"A",42,-0.0089503119060887,0.991089622903707,2.89870117327361,-11.3656079441257,0.571651860305738,5.21199850789735e-05,0.00446304179730241,20274287311.019,3291209633665.66
"43",1980-02-12,0.991089622903707,47523,2,43,1980.11623406193,1562,1980,"A",43,-0.0089503119060887,0.991089622903707,2.64856903035029,-11.161797373534,0.569115840518537,5.48167142113397e-05,0.0046939630996688,20569322391.426,3520695389706.35
"44",1980-02-13,0.991089622903707,47524,2,44,1980.11896630237,1562,1980,"A",44,-0.0089503119060887,0.991089622903707,2.40032467718488,-10.9579868029423,0.566579820731337,5.75134433437059e-05,0.00492488440203519,20927220827.6665,3587033295819.44
"45",1980-02-14,0.991089622903707,47525,2,45,1980.12169854281,1562,1980,"A",45,-0.0089503119060887,0.991089622903707,2.24175033752029,-10.7541762323506,0.564043800944137,6.02101724760721e-05,0.00515580570440158,22916160902.2255,3904931985824.93
"46",1980-02-15,0.991089622903707,47526,2,46,1980.12443078324,1562,1980,"A",46,-0.0089503119060887,0.991089622903707,2.13131463668245,-10.550365661742,0.561507781156725,6.29069016086628e-05,0.00538672700678719,25999437035.1877,4496144985999.94
"47",1980-02-16,0.991089622903707,47527,2,47,1980.12716302368,1562,1980,"A",47,-0.0089503119060887,0.991089622903707,2.03503735902895,-11.2456688730943,0.569061620212682,6.12721706745385e-05,0.00524674476244685,25016126524.6697,4427326528301.32
"48",1980-02-17,0.991089622903707,47528,2,48,1980.12989526412,1562,1980,"A",48,-0.0089503119060887,0.991089622903707,1.90477986573303,-12.1775809743822,0.579270685279437,5.84975818284196e-05,0.00500915632162526,21452668388.4563,3761794002878.07
"49",1980-02-18,0.991089622903707,47529,2,49,1980.13262750455,1562,1980,"A",49,-0.0089503119060887,0.991089622903707,1.71883257457872,-13.1094930756701,0.589479750346193,5.57229929823007e-05,0.00477156788080367,17094360188.8711,2957440564281.37
"50",1980-02-19,0.991089622903707,47530,2,50,1980.13535974499,1562,1980,"A",50,-0.0089503119060887,0.991089622903707,1.54609981172978,-14.0414051769579,0.599688815412949,5.29484041361817e-05,0.00453397943998208,15004211701.7878,2540751310597.19
"51",1980-02-20,0.991089622903707,47531,2,51,1980.13809198543,1562,1980,"A",51,-0.0089503119060887,0.991089622903707,1.41017894916013,-14.9733172782458,0.609897880479704,5.01738152900628e-05,0.00429639099916049,14070824492.2898,2370564068563.97
"52",1980-02-21,0.991089622903707,47532,2,52,1980.14082422587,1562,1980,"A",52,-0.0089503119060887,0.991089622903707,1.31767725102245,-15.9052293795337,0.62010694554646,4.73992264439439e-05,0.0040588025583389,12530412753.0112,2097458878888.86
"53",1980-02-22,1.41584231843387,47533,2,53,1980.1435564663,1562,1980,"A",53,0.347724632032644,1.05176857940802,1.2610435582851,3.66238879156741,0.662578652183893,33533981030.5918,4102170864365.12,12276025891.5169,2058935625966.32
"54",1980-02-23,2.26534770949419,47534,2,54,1980.14628870674,1562,1980,"A",54,0.817728261278379,1.23380544892094,1.24216566070598,21.3189945325936,0.708460447288591,41541434910.5587,8130740638210.79,10304526156.0468,1852485440439.22
"55",1980-02-24,4.2475269553016,47535,2,55,1980.14902094718,1562,1980,"A",55,1.44633692070075,1.69901078212064,1.30351882783811,17.7774084537782,0.736892140904702,2048997362.23669,751954019971.009,7834341643.71617,1410124177965.07
"56",1980-02-25,6.22970620110902,47536,2,56,1980.15175318761,1562,1980,"A",56,1.82932917295686,2.44738457900711,1.44038358528672,13.5832692305671,0.770005038083517,1490844.94615976,802442246.916972,6362051797.89358,1129570083249.98
"57",1980-02-26,2.83168463686774,47537,2,57,1980.15448542805,1562,1980,"A",57,1.04087181259259,2.71032672385912,1.47341990605018,20.6125901804777,0.721288092227679,15121515607.3122,3699593000471.38,6495520652.56931,1155462733581.1
"58",1980-02-27,19.8217924580741,47538,2,58,1980.15721766849,1562,1980,"A",58,2.9867819616479,5.40042712888347,2.07751262858196,9.18343050948156,0.798722442020907,15062.2604617648,25795670.4710691,6182798802.37805,1065248801800.75
"59",1980-02-28,1.84059501396403,47539,2,59,1980.15994990893,1562,1980,"A",59,0.610088896500135,5.52178504189208,2.08695157737152,18.1132925853533,0.752474120149599,40147846179.3709,6384607963126.11,6001162714.81823,1044711429632.03
"60",1980-02-29,1.69901078212064,47540,2,60,1980.16268214936,1562,1980,"A",60,0.530046188826598,5.56223767956162,2.09639052616108,11.9727445958347,0.752975258791208,30910763233.3599,4537531009473.71,5410603922.62417,942517587308.064
"61",1980-03-01,1.55742655027725,47541,3,61,1980.1654143898,1563,1980,"A",61,0.443034811836969,5.46110608538778,2.10488558007168,5.23056914603012,0.753107929646774,22423630972.7298,3017360871119.42,3969878381.84512,685063547726.112
"62",1980-03-02,1.41584231843387,47542,3,62,1980.16814663024,1563,1980,"A",62,0.347724632032644,5.05657970869238,2.11149284422438,-2.22263787115307,0.752781626841182,14769456097.8614,1806729491255.32,3305804231.60811,587433511945.223
"63",1980-03-03,1.33089177932784,47543,3,63,1980.17087887067,1563,1980,"A",63,0.285849228314556,4.35674907700936,2.11810010837707,-7.3714221783027,0.756385785788521,9963474666.04869,1145690483896.97,3286917119.88338,590646365736.257
"64",1980-03-04,1.2459412402218,47544,3,64,1980.17361111111,1563,1980,"A",64,0.219891260522759,4.13021430605994,2.12470737252976,-12.9002206240201,0.759876443485077,5901978803.52438,635344023475.523,3023659286.15864,528035575185.389
"65",1980-03-05,1.18930754748445,47545,3,65,1980.17634335155,1563,1980,"A",65,0.173371244887866,1.46843074740427,2.13131463668245,-17.0776925980858,0.765609033780082,3367809894.49476,346063253127.733,2430601711.33745,443765625243.718
"66",1980-03-06,1.16099070111577,47546,3,66,1980.17907559199,1563,1980,"A",66,0.149273693308806,1.37134441699737,2.13697800595618,-19.643123731768,0.773730024191188,2005984675.18437,201219513506.19,2042188096.09973,367689318098.252
"67",1980-03-07,1.13267385474709,47547,3,67,1980.18180783242,1563,1980,"A",67,0.124581080718434,1.2904391416583,2.14169748035096,-22.2847941387147,0.781911930034166,983565827.514011,96254723282.2108,1442803656.71822,258195407160.028
"68",1980-03-08,1.13267385474709,47548,3,68,1980.18454007286,1563,1980,"A",68,0.124581080718434,1.22976018515399,2.14641695474574,-23.0843361173199,0.792475590232023,511571585.945316,50063940884.0246,684299390.332009,125538943482.734
"69",1980-03-09,1.13267385474709,47549,3,69,1980.1872723133,1563,1980,"A",69,0.124581080718434,1.18930754748445,2.15113642914052,-23.8838780959252,0.80303925042988,39577344.3766214,3873158485.8383,67353026.3106333,15074135496.6152
"70",1980-03-10,1.13267385474709,47550,3,70,1980.19000455373,1563,1980,"A",70,0.124581080718434,1.16099070111577,2.1558559035353,-24.1566513282012,0.808783357274595,234693.663707263,22967830.9517204,9634793.08497485,2660283140.51026
"71",1980-03-11,1.69901078212064,47551,3,71,1980.19273679417,1563,1980,"A",71,0.530046188826598,1.22571492138703,2.1794532755092,6.2838070223374,0.854424041804405,1614961.50442585,237067517.554211,12454517.3954822,3182195392.02278
"72",1980-03-12,2.26534770949419,47552,3,72,1980.19546903461,1563,1980,"A",72,0.817728261278379,1.37943494453128,2.22192854506222,14.9349226656247,0.827537626238671,93759142.1385816,18351105801.5038,33646575.9317861,9010190328.36191
"73",1980-03-13,1.98217924580741,47553,3,73,1980.19820127505,1563,1980,"A",73,0.684196868653857,1.49674759377295,2.25496486582567,13.0350320858113,0.865099031212163,29500219.0894394,5052215983.03417,24133883.8109553,7514766112.23146
"74",1980-03-14,1.69901078212064,47554,3,74,1980.20093351548,1563,1980,"A",74,0.530046188826598,1.57765286911202,2.27856223779957,4.98408123746427,0.877004637316651,1383799.07183161,203134136.543751,23438534.9017514,6930587996.0411
"75",1980-03-15,1.69901078212064,47555,3,75,1980.20366575592,1563,1980,"A",75,0.530046188826598,1.6585581444511,2.30215960977347,4.55083930918525,0.884531502487191,1306744.92763567,191823009.540578,17959564.3825853,5217452306.37852
"76",1980-03-16,1.84059501396403,47556,3,76,1980.20639799636,1563,1980,"A",76,0.610088896500135,1.75968973862495,2.33047645614215,9.96557266055375,0.90221296319439,1438772.1564706,228804208.481957,20349216.3758852,6206777898.50806
"77",1980-03-17,33.9802156424128,47557,3,77,1980.20913023679,1563,1980,"A",77,3.52577846238059,6.45219570829148,3.43011399012578,7.99940436308327,0.798035329692598,4132.07807995936,12131329.3235976,17376258.9478615,5600400090.94287
"78",1980-03-18,122.045607848999,47558,3,78,1980.21186247723,1563,1980,"A",78,4.80439480970229,23.6445667178456,7.4652645976623,7.97135522164373,0.770425154455396,3931.94673233253,41461358.0236483,13460941.995915,4562989171.90306
"79",1980-03-19,97.4099515082501,47559,3,79,1980.21459471767,1563,1980,"A",79,4.57892837697194,37.2366529748107,10.6792266605072,7.95695007486358,0.780196188347998,3898.23334331485,32808388.6892284,14875020.3940779,4735440657.05525
"80",1980-03-20,51.8198288546796,47560,3,80,1980.21732695811,1563,1980,"A",80,3.94777287243996,44.3563172046496,12.3735179682331,7.76058985881479,0.786204034315731,3223.52286912295,14432463.6526452,12560017.2377468,3655444513.78331
"81",1980-03-21,39.9267533798351,47561,3,81,1980.22005919854,1563,1980,"A",81,3.68704660997671,49.8174232900374,13.6713734267974,7.9198329677709,0.794700046651042,3833.9402862615,13225834.5076147,15523007.9229413,4420356161.5135
"82",1980-03-22,41.0594272345822,47562,3,82,1980.22279143898,1563,1980,"A",82,3.71502046201912,55.4403399261033,15.00698468052,7.90827823384065,0.79423939572325,3789.13301067265,13442080.1299661,13476083.3217802,3773027932.2158
"83",1980-03-23,31.7148679329186,47563,3,83,1980.22552367942,1563,1980,"A",83,3.45678559089364,59.7080932002397,16.0169522010029,8.06173075162269,0.802698817610904,4386.75498013352,12020430.6589543,16564012.4140747,4984829006.18414
"84",1980-03-24,24.5223889552746,47564,3,84,1980.22825591985,1563,1980,"A",84,3.19958653516693,58.3569751020771,16.7588535758622,8.56556332090068,0.812260008987099,8635.01803291612,18295309.8004878,15291723.6638884,4834771304.53601
"85",1980-03-25,26.6178355865567,47565,3,85,1980.23098816029,1563,1980,"A",85,3.28158150186855,44.7244362074424,17.5045305302374,8.3994340148718,0.809766793852369,7204.35390296834,16568436.1849845,14557917.2975519,4948403284.24349
"86",1980-03-26,21.8039717038816,47566,3,86,1980.23372040073,1563,1980,"A",86,3.08209214145223,33.9235819496755,18.0236727136631,8.80627004816858,0.817423782681617,10678.1235202424,20116123.4666232,12757808.7813928,4300110450.55393
"87",1980-03-27,23.8427846424263,47567,3,87,1980.23645264117,1563,1980,"A",87,3.17148164084682,29.926861347925,18.7240427138484,8.62562026542306,0.814655412918873,9122.41922171019,18792334.9659888,10305742.5634604,3447546752.42787
"88",1980-03-28,27.8354599804098,47568,3,88,1980.2391848816,1563,1980,"A",88,3.32631074675166,28.1995337194357,18.9911649645929,8.31494160231961,0.80947645888321,6449.22766215733,15510287.6779276,8312568.79630156,2679173783.55123
"89",1980-03-29,23.6162498714769,47569,3,89,1980.24191712204,1563,1980,"A",89,3.16193502896324,25.7076512389921,19.71702012651,8.64639731035571,0.815929847460446,9283.26653970864,18941985.4082642,5086115.40100338,1723275612.69152
"90",1980-03-30,17.0750583603124,47570,3,90,1980.24464936248,1563,1980,"A",90,2.83761882333168,23.6162498714769,20.2295550457831,9.36950369436898,0.826635825593429,22259.8535941692,32839629.0519557,3802595.25645801,1262205662.16784
"91",1980-03-31,15.3194138854544,47571,3,91,1980.24738160291,1563,1980,"A",91,2.72912090545098,22.3015391472169,20.6882879569557,9.79774623355257,0.826375313782197,44880.5866240276,59403825.9574966,2933173.98531466,940920305.393481
"92",1980-04-01,31.9980363966054,47572,4,92,1980.25011384335,1564,1980,"A",92,3.46567453831088,23.0701392629381,21.7076944262281,8.08780341428542,0.806209873625103,4513.59724704118,12478427.9127742,2677710.25317003,878052909.107715
"93",1980-04-02,28.0903115977279,47573,4,93,1980.25284608379,1564,1980,"A",93,3.33542473388937,23.9681878192019,22.5996750868414,8.31760592525081,0.811074328238878,6405.79060421633,15546872.5144331,2842638.53990791,901069932.548245
"94",1980-04-03,18.6608017569584,47574,4,94,1980.25557832423,1564,1980,"A",94,2.92642516110701,23.2279045498493,23.1801704373993,9.1299638611991,0.826435960258526,13509.6037982979,21781443.3086957,3256138.1750285,1027156529.28506
"95",1980-04-04,76.7386536591156,47575,4,95,1980.25831056466,1564,1980,"A",95,4.34040554047824,30.2140750753787,25.6984819744536,8.02019376846422,0.788079783095931,4222.3768116247,27995285.8165434,2683380.82287137,826976072.889615
"96",1980-04-05,85.2337075697188,47576,4,96,1980.2610428051,1564,1980,"A",96,4.44539698434742,39.0165690322704,28.5009058700738,8.08869476637802,0.787755346035124,4518.18011829292,33272747.3908711,2931800.32050103,890128131.419367
"97",1980-04-06,56.0673558099812,47577,4,97,1980.26377504554,1564,1980,"A",97,4.02655375029308,44.586897239366,30.3320619352482,7.89175524976957,0.789987539412442,3699.58974802245,17921624.954688,2671759.40714989,840609095.220478
"98",1980-04-07,27.3257567457736,47578,4,98,1980.26650728597,1564,1980,"A",98,3.30782972794348,46.3020890765544,31.2051646982824,8.42734903989925,0.813033043894989,7264.26007163066,17150521.2758279,2890507.68569172,925952716.617377
"99",1980-04-08,17.3015931312619,47579,4,99,1980.26923952641,1564,1980,"A",99,2.85079858577609,44.2025971815053,31.7441286741663,9.3619581382284,0.829168957640822,20010.5105213432,29912864.6640195,2625894.77837932,830091285.357959
"100",1980-04-09,17.0750583603124,47580,4,100,1980.27197176685,1564,1980,"A",100,2.83761882333168,42.6289895761603,32.2755414910185,9.4193426428458,0.829278206673971,22777.6290926764,33603495.5001888,1876899.84701062,610247990.370397
"101",1980-04-10,23.8144677960577,47581,4,101,1980.27470400729,1564,1980,"A",101,3.17029328657745,43.3652275817459,33.012723391483,8.7218373711836,0.818739392368168,9949.27529236614,20471330.5382159,1780018.64694332,622880700.415003
"102",1980-04-11,23.7012004105829,47582,4,102,1980.27743624772,1564,1980,"A",102,3.16552569709397,35.7884485462412,33.7272518148526,8.74077911972792,0.819111075611493,10124.8549927368,20733513.1756657,1886454.41848492,622243402.450787
"103",1980-04-12,17.9811974441101,47583,4,103,1980.28016848816,1564,1980,"A",103,2.88932662549719,26.1809470997257,34.2605524214627,9.27054451921115,0.829659868650779,15192.5960523609,23602844.3880479,2389430.04742359,800688698.678146
"104",1980-04-13,18.9439702206451,47584,4,104,1980.2829007286,1564,1980,"A",104,2.94148568673273,20.8776063012491,34.8353844027469,9.18035653126377,0.827907299668966,14363.9960663507,23510400.2263077,1839106.50995842,625259127.227325
"105",1980-04-14,23.1065466368407,47585,4,105,1980.28563296903,1564,1980,"A",105,3.1401159815686,20.274861999973,35.5489689312375,8.81783757466654,0.820645982830756,10859.1084653292,21679185.2706986,2113139.43786353,716063429.394239
"106",1980-04-15,74.4733059496214,47586,4,106,1980.28836520947,1564,1980,"A",106,4.31044075177631,28.4422495454529,37.9700592957595,8.17450605213894,0.790310051740585,4976.67410505123,32022377.8476802,2286889.06636846,723198385.121063
"107",1980-04-16,72.491126703814,47587,4,107,1980.29109744991,1564,1980,"A",107,4.28346416407811,36.3588307373817,39.2537563311395,8.17540762524131,0.790619926054664,4978.97897415109,31184507.1459582,2145919.84455649,654948322.962573
"108",1980-04-17,44.4574487988234,47588,4,108,1980.29382969035,1564,1980,"A",108,3.79453252494685,39.3078280234911,36.6674843628003,8.13400663793952,0.798656522872645,4777.24927430789,18350004.817016,2323428.68911879,740627022.104695
"109",1980-04-18,21.6340706256695,47589,4,109,1980.29656193078,1564,1980,"A",109,3.07426941577102,39.0125237685035,34.1416216667143,8.97711781260554,0.823909567229613,12453.9377349684,23278697.4406461,2483958.35829873,791529247.514851
"110",1980-04-19,14.5265421871315,47590,4,110,1980.29929417122,1564,1980,"A",110,2.67597747177527,38.5190015889351,32.8985121111294,10.0782815172908,0.830098097660799,55425.3522373305,69563985.1930544,2123793.04422632,714641129.549035
"111",1980-04-20,11.3833722402083,47591,4,111,1980.30202641166,1564,1980,"A",111,2.43215371522352,37.4389161631584,31.9470660731418,10.9697364847713,0.828439660834284,103096.936078759,101398245.138099,1636552.98516223,548324616.994632
"112",1980-04-21,9.40119299440088,47592,4,112,1980.30475865209,1564,1980,"A",112,2.24083659552099,35.4810084999527,30.8917915984691,11.4434373740488,0.822819746129907,131872.079924768,107114821.108917,1658933.44894211,519298798.755972
"113",1980-04-22,8.07030121507305,47593,4,113,1980.30749089253,1564,1980,"A",113,2.08819080687315,25.9948649664458,30.1036393745409,11.5179660507277,0.812444129365836,141761.414492314,98846552.0702416,1579501.1109291,519504208.173567
"114",1980-04-23,6.99426105306331,47594,4,114,1980.31022313297,1564,1980,"A",114,1.94508996323247,16.6381698734814,29.5193684444672,11.57655966057,0.802568873121655,148619.077137106,89811125.8239402,1496491.78983979,495858201.637354
"115",1980-04-24,5.94653773742224,47595,4,115,1980.31295537341,1564,1980,"A",115,1.78280915732197,11.1366111504241,28.8303251828294,11.6353136624628,0.79123366388316,154785.562515457,79525859.5042236,1442674.00006752,498468042.585348
"116",1980-04-25,5.23861657820531,47596,4,116,1980.31568761384,1564,1980,"A",116,1.65605745168282,8.79440342935779,28.2781466786402,12.3101625506273,0.793837299631338,1654529.21408549,748867176.290874,1706526.61365381,605366248.132194
"117",1980-04-26,4.67227965083176,47597,4,117,1980.31841985428,1564,1980,"A",117,1.54164710050508,7.38665163845783,27.639129845587,13.1143737627418,0.80030276620896,3415178.96178373,1378656388.83665,1583762.43083359,584066100.55717
"118",1980-04-27,4.27584380167028,47598,4,118,1980.32115209472,1564,1980,"A",118,1.45298146341942,6.3712904329524,26.8538093062957,13.7254927399803,0.805753791035815,4691460.68585148,1733179947.35425,2084792.4423662,717051233.563185
"119",1980-04-28,4.41742803351367,47599,4,119,1980.32388433515,1564,1980,"A",119,1.48555763385403,5.65932400996852,26.2138485783636,13.4730827829085,0.804524324975335,4087463.8298681,1560045079.41401,2542066.78565314,854302396.705778
"120",1980-04-29,6.34297358658373,47600,4,120,1980.32661657559,1564,1980,"A",120,1.84734767845954,5.41256292018433,25.8561124192393,11.5805221992607,0.796515459020153,147742.657418558,80967839.6405609,2717446.92201024,878630862.438532
