Great Lakes Coastal Forecasting System (Nowcast Forcing Data),,,,,
Requested Longitude: -82.1530 degree,,,,,
Requested Latitude: 42.2287 degree,,,,,
Lake:Erie,,,,,
,,,,,
Date/Time,Cloud Cover(fraction),,,,
2007-02-23,0.536833333,,,,
2007-02-24,0.488116667,,,,
2007-02-25,0.870520833,,,,
2007-02-26,0.981245833,,,,
2007-02-27,0.977383333,,,,
2007-02-28,0.8741,,,,
2007-03-01,0.961041667,,,,
2007-03-02,0.805529167,,,,
2007-03-03,0.728316667,,,,
2007-03-04,0.863283333,,,,
2007-03-05,0.5888625,,,,
2007-03-06,0.6511,,,,
2007-03-07,0.609320833,,,,
2007-03-08,0.226233333,,,,
2007-03-09,0.2015875,,,,
2007-03-10,0.5623125,,,,
2007-03-11,0.138679167,,,,
2007-03-12,0.595020833,,,,
2007-03-13,0.355975,,,,
2007-03-14,0.779620833,,,,
2007-03-15,0.68315,,,,
2007-03-16,0.645533333,,,,
2007-03-17,0.6513125,,,,
2007-03-18,0.210904167,,,,
2007-03-19,0.7796625,,,,
2007-03-20,0.257941667,,,,
2007-03-21,0.551970833,,,,
2007-03-22,0.651183333,,,,
2007-03-23,0.7256,,,,
2007-03-24,0.820425,,,,
2007-03-25,0.545941667,,,,
2007-03-26,0.552679167,,,,
2007-03-27,0.6154625,,,,
2007-03-28,0.637091667,,,,
2007-03-29,0.154758333,,,,
2007-03-30,0.336379167,,,,
2007-03-31,0.872291667,,,,
2007-04-01,0.745425,,,,
2007-04-02,0.383475,,,,
2007-04-03,0.598591667,,,,
2007-04-04,0.958383333,,,,
2007-04-05,0.9298125,,,,
2007-04-06,0.954775,,,,
2007-04-07,0.9383625,,,,
2007-04-08,0.987216667,,,,
2007-04-09,0.814979167,,,,
2007-04-10,0.5205125,,,,
2007-04-11,0.698220833,,,,
2007-04-12,0.969258333,,,,
2007-04-13,0.487491667,,,,
2007-04-14,0.549375,,,,
2007-04-15,0.523333333,,,,
2007-04-16,0.5566625,,,,
2007-04-17,0.498295833,,,,
2007-04-18,0.859720833,,,,
2007-04-19,0.237241667,,,,
2007-04-20,0.0797375,,,,
2007-04-21,0.109195833,,,,
2007-04-22,0.077,,,,
2007-04-23,0.497129167,,,,
2007-04-24,0.39115,,,,
2007-04-25,0.826325,,,,
2007-04-26,0.907291667,,,,
2007-04-27,0.951891667,,,,
2007-04-28,0.764379167,,,,
2007-04-29,0.191391667,,,,
2007-04-30,0.363891667,,,,
2007-05-01,0.826975,,,,
2007-05-02,0.552004167,,,,
2007-05-03,0.185179167,,,,
2007-05-04,0.136891667,,,,
2007-05-05,0.3228125,,,,
2007-05-06,0.148220833,,,,
2007-05-07,0.1485625,,,,
2007-05-08,0.292879167,,,,
2007-05-09,0.693691667,,,,
2007-05-10,0.6200625,,,,
2007-05-11,0.417075,,,,
2007-05-12,0.34265,,,,
2007-05-13,0.080054167,,,,
2007-05-14,0.4022125,,,,
2007-05-15,0.455641667,,,,
2007-05-16,0.917583333,,,,
2007-05-17,0.725683333,,,,
2007-05-18,0.093354167,,,,
2007-05-19,0.5651625,,,,
2007-05-20,0.724079167,,,,
2007-05-21,0.404625,,,,
2007-05-22,0.209708333,,,,
2007-05-23,0.1651625,,,,
2007-05-24,0.169358333,,,,
2007-05-25,0.407466667,,,,
2007-05-26,0.785275,,,,
2007-05-27,0.6746875,,,,
2007-05-28,0.105041667,,,,
2007-05-29,0.09715,,,,
2007-05-30,0.25845,,,,
2007-05-31,0.486304167,,,,
2007-06-01,0.510375,,,,
2007-06-02,0.307104167,,,,
2007-06-03,0.748983333,,,,
2007-06-04,0.781020833,,,,
2007-06-05,0.758420833,,,,
2007-06-06,0.42555,,,,
2007-06-07,0.399841667,,,,
2007-06-08,0.413283333,,,,
2007-06-09,0.044908333,,,,
2007-06-10,0.100695833,,,,
2007-06-11,0.136179167,,,,
2007-06-12,0.087104167,,,,
2007-06-13,0.262554167,,,,
2007-06-14,0.308270833,,,,
2007-06-15,0.354533333,,,,
2007-06-16,0.315425,,,,
2007-06-17,0.370595833,,,,
2007-06-18,0.297425,,,,
2007-06-19,0.501266667,,,,
2007-06-20,0.1391125,,,,
2007-06-21,0.333054167,,,,
2007-06-22,0.153095833,,,,
2007-06-23,0.2347375,,,,
2007-06-24,0.254820833,,,,
2007-06-25,0.261529167,,,,
2007-06-26,0.230291667,,,,
2007-06-27,0.458983333,,,,
2007-06-28,0.649791667,,,,
2007-06-29,0.305445833,,,,
2007-06-30,0.2270125,,,,
2007-07-01,0.361270833,,,,
2007-07-02,0.24165,,,,
2007-07-03,0.546108333,,,,
2007-07-04,0.746429167,,,,
2007-07-05,0.370883333,,,,
2007-07-06,0.148841667,,,,
2007-07-07,0.366129167,,,,
2007-07-08,0.321416667,,,,
2007-07-09,0.337179167,,,,
2007-07-10,0.369604167,,,,
2007-07-11,0.479433333,,,,
2007-07-12,0.319404167,,,,
2007-07-13,0.2913125,,,,
2007-07-14,0.520341667,,,,
2007-07-15,0.420075,,,,
2007-07-16,0.473395833,,,,
2007-07-17,0.713370833,,,,
2007-07-18,0.646891667,,,,
2007-07-19,0.683366667,,,,
2007-07-20,0.317525,,,,
2007-07-21,0.1748,,,,
2007-07-22,0.279354167,,,,
2007-07-23,0.449583333,,,,
2007-07-24,0.723504167,,,,
2007-07-25,0.648720833,,,,
2007-07-26,0.568954167,,,,
2007-07-27,0.63325,,,,
2007-07-28,0.536229167,,,,
2007-07-29,0.302245833,,,,
2007-07-30,0.151575,,,,
2007-07-31,0.129404167,,,,
2007-08-01,0.089916667,,,,
2007-08-02,0.231391667,,,,
2007-08-03,0.1390625,,,,
2007-08-04,0.242016667,,,,
2007-08-05,0.671904167,,,,
2007-08-06,0.625191667,,,,
2007-08-07,0.6376375,,,,
2007-08-08,0.439125,,,,
2007-08-09,0.769658333,,,,
2007-08-10,0.504995833,,,,
2007-08-11,0.272991667,,,,
2007-08-12,0.324254167,,,,
2007-08-13,0.2309125,,,,
2007-08-14,0.358204167,,,,
2007-08-15,0.684108333,,,,
2007-08-16,0.539541667,,,,
2007-08-17,0.3352625,,,,
2007-08-18,0.5123,,,,
2007-08-19,0.962620833,,,,
2007-08-20,0.964341667,,,,
2007-08-21,0.945183333,,,,
2007-08-22,0.6970375,,,,
2007-08-23,0.472645833,,,,
2007-08-24,0.526041667,,,,
2007-08-25,0.687383333,,,,
2007-08-26,0.313183333,,,,
2007-08-27,0.218904167,,,,
2007-08-28,0.115116667,,,,
2007-08-29,0.207016667,,,,
2007-08-30,0.525445833,,,,
2007-08-31,0.118670833,,,,
2007-09-01,0.115891667,,,,
2007-09-02,0.095079167,,,,
2007-09-03,0.170975,,,,
2007-09-04,0.267404167,,,,
2007-09-05,0.147129167,,,,
2007-09-06,0.254566667,,,,
2007-09-07,0.488308333,,,,
2007-09-08,0.580258333,,,,
2007-09-09,0.804279167,,,,
2007-09-10,0.6755,,,,
2007-09-11,0.683645833,,,,
2007-09-12,0.513954167,,,,
2007-09-13,0.088366667,,,,
2007-09-14,0.377966667,,,,
2007-09-15,0.509425,,,,
2007-09-16,0.3537625,,,,
2007-09-17,0.111866667,,,,
2007-09-18,0.129666667,,,,
2007-09-19,0.1404125,,,,
2007-09-20,0.2303,,,,
2007-09-21,0.307058333,,,,
2007-09-22,0.166825,,,,
2007-09-23,0.038704167,,,,
2007-09-24,0.036404167,,,,
2007-09-25,0.484908333,,,,
2007-09-26,0.835683333,,,,
2007-09-27,0.737775,,,,
2007-09-28,0.380870833,,,,
2007-09-29,0.261308333,,,,
2007-09-30,0.358354167,,,,
2007-10-01,0.6279125,,,,
2007-10-02,0.762716667,,,,
2007-10-03,0.4546125,,,,
2007-10-04,0.155495833,,,,
2007-10-05,0.288404167,,,,
2007-10-06,0.2159,,,,
2007-10-07,0.2909625,,,,
2007-10-08,0.1983375,,,,
2007-10-09,0.305879167,,,,
2007-10-10,0.738875,,,,
2007-10-11,0.770675,,,,
2007-10-12,0.685525,,,,
2007-10-13,0.4587,,,,
2007-10-14,0.440291667,,,,
2007-10-15,0.592791667,,,,
2007-10-16,0.725566667,,,,
2007-10-17,0.607520833,,,,
2007-10-18,0.521883333,,,,
2007-10-19,0.708916667,,,,
2007-10-20,0.390383333,,,,
2007-10-21,0.135995833,,,,
2007-10-22,0.3835875,,,,
2007-10-23,0.875795833,,,,
2007-10-24,0.709416667,,,,
2007-10-25,0.358375,,,,
2007-10-26,0.828320833,,,,
2007-10-27,0.831608333,,,,
2007-10-28,0.184508333,,,,
2007-10-29,0.246275,,,,
2007-10-30,0.047341667,,,,
2007-10-31,0.451804167,,,,
2007-11-01,0.276925,,,,
2007-11-02,0.0802,,,,
2007-11-03,0.299179167,,,,
2007-11-04,0.574241667,,,,
2007-11-05,0.558233333,,,,
2007-11-06,0.709966667,,,,
2007-11-07,0.900554167,,,,
2007-11-08,0.8736,,,,
2007-11-09,0.861766667,,,,
2007-11-10,0.650316667,,,,
2007-11-11,0.900141667,,,,
2007-11-12,0.946191667,,,,
2007-11-13,0.3734875,,,,
2007-11-14,0.7160875,,,,
2007-11-15,0.893375,,,,
2007-11-16,0.906091667,,,,
2007-11-17,0.911229167,,,,
2007-11-18,0.540858333,,,,
2007-11-19,0.684383333,,,,
2007-11-20,0.9510375,,,,
2007-11-21,0.946266667,,,,
2007-11-22,0.924241667,,,,
2007-11-23,0.423029167,,,,
2007-11-24,0.531091667,,,,
2007-11-25,0.3535,,,,
2007-11-26,0.9325625,,,,
2007-11-27,0.698458333,,,,
2007-11-28,0.51495,,,,
2007-11-29,0.680741667,,,,
2007-11-30,0.471316667,,,,
2007-12-01,0.626241667,,,,
2007-12-02,0.978679167,,,,
2007-12-03,0.907808333,,,,
2007-12-04,0.851016667,,,,
2007-12-05,0.789016667,,,,
2007-12-06,0.4379375,,,,
2007-12-07,0.9389375,,,,
2007-12-08,0.6982375,,,,
2007-12-09,0.977629167,,,,
2007-12-10,0.945645833,,,,
2007-12-11,0.929079167,,,,
2007-12-12,0.559058333,,,,
2007-12-13,0.887666667,,,,
2007-12-14,0.90425,,,,
2007-12-15,0.7934125,,,,
2007-12-16,0.9109125,,,,
2007-12-17,0.73625,,,,
2007-12-18,0.442333333,,,,
2007-12-19,0.925579167,,,,
2007-12-20,0.6107625,,,,
2007-12-21,0.579995833,,,,
2007-12-22,0.819625,,,,
2007-12-23,0.859929167,,,,
2007-12-24,0.991766667,,,,
2007-12-25,0.849470833,,,,
2007-12-26,0.511275,,,,
2007-12-27,0.900829167,,,,
2007-12-28,0.769254167,,,,
2007-12-29,0.9682875,,,,
2007-12-30,0.969079167,,,,
2007-12-31,0.84333913,,,,
2008-01-01,0.972279167,,,,
2008-01-02,0.738291667,,,,
2008-01-03,0.490525,,,,
2008-01-04,0.491854167,,,,
2008-01-05,0.840895833,,,,
2008-01-06,0.990016667,,,,
2008-01-07,0.897508333,,,,
2008-01-08,0.906304167,,,,
2008-01-09,0.570558333,,,,
2008-01-10,0.589208333,,,,
2008-01-11,0.943445833,,,,
2008-01-12,0.7026875,,,,
2008-01-13,0.751429167,,,,
2008-01-14,0.9907125,,,,
2008-01-15,0.933895833,,,,
2008-01-16,0.559695833,,,,
2008-01-17,0.887441667,,,,
2008-01-18,0.453775,,,,
2008-01-19,0.799054167,,,,
2008-01-20,0.716483333,,,,
2008-01-21,0.6137625,,,,
2008-01-22,0.7871875,,,,
2008-01-23,0.72115,,,,
2008-01-24,0.652608333,,,,
2008-01-25,0.21745,,,,
2008-01-26,0.988120833,,,,
2008-01-27,0.958420833,,,,
2008-01-28,0.513704167,,,,
2008-01-29,0.912754167,,,,
2008-01-30,0.534295833,,,,
2008-01-31,0.488804167,,,,
2008-02-01,0.942508333,,,,
2008-02-02,0.964133333,,,,
2008-02-03,0.926504167,,,,
2008-02-04,0.954195833,,,,
2008-02-05,0.973466667,,,,
2008-02-06,0.996941667,,,,
2008-02-07,0.986016667,,,,
2008-02-08,0.962366667,,,,
2008-02-09,0.8970625,,,,
2008-02-10,0.670925,,,,
2008-02-11,0.488416667,,,,
2008-02-12,0.900175,,,,
2008-02-13,0.610920833,,,,
2008-02-14,0.5240375,,,,
2008-02-15,0.748370833,,,,
2008-02-16,0.3148625,,,,
2008-02-17,0.745983333,,,,
2008-02-18,0.9056375,,,,
2008-02-19,0.847245833,,,,
2008-02-20,0.566041667,,,,
2008-02-21,0.429570833,,,,
2008-02-22,0.759933333,,,,
2008-02-23,0.268791667,,,,
2008-02-24,0.172595833,,,,
2008-02-25,0.676516667,,,,
2008-02-26,0.9933625,,,,
2008-02-27,0.783316667,,,,
2008-02-28,0.629529167,,,,
2008-02-29,0.803691667,,,,
2008-03-01,0.476525,,,,
2008-03-02,0.772870833,,,,
2008-03-03,0.712629167,,,,
2008-03-04,0.9023,,,,
2008-03-05,0.784520833,,,,
2008-03-06,0.791120833,,,,
2008-03-07,0.8747125,,,,
2008-03-08,0.914304167,,,,
2008-03-09,0.507029167,,,,
2008-03-10,0.630145833,,,,
2008-03-11,0.50055,,,,
2008-03-12,0.641875,,,,
2008-03-13,0.557745833,,,,
2008-03-14,0.6942625,,,,
2008-03-15,0.620729167,,,,
2008-03-16,0.660679167,,,,
2008-03-17,0.410441667,,,,
2008-03-18,0.938754167,,,,
2008-03-19,0.907441667,,,,
2008-03-20,0.357925,,,,
2008-03-21,0.660479167,,,,
2008-03-22,0.6020375,,,,
2008-03-23,0.548816667,,,,
2008-03-24,0.4421625,,,,
2008-03-25,0.5645625,,,,
2008-03-26,0.549616667,,,,
2008-03-27,0.832258333,,,,
2008-03-28,0.596408333,,,,
2008-03-29,0.19775,,,,
2008-03-30,0.627841667,,,,
2008-03-31,0.941783333,,,,
2008-04-01,0.8871,,,,
2008-04-02,0.32005,,,,
2008-04-03,0.433108333,,,,
2008-04-04,0.956125,,,,
2008-04-05,0.319029167,,,,
2008-04-06,0.1795,,,,
2008-04-07,0.3909375,,,,
2008-04-08,0.388970833,,,,
2008-04-09,0.4836625,,,,
2008-04-10,0.576070833,,,,
2008-04-11,0.7056375,,,,
2008-04-12,0.939204167,,,,
2008-04-13,0.7542375,,,,
2008-04-14,0.271679167,,,,
2008-04-15,0.0796125,,,,
2008-04-16,0.225275,,,,
2008-04-17,0.316629167,,,,
2008-04-18,0.227808333,,,,
2008-04-19,0.4944875,,,,
2008-04-20,0.623483333,,,,
2008-04-21,0.495054167,,,,
2008-04-22,0.332095833,,,,
2008-04-23,0.317120833,,,,
2008-04-24,0.3404375,,,,
2008-04-25,0.5485625,,,,
2008-04-26,0.415020833,,,,
2008-04-27,0.302475,,,,
2008-04-28,0.854370833,,,,
2008-04-29,0.526366667,,,,
2008-04-30,0.297025,,,,
2008-05-01,0.647504167,,,,
2008-05-02,0.873820833,,,,
2008-05-03,0.746645833,,,,
2008-05-04,0.326254167,,,,
2008-05-05,0.325295833,,,,
2008-05-06,0.179520833,,,,
2008-05-07,0.650375,,,,
2008-05-08,0.783733333,,,,
2008-05-09,0.633875,,,,
2008-05-10,0.399408333,,,,
2008-05-11,0.723741667,,,,
2008-05-12,0.845016667,,,,
2008-05-13,0.3359125,,,,
2008-05-14,0.7622375,,,,
2008-05-15,0.552166667,,,,
2008-05-16,0.492654167,,,,
2008-05-17,0.6327125,,,,
2008-05-18,0.754808333,,,,
2008-05-19,0.494841667,,,,
2008-05-20,0.549041667,,,,
2008-05-21,0.80925,,,,
2008-05-22,0.779958333,,,,
2008-05-23,0.36285,,,,
2008-05-24,0.118454167,,,,
2008-05-25,0.32795,,,,
2008-05-26,0.459404167,,,,
2008-05-27,0.596258333,,,,
2008-05-28,0.0912,,,,
2008-05-29,0.271383333,,,,
2008-05-30,0.645829167,,,,
2008-05-31,0.639266667,,,,
2008-06-01,0.271008333,,,,
2008-06-02,0.260166667,,,,
2008-06-03,0.837920833,,,,
2008-06-04,0.858020833,,,,
2008-06-05,0.668925,,,,
2008-06-06,0.3481,,,,
2008-06-07,0.545933333,,,,
2008-06-08,0.510179167,,,,
2008-06-09,0.382108333,,,,
2008-06-10,0.528891667,,,,
2008-06-11,0.187141667,,,,
2008-06-12,0.3569625,,,,
2008-06-13,0.501808333,,,,
2008-06-14,0.383141667,,,,
2008-06-15,0.427154167,,,,
2008-06-16,0.4213,,,,
2008-06-17,0.7780125,,,,
2008-06-18,0.8523125,,,,
2008-06-19,0.720116667,,,,
2008-06-20,0.286825,,,,
2008-06-21,0.47955,,,,
2008-06-22,0.423420833,,,,
2008-06-23,0.433945833,,,,
2008-06-24,0.282670833,,,,
2008-06-25,0.544304167,,,,
2008-06-26,0.566616667,,,,
2008-06-27,0.507991667,,,,
2008-06-28,0.6504625,,,,
2008-06-29,0.511691667,,,,
2008-06-30,0.698045833,,,,
2008-07-01,0.288520833,,,,
2008-07-02,0.453154167,,,,
2008-07-03,0.692704167,,,,
2008-07-04,0.2765875,,,,
2008-07-05,0.104916667,,,,
2008-07-06,0.067054167,,,,
2008-07-07,0.338795833,,,,
2008-07-08,0.516816667,,,,
2008-07-09,0.452120833,,,,
2008-07-10,0.3157375,,,,
2008-07-11,0.440075,,,,
2008-07-12,0.499370833,,,,
2008-07-13,0.429925,,,,
2008-07-14,0.252720833,,,,
2008-07-15,0.082991667,,,,
2008-07-16,0.312258333,,,,
2008-07-17,0.350229167,,,,
2008-07-18,0.377429167,,,,
2008-07-19,0.608570833,,,,
2008-07-20,0.646979167,,,,
2008-07-21,0.480891667,,,,
2008-07-22,0.475633333,,,,
2008-07-23,0.539666667,,,,
2008-07-24,0.183120833,,,,
2008-07-25,0.302566667,,,,
2008-07-26,0.428770833,,,,
2008-07-27,0.154791667,,,,
2008-07-28,0.2232625,,,,
2008-07-29,0.3027875,,,,
2008-07-30,0.49795,,,,
2008-07-31,0.271104167,,,,
2008-08-01,0.350404167,,,,
2008-08-02,0.3582375,,,,
2008-08-03,0.194229167,,,,
2008-08-04,0.446970833,,,,
2008-08-05,0.534845833,,,,
2008-08-06,0.4160875,,,,
2008-08-07,0.465866667,,,,
2008-08-08,0.365775,,,,
2008-08-09,0.40515,,,,
2008-08-10,0.574245833,,,,
2008-08-11,0.403620833,,,,
2008-08-12,0.316116667,,,,
2008-08-13,0.608620833,,,,
2008-08-14,0.329583333,,,,
2008-08-15,0.2478,,,,
2008-08-16,0.275116667,,,,
2008-08-17,0.416025,,,,
2008-08-18,0.292783333,,,,
2008-08-19,0.3949375,,,,
2008-08-20,0.120041667,,,,
2008-08-21,0.345070833,,,,
2008-08-22,0.439633333,,,,
2008-08-23,0.378983333,,,,
2008-08-24,0.4559875,,,,
2008-08-25,0.385808333,,,,
2008-08-26,0.094670833,,,,
2008-08-27,0.4691125,,,,
2008-08-28,0.932879167,,,,
2008-08-29,0.5950375,,,,
2008-08-30,0.258783333,,,,
2008-08-31,0.05755,,,,
2008-09-01,0.1455875,,,,
2008-09-02,0.194133333,,,,
2008-09-03,0.269229167,,,,
2008-09-04,0.545904167,,,,
2008-09-05,0.81495,,,,
2008-09-06,0.583220833,,,,
2008-09-07,0.501770833,,,,
2008-09-08,0.473004167,,,,
2008-09-09,0.614166667,,,,
2008-09-10,0.2363375,,,,
2008-09-11,0.292625,,,,
2008-09-12,0.885620833,,,,
2008-09-13,0.826420833,,,,
2008-09-14,0.728991667,,,,
2008-09-15,0.78405,,,,
2008-09-16,0.397679167,,,,
2008-09-17,0.135254167,,,,
2008-09-18,0.164708333,,,,
2008-09-19,0.312254167,,,,
2008-09-20,0.391083333,,,,
2008-09-21,0.2212375,,,,
2008-09-22,0.109995833,,,,
2008-09-23,0.058383333,,,,
2008-09-24,0.053470833,,,,
2008-09-25,0.1330125,,,,
2008-09-26,0.405420833,,,,
2008-09-27,0.810345833,,,,
2008-09-28,0.689475,,,,
2008-09-29,0.856066667,,,,
2008-09-30,0.873145833,,,,
2008-10-01,0.7334625,,,,
2008-10-02,0.7446875,,,,
2008-10-03,0.402770833,,,,
2008-10-04,0.258075,,,,
2008-10-05,0.309783333,,,,
2008-10-06,0.492225,,,,
2008-10-07,0.366466667,,,,
2008-10-08,0.827954167,,,,
2008-10-09,0.138533333,,,,
2008-10-10,0,,,,
2008-10-11,0.145370833,,,,
2008-10-12,0.160158333,,,,
2008-10-13,0.365479167,,,,
2008-10-14,0.55775,,,,
2008-10-15,0.789058333,,,,
2008-10-16,0.802558333,,,,
2008-10-17,0.6170875,,,,
2008-10-18,0.412345833,,,,
2008-10-19,0.178129167,,,,
2008-10-20,0.5576875,,,,
2008-10-21,0.705316667,,,,
2008-10-22,0.385545833,,,,
2008-10-23,0.164004167,,,,
2008-10-24,0.56635,,,,
2008-10-25,0.7958875,,,,
2008-10-26,0.4815125,,,,
2008-10-27,0.7249875,,,,
2008-10-28,0.821,,,,
2008-10-29,0.758670833,,,,
2008-10-30,0.118516667,,,,
2008-10-31,0.0598,,,,
2008-11-01,0.356454167,,,,
2008-11-02,0.442925,,,,
2008-11-03,0.695341667,,,,
2008-11-04,0.166616667,,,,
2008-11-05,0.034466667,,,,
2008-11-06,0.137783333,,,,
2008-11-07,0.675645833,,,,
2008-11-08,0.786029167,,,,
2008-11-09,0.9247,,,,
2008-11-10,0.9203875,,,,
2008-11-11,0.722216667,,,,
2008-11-12,0.843579167,,,,
2008-11-13,0.7657125,,,,
2008-11-14,0.727129167,,,,
2008-11-15,0.992004167,,,,
2008-11-16,0.935404167,,,,
2008-11-17,0.799475,,,,
2008-11-18,0.612566667,,,,
2008-11-19,0.8505375,,,,
2008-11-20,0.922566667,,,,
2008-11-21,0.68845,,,,
2008-11-22,0.621725,,,,
2008-11-23,0.350591667,,,,
2008-11-24,0.781625,,,,
2008-11-25,0.989420833,,,,
2008-11-26,0.968,,,,
2008-11-27,0.612979167,,,,
2008-11-28,0.819683333,,,,
2008-11-29,0.317491667,,,,
2008-11-30,0.8090125,,,,
2008-12-01,0.980695833,,,,
2008-12-02,0.90475,,,,
2008-12-03,0.697045833,,,,
2008-12-04,0.916591667,,,,
2008-12-05,0.743908333,,,,
2008-12-06,0.854020833,,,,
2008-12-07,0.687570833,,,,
2008-12-08,0.949720833,,,,
2008-12-09,0.9735125,,,,
2008-12-10,0.784233333,,,,
2008-12-11,0.539266667,,,,
2008-12-12,0.9024125,,,,
2008-12-13,0.6868875,,,,
2008-12-14,0.920416667,,,,
2008-12-15,0.8417375,,,,
2008-12-16,0.8974,,,,
2008-12-17,0.996008333,,,,
2008-12-18,0.946929167,,,,
2008-12-19,0.9648375,,,,
2008-12-20,0.929520833,,,,
2008-12-21,0.8353125,,,,
2008-12-22,0.702304167,,,,
2008-12-23,0.808116667,,,,
2008-12-24,0.9453125,,,,
2008-12-25,0.675233333,,,,
2008-12-26,0.8083375,,,,
2008-12-27,0.906683333,,,,
2008-12-28,0.723820833,,,,
2008-12-29,0.333845833,,,,
2008-12-30,0.552016667,,,,
2008-12-31,0.806465217,,,,
2009-01-01,0.708629167,,,,
2009-01-02,0.58,,,,
2009-01-03,0.40225,,,,
2009-01-04,0.83265,,,,
2009-01-05,0.413566667,,,,
2009-01-06,0.569391667,,,,
2009-01-07,0.993804167,,,,
2009-01-08,0.804925,,,,
2009-01-09,0.8366125,,,,
2009-01-10,0.940129167,,,,
2009-01-11,0.827525,,,,
2009-01-12,0.804083333,,,,
2009-01-13,0.811179167,,,,
2009-01-14,0.766816667,,,,
2009-01-15,0.465845833,,,,
2009-01-16,0.16495,,,,
2009-01-17,0.651408333,,,,
2009-01-18,0.940329167,,,,
2009-01-19,0.8199625,,,,
2009-01-20,0.681945833,,,,
2009-01-21,0.505679167,,,,
2009-01-22,0.7150375,,,,
2009-01-23,0.570075,,,,
2009-01-24,0.6178375,,,,
2009-01-25,0.420366667,,,,
2009-01-26,0.661858333,,,,
2009-01-27,0.741175,,,,
2009-01-28,0.793108333,,,,
2009-01-29,0.887541667,,,,
2009-01-30,0.875620833,,,,
2009-01-31,0.7224,,,,
2009-02-01,0.390983333,,,,
2009-02-02,0.385416667,,,,
2009-02-03,0.810958333,,,,
2009-02-04,0.705908333,,,,
2009-02-05,0.453595833,,,,
2009-02-06,0.359058333,,,,
2009-02-07,0.6520625,,,,
2009-02-08,0.417220833,,,,
2009-02-09,0.3584875,,,,
2009-02-10,0.614870833,,,,
2009-02-11,0.888720833,,,,
2009-02-12,0.95715,,,,
2009-02-13,0.938770833,,,,
2009-02-14,0.915558333,,,,
2009-02-15,0.843220833,,,,
2009-02-16,0.549704167,,,,
2009-02-17,0.467033333,,,,
2009-02-18,0.981629167,,,,
2009-02-19,0.890825,,,,
2009-02-20,0.639608333,,,,
2009-02-21,0.635708333,,,,
2009-02-22,0.837433333,,,,
2009-02-23,0.428029167,,,,
2009-02-24,0.306558333,,,,
2009-02-25,0.616408333,,,,
2009-02-26,0.8333,,,,
2009-02-27,0.952454167,,,,
2009-02-28,0.621733333,,,,
2009-03-01,0.4834,,,,
2009-03-02,0.569491667,,,,
2009-03-03,0.437075,,,,
2009-03-04,0.100725,,,,
2009-03-05,0.546195833,,,,
2009-03-06,0.71615,,,,
2009-03-07,0.813154167,,,,
2009-03-08,0.951708333,,,,
2009-03-09,0.6945375,,,,
2009-03-10,0.813779167,,,,
2009-03-11,0.660629167,,,,
2009-03-12,0.723770833,,,,
2009-03-13,0.1851125,,,,
2009-03-14,0.162108333,,,,
2009-03-15,0.083141667,,,,
2009-03-16,0.278308333,,,,
2009-03-17,0.18215,,,,
2009-03-18,0.598658333,,,,
2009-03-19,0.456666667,,,,
2009-03-20,0.249025,,,,
2009-03-21,0.543245833,,,,
2009-03-22,0.566125,,,,
2009-03-23,0.240783333,,,,
2009-03-24,0.425445833,,,,
2009-03-25,0.778945833,,,,
2009-03-26,0.507154167,,,,
2009-03-27,0.336766667,,,,
2009-03-28,0.409875,,,,
