Great Lakes Coastal Forecasting System (Nowcast Forcing Data),,,,
Requested Longitude: -80.5491 degree,,,,
Requested Latitude: 42.5749 degree,,,,
Lake:Erie,,,,
,,,,
Date/Time,Cloud Cover(fraction),,,
2006-03-02,0.893441667,,,
2006-03-03,0.5058375,,,
2006-03-04,0.571683333,,,
2006-03-05,0.284170833,,,
2006-03-06,0.561633333,,,
2006-03-07,0.164179167,,,
2006-03-08,0.838720833,,,
2006-03-09,0.926025,,,
2006-03-10,0.900258333,,,
2006-03-11,0.495441667,,,
2006-03-12,0.914383333,,,
2006-03-13,0.832525,,,
2006-03-14,0.951733333,,,
2006-03-15,0.596045833,,,
2006-03-16,0.411675,,,
2006-03-17,0.325370833,,,
2006-03-18,0.577629167,,,
2006-03-19,0.83435,,,
2006-03-20,0.493983333,,,
2006-03-21,0.598929167,,,
2006-03-22,0.979583333,,,
2006-03-23,0.9284125,,,
2006-03-24,0.737658333,,,
2006-03-25,0.947479167,,,
2006-03-26,0.499375,,,
2006-03-27,0.1635125,,,
2006-03-28,0.660125,,,
2006-03-29,0.194558333,,,
2006-03-30,0.199408333,,,
2006-03-31,0.434629167,,,
2006-04-01,0.956470833,,,
2006-04-02,0.516820833,,,
2006-04-03,0.825266667,,,
2006-04-04,0.62125,,,
2006-04-05,0.852816667,,,
2006-04-06,0.337770833,,,
2006-04-07,0.902504167,,,
2006-04-08,0.431041667,,,
2006-04-09,0.286866667,,,
2006-04-10,0.278795833,,,
2006-04-11,0.369725,,,
2006-04-12,0.71575,,,
2006-04-13,0.432216667,,,
2006-04-14,0.787604167,,,
2006-04-15,0.327866667,,,
2006-04-16,0.237704167,,,
2006-04-17,0.0851375,,,
2006-04-18,0.022470833,,,
2006-04-19,0.080233333,,,
2006-04-20,0.259654167,,,
2006-04-21,0.6577,,,
2006-04-22,0.762666667,,,
2006-04-23,0.923054167,,,
2006-04-24,0.784841667,,,
2006-04-25,0.5163625,,,
2006-04-26,0.0248125,,,
2006-04-27,0.275566667,,,
2006-04-28,0.032295833,,,
2006-04-29,0.260558333,,,
2006-04-30,0.439966667,,,
2006-05-01,0.348716667,,,
2006-05-02,0.331245833,,,
2006-05-03,0.303720833,,,
2006-05-04,0.437754167,,,
2006-05-05,0.385129167,,,
2006-05-06,0.5297875,,,
2006-05-07,0.1667375,,,
2006-05-08,0.0701375,,,
2006-05-09,0.166970833,,,
2006-05-10,0.431133333,,,
2006-05-11,0.863166667,,,
2006-05-12,0.941954167,,,
2006-05-13,0.800620833,,,
2006-05-14,0.69015,,,
2006-05-15,0.907183333,,,
2006-05-16,0.930929167,,,
2006-05-17,0.653370833,,,
2006-05-18,0.8432375,,,
2006-05-19,0.884004167,,,
2006-05-20,0.5671,,,
2006-05-21,0.8705375,,,
2006-05-22,0.719516667,,,
2006-05-23,0.161591667,,,
2006-05-24,0.318804167,,,
2006-05-25,0.669554167,,,
2006-05-26,0.9509625,,,
2006-05-27,0.472733333,,,
2006-05-28,0.296883333,,,
2006-05-29,0.1730375,,,
2006-05-30,0.319825,,,
2006-05-31,0.412691667,,,
2006-06-01,0.809633333,,,
2006-06-02,0.716316667,,,
2006-06-03,0.712795833,,,
2006-06-04,0.6340875,,,
2006-06-05,0.324608333,,,
2006-06-06,0.24425,,,
2006-06-07,0.26165,,,
2006-06-08,0.3011125,,,
2006-06-09,0.626570833,,,
2006-06-10,0.269575,,,
2006-06-11,0.229283333,,,
2006-06-12,0.555070833,,,
2006-06-13,0.43365,,,
2006-06-14,0.256704167,,,
2006-06-15,0.111595833,,,
2006-06-16,0.272720833,,,
2006-06-17,0.27845,,,
2006-06-18,0.3663125,,,
2006-06-19,0.695233333,,,
2006-06-20,0.445925,,,
2006-06-21,0.519395833,,,
2006-06-22,0.627925,,,
2006-06-23,0.5931625,,,
2006-06-24,0.172525,,,
2006-06-25,0.422016667,,,
2006-06-26,0.769079167,,,
2006-06-27,0.760041667,,,
2006-06-28,0.450320833,,,
2006-06-29,0.4536,,,
2006-06-30,0.201845833,,,
2006-07-01,0.313175,,,
2006-07-02,0.611054167,,,
2006-07-03,0.442141667,,,
2006-07-04,0.582029167,,,
2006-07-05,0.4352,,,
2006-07-06,0.331125,,,
2006-07-07,0.1482125,,,
2006-07-08,0.1293125,,,
2006-07-09,0.420208333,,,
2006-07-10,0.649258333,,,
2006-07-11,0.542179167,,,
2006-07-12,0.963479167,,,
2006-07-13,0.2621875,,,
2006-07-14,0.377954167,,,
2006-07-15,0.448779167,,,
2006-07-16,0.2469375,,,
2006-07-17,0.27245,,,
2006-07-18,0.296358333,,,
2006-07-19,0.241091667,,,
2006-07-20,0.426858333,,,
2006-07-21,0.634983333,,,
2006-07-22,0.8430125,,,
2006-07-23,0.378941667,,,
2006-07-24,0.275095833,,,
2006-07-25,0.521583333,,,
2006-07-26,0.459254167,,,
2006-07-27,0.801391667,,,
2006-07-28,0.615570833,,,
2006-07-29,0.300125,,,
2006-07-30,0.443858333,,,
2006-07-31,0.347675,,,
2006-08-01,0.105266667,,,
2006-08-02,0.2536,,,
2006-08-03,0.7061875,,,
2006-08-04,0.218441667,,,
2006-08-05,0.148920833,,,
2006-08-06,0.424454167,,,
2006-08-07,0.438991667,,,
2006-08-08,0.293291667,,,
2006-08-09,0.229433333,,,
2006-08-10,0.46925,,,
2006-08-11,0.210604167,,,
2006-08-12,0.0886875,,,
2006-08-13,0.1502,,,
2006-08-14,0.5175375,,,
2006-08-15,0.2250875,,,
2006-08-16,0.104608333,,,
2006-08-17,0.350170833,,,
2006-08-18,0.6697875,,,
2006-08-19,0.920575,,,
2006-08-20,0.7546375,,,
2006-08-21,0.265229167,,,
2006-08-22,0.239633333,,,
2006-08-23,0.5293875,,,
2006-08-24,0.691604167,,,
2006-08-25,0.751658333,,,
2006-08-26,0.5422625,,,
2006-08-27,0.7922625,,,
2006-08-28,0.8748,,,
2006-08-29,0.844266667,,,
2006-08-30,0.427916667,,,
2006-08-31,0.150533333,,,
2006-09-01,0.432204167,,,
2006-09-02,0.924408333,,,
2006-09-03,0.822283333,,,
2006-09-04,0.5019875,,,
2006-09-05,0.3616125,,,
2006-09-06,0.507179167,,,
2006-09-07,0.3176125,,,
2006-09-08,0.151566667,,,
2006-09-09,0.6044125,,,
2006-09-10,0.580229167,,,
2006-09-11,0.551391667,,,
2006-09-12,0.905683333,,,
2006-09-13,0.916195833,,,
2006-09-14,0.900979167,,,
2006-09-15,0.871075,,,
2006-09-16,0.366204167,,,
2006-09-17,0.315275,,,
2006-09-18,0.6323625,,,
2006-09-19,0.687541667,,,
2006-09-20,0.7357625,,,
2006-09-21,0.422625,,,
2006-09-22,0.607033333,,,
2006-09-23,0.8641625,,,
2006-09-24,0.81585,,,
2006-09-25,0.576970833,,,
2006-09-26,0.358758333,,,
2006-09-27,0.457766667,,,
2006-09-28,0.861695833,,,
2006-09-29,0.479116667,,,
2006-09-30,0.874491667,,,
2006-10-01,0.589429167,,,
2006-10-02,0.460016667,,,
2006-10-03,0.620604167,,,
2006-10-04,0.7188625,,,
2006-10-05,0.391904167,,,
2006-10-06,0.120208333,,,
2006-10-07,0.050466667,,,
2006-10-08,0.090933333,,,
2006-10-09,0.300054167,,,
2006-10-10,0.584129167,,,
2006-10-11,0.893820833,,,
2006-10-12,0.677133333,,,
2006-10-13,0.575020833,,,
2006-10-14,0.704066667,,,
2006-10-15,0.514704167,,,
2006-10-16,0.605045833,,,
2006-10-17,0.981833333,,,
2006-10-18,0.975579167,,,
2006-10-19,0.949516667,,,
2006-10-20,0.947141667,,,
2006-10-21,0.844441667,,,
2006-10-22,0.956804167,,,
2006-10-23,0.912791667,,,
2006-10-24,0.823854167,,,
2006-10-25,0.907125,,,
2006-10-26,0.690625,,,
2006-10-27,0.9578,,,
2006-10-28,0.990579167,,,
2006-10-29,0.578145833,,,
2006-10-30,0.173720833,,,
2006-10-31,0.606341667,,,
2006-11-01,0.5177125,,,
2006-11-02,0.668166667,,,
2006-11-03,0.721329167,,,
2006-11-04,0.704725,,,
2006-11-05,0.822266667,,,
2006-11-06,0.365633333,,,
2006-11-07,0.934241667,,,
2006-11-08,0.928,,,
2006-11-09,0.4994,,,
2006-11-10,0.497725,,,
2006-11-11,0.894979167,,,
2006-11-12,0.99675,,,
2006-11-13,0.993133333,,,
2006-11-14,0.944920833,,,
2006-11-15,0.718991667,,,
2006-11-16,0.899145833,,,
2006-11-17,0.9868625,,,
2006-11-18,0.971654167,,,
2006-11-19,0.954429167,,,
2006-11-20,0.929133333,,,
2006-11-21,0.5656875,,,
2006-11-22,0.053770833,,,
2006-11-23,0.262908333,,,
2006-11-24,0.368275,,,
2006-11-25,0.274304167,,,
2006-11-26,0.463729167,,,
2006-11-27,0.55595,,,
2006-11-28,0.582854167,,,
2006-11-29,0.795904167,,,
2006-11-30,0.913875,,,
2006-12-01,0.972808333,,,
2006-12-02,0.758525,,,
2006-12-03,0.662175,,,
2006-12-04,0.8688625,,,
2006-12-05,0.716570833,,,
2006-12-06,0.817304167,,,
2006-12-07,0.920058333,,,
2006-12-08,0.767883333,,,
2006-12-09,0.463066667,,,
2006-12-10,0.212016667,,,
2006-12-11,0.927408333,,,
2006-12-12,0.654483333,,,
2006-12-13,0.623633333,,,
2006-12-14,0.425979167,,,
2006-12-15,0.643583333,,,
2006-12-16,0.557975,,,
2006-12-17,0.9289375,,,
2006-12-18,0.7914875,,,
2006-12-19,0.637491667,,,
2006-12-20,0.19745,,,
2006-12-21,0.916291667,,,
2006-12-22,0.956145833,,,
2006-12-23,0.846095833,,,
2006-12-24,0.683133333,,,
2006-12-25,0.6769625,,,
2006-12-26,0.972525,,,
2006-12-27,0.900008333,,,
2006-12-28,0.840175,,,
2006-12-29,0.550454167,,,
2006-12-30,0.752391667,,,
2006-12-31,0.715008696,,,
2007-01-01,0.79235,,,
2007-01-02,0.451795833,,,
2007-01-03,0.186958333,,,
2007-01-04,0.671904167,,,
2007-01-05,0.9978125,,,
2007-01-06,0.9642,,,
2007-01-07,0.7228125,,,
2007-01-08,0.892658333,,,
2007-01-09,0.798520833,,,
2007-01-10,0.667454167,,,
2007-01-11,0.613495833,,,
2007-01-12,0.9905,,,
2007-01-13,0.988591667,,,
2007-01-14,1,,,
2007-01-15,0.998883333,,,
2007-01-16,0.7812375,,,
2007-01-17,0.632483333,,,
2007-01-18,0.6490875,,,
2007-01-19,0.951845833,,,
2007-01-20,0.826391667,,,
2007-01-21,0.714358333,,,
2007-01-22,0.972429167,,,
2007-01-23,0.990758333,,,
2007-01-24,0.937504167,,,
2007-01-25,0.782158333,,,
2007-01-26,0.90005,,,
2007-01-27,0.9390625,,,
2007-01-28,0.8592875,,,
2007-01-29,0.832908333,,,
2007-01-30,0.9029875,,,
2007-01-31,0.698391667,,,
2007-02-01,0.892454167,,,
2007-02-02,0.896575,,,
2007-02-03,0.58355,,,
2007-02-04,0.751933333,,,
2007-02-05,0.78995,,,
2007-02-06,0.584870833,,,
2007-02-07,0.60225,,,
2007-02-08,0.6107125,,,
2007-02-09,0.75575,,,
2007-02-10,0.737029167,,,
2007-02-11,0.784079167,,,
2007-02-12,0.863558333,,,
2007-02-13,0.815058333,,,
2007-02-14,0.7752,,,
2007-02-15,0.6626875,,,
2007-02-16,0.344154167,,,
2007-02-17,0.6694875,,,
2007-02-18,0.567320833,,,
2007-02-19,0.543345833,,,
2007-02-20,0.7158,,,
2007-02-21,0.502320833,,,
2007-02-22,0.866925,,,
2007-02-23,0.2254625,,,
2007-02-24,0.231216667,,,
2007-02-25,0.826733333,,,
2007-02-26,0.97465,,,
2007-02-27,0.971658333,,,
2007-02-28,0.760683333,,,
2007-03-01,0.946333333,,,
2007-03-02,0.873104167,,,
2007-03-03,0.746116667,,,
2007-03-04,0.900283333,,,
2007-03-05,0.797341667,,,
2007-03-06,0.520033333,,,
2007-03-07,0.482625,,,
2007-03-08,0.447995833,,,
2007-03-09,0.215125,,,
2007-03-10,0.634854167,,,
2007-03-11,0.1671,,,
2007-03-12,0.602375,,,
2007-03-13,0.517458333,,,
2007-03-14,0.811958333,,,
2007-03-15,0.652095833,,,
2007-03-16,0.8351,,,
2007-03-17,0.594683333,,,
2007-03-18,0.202591667,,,
2007-03-19,0.7471375,,,
2007-03-20,0.266608333,,,
2007-03-21,0.5010875,,,
2007-03-22,0.70855,,,
2007-03-23,0.626920833,,,
2007-03-24,0.818245833,,,
2007-03-25,0.6231125,,,
2007-03-26,0.532733333,,,
2007-03-27,0.5077,,,
2007-03-28,0.5689125,,,
2007-03-29,0.101983333,,,
2007-03-30,0.299575,,,
2007-03-31,0.809645833,,,
2007-04-01,0.697120833,,,
2007-04-02,0.415320833,,,
2007-04-03,0.4601375,,,
2007-04-04,0.9835,,,
2007-04-05,0.966745833,,,
2007-04-06,0.956354167,,,
2007-04-07,0.9353875,,,
2007-04-08,0.979579167,,,
2007-04-09,0.765504167,,,
2007-04-10,0.513641667,,,
2007-04-11,0.627458333,,,
2007-04-12,0.9598125,,,
2007-04-13,0.761083333,,,
2007-04-14,0.540920833,,,
2007-04-15,0.902895833,,,
2007-04-16,0.960766667,,,
2007-04-17,0.9501,,,
2007-04-18,0.8754875,,,
2007-04-19,0.1914,,,
2007-04-20,0.146504167,,,
2007-04-21,0.156141667,,,
2007-04-22,0.114770833,,,
2007-04-23,0.489991667,,,
2007-04-24,0.299179167,,,
2007-04-25,0.81685,,,
2007-04-26,0.853345833,,,
2007-04-27,0.911620833,,,
2007-04-28,0.8257,,,
2007-04-29,0.230175,,,
2007-04-30,0.340966667,,,
2007-05-01,0.8162875,,,
2007-05-02,0.281333333,,,
2007-05-03,0.1133375,,,
2007-05-04,0.117733333,,,
2007-05-05,0.204233333,,,
2007-05-06,0.0753625,,,
2007-05-07,0.184229167,,,
2007-05-08,0.191420833,,,
2007-05-09,0.475104167,,,
2007-05-10,0.5368625,,,
2007-05-11,0.212425,,,
2007-05-12,0.341804167,,,
2007-05-13,0.100075,,,
2007-05-14,0.5131125,,,
2007-05-15,0.438233333,,,
2007-05-16,0.9134875,,,
2007-05-17,0.766941667,,,
2007-05-18,0.118470833,,,
2007-05-19,0.467525,,,
2007-05-20,0.841058333,,,
2007-05-21,0.275195833,,,
2007-05-22,0.294741667,,,
2007-05-23,0.1212625,,,
2007-05-24,0.1184125,,,
2007-05-25,0.351329167,,,
2007-05-26,0.703566667,,,
2007-05-27,0.576916667,,,
2007-05-28,0.113929167,,,
2007-05-29,0.008325,,,
2007-05-30,0.169370833,,,
2007-05-31,0.375004167,,,
2007-06-01,0.430158333,,,
2007-06-02,0.264283333,,,
2007-06-03,0.650658333,,,
2007-06-04,0.776216667,,,
2007-06-05,0.6557625,,,
2007-06-06,0.485620833,,,
2007-06-07,0.347241667,,,
2007-06-08,0.429829167,,,
2007-06-09,0.067579167,,,
2007-06-10,0.094575,,,
2007-06-11,0.073995833,,,
2007-06-12,0.118566667,,,
2007-06-13,0.222504167,,,
2007-06-14,0.237675,,,
2007-06-15,0.337970833,,,
2007-06-16,0.354079167,,,
2007-06-17,0.3568625,,,
2007-06-18,0.203170833,,,
2007-06-19,0.546979167,,,
2007-06-20,0.171679167,,,
2007-06-21,0.236825,,,
2007-06-22,0.140041667,,,
2007-06-23,0.147179167,,,
2007-06-24,0.18595,,,
2007-06-25,0.1407,,,
2007-06-26,0.112483333,,,
2007-06-27,0.363758333,,,
2007-06-28,0.601533333,,,
2007-06-29,0.212445833,,,
2007-06-30,0.175716667,,,
2007-07-01,0.333233333,,,
2007-07-02,0.310154167,,,
2007-07-03,0.4122,,,
2007-07-04,0.7197,,,
2007-07-05,0.3925625,,,
2007-07-06,0.134604167,,,
2007-07-07,0.358683333,,,
2007-07-08,0.350166667,,,
2007-07-09,0.411445833,,,
2007-07-10,0.314179167,,,
2007-07-11,0.439408333,,,
2007-07-12,0.2971125,,,
2007-07-13,0.280445833,,,
2007-07-14,0.6043,,,
2007-07-15,0.463429167,,,
2007-07-16,0.409516667,,,
2007-07-17,0.7166375,,,
2007-07-18,0.610379167,,,
2007-07-19,0.738766667,,,
2007-07-20,0.391191667,,,
2007-07-21,0.198733333,,,
2007-07-22,0.192541667,,,
2007-07-23,0.473020833,,,
2007-07-24,0.703983333,,,
2007-07-25,0.562529167,,,
2007-07-26,0.434629167,,,
2007-07-27,0.554483333,,,
2007-07-28,0.340808333,,,
2007-07-29,0.245466667,,,
2007-07-30,0.1706125,,,
2007-07-31,0.167375,,,
2007-08-01,0.072166667,,,
2007-08-02,0.156495833,,,
2007-08-03,0.193145833,,,
2007-08-04,0.094416667,,,
2007-08-05,0.486658333,,,
2007-08-06,0.614316667,,,
2007-08-07,0.609408333,,,
2007-08-08,0.401875,,,
2007-08-09,0.654029167,,,
2007-08-10,0.4522375,,,
2007-08-11,0.194458333,,,
2007-08-12,0.4026875,,,
2007-08-13,0.223083333,,,
2007-08-14,0.229579167,,,
2007-08-15,0.58695,,,
2007-08-16,0.473770833,,,
2007-08-17,0.294033333,,,
2007-08-18,0.334783333,,,
2007-08-19,0.8940625,,,
2007-08-20,0.953408333,,,
2007-08-21,0.924429167,,,
2007-08-22,0.7068875,,,
2007-08-23,0.572516667,,,
2007-08-24,0.439591667,,,
2007-08-25,0.51285,,,
2007-08-26,0.256779167,,,
2007-08-27,0.171754167,,,
2007-08-28,0.178225,,,
2007-08-29,0.186879167,,,
2007-08-30,0.487475,,,
2007-08-31,0.122975,,,
2007-09-01,0.156525,,,
2007-09-02,0.083916667,,,
2007-09-03,0.189108333,,,
2007-09-04,0.346779167,,,
2007-09-05,0.224475,,,
2007-09-06,0.178,,,
2007-09-07,0.418233333,,,
2007-09-08,0.552775,,,
2007-09-09,0.938570833,,,
2007-09-10,0.595708333,,,
2007-09-11,0.719320833,,,
2007-09-12,0.552325,,,
2007-09-13,0.148395833,,,
2007-09-14,0.359604167,,,
2007-09-15,0.7205375,,,
2007-09-16,0.431679167,,,
2007-09-17,0.107841667,,,
2007-09-18,0.151770833,,,
2007-09-19,0.096008333,,,
2007-09-20,0.152370833,,,
2007-09-21,0.317758333,,,
2007-09-22,0.2171375,,,
2007-09-23,0.055641667,,,
2007-09-24,0.0121625,,,
2007-09-25,0.480625,,,
2007-09-26,0.798766667,,,
2007-09-27,0.8600625,,,
2007-09-28,0.529954167,,,
2007-09-29,0.2389125,,,
2007-09-30,0.383920833,,,
2007-10-01,0.48915,,,
2007-10-02,0.7593875,,,
2007-10-03,0.4612375,,,
2007-10-04,0.171116667,,,
2007-10-05,0.19985,,,
2007-10-06,0.338975,,,
2007-10-07,0.418329167,,,
2007-10-08,0.250045833,,,
2007-10-09,0.353758333,,,
2007-10-10,0.668541667,,,
2007-10-11,0.676808333,,,
2007-10-12,0.7016,,,
2007-10-13,0.575,,,
2007-10-14,0.416129167,,,
2007-10-15,0.605595833,,,
2007-10-16,0.6025875,,,
2007-10-17,0.6895375,,,
2007-10-18,0.5093875,,,
2007-10-19,0.6437375,,,
2007-10-20,0.5264625,,,
2007-10-21,0.140545833,,,
2007-10-22,0.320666667,,,
2007-10-23,0.962970833,,,
2007-10-24,0.676029167,,,
2007-10-25,0.388858333,,,
2007-10-26,0.7540375,,,
2007-10-27,0.917916667,,,
2007-10-28,0.454616667,,,
2007-10-29,0.354729167,,,
2007-10-30,0.098183333,,,
2007-10-31,0.3916375,,,
2007-11-01,0.536308333,,,
2007-11-02,0.074275,,,
2007-11-03,0.291383333,,,
2007-11-04,0.698129167,,,
2007-11-05,0.667679167,,,
2007-11-06,0.784475,,,
2007-11-07,0.922945833,,,
2007-11-08,0.87595,,,
2007-11-09,0.940166667,,,
2007-11-10,0.784695833,,,
2007-11-11,0.763054167,,,
2007-11-12,0.994241667,,,
2007-11-13,0.3270125,,,
2007-11-14,0.748854167,,,
2007-11-15,0.934558333,,,
2007-11-16,0.917308333,,,
2007-11-17,0.909033333,,,
2007-11-18,0.49615,,,
2007-11-19,0.7673875,,,
2007-11-20,0.954166667,,,
2007-11-21,0.940629167,,,
2007-11-22,0.885525,,,
2007-11-23,0.550116667,,,
2007-11-24,0.614283333,,,
2007-11-25,0.340454167,,,
2007-11-26,0.9999875,,,
2007-11-27,0.902366667,,,
2007-11-28,0.6286625,,,
2007-11-29,0.836383333,,,
2007-11-30,0.716420833,,,
2007-12-01,0.842541667,,,
2007-12-02,0.996466667,,,
2007-12-03,0.98355,,,
2007-12-04,0.922220833,,,
2007-12-05,0.792045833,,,
2007-12-06,0.678220833,,,
2007-12-07,0.919758333,,,
2007-12-08,0.8167375,,,
2007-12-09,0.996129167,,,
2007-12-10,0.9413125,,,
2007-12-11,0.918329167,,,
2007-12-12,0.605295833,,,
2007-12-13,0.88885,,,
2007-12-14,0.909829167,,,
2007-12-15,0.746016667,,,
2007-12-16,0.990579167,,,
2007-12-17,0.821145833,,,
2007-12-18,0.508575,,,
2007-12-19,0.9909125,,,
2007-12-20,0.839745833,,,
2007-12-21,0.504008333,,,
2007-12-22,0.748658333,,,
2007-12-23,0.789795833,,,
2007-12-24,0.983691667,,,
2007-12-25,0.850404167,,,
2007-12-26,0.591679167,,,
2007-12-27,0.95275,,,
2007-12-28,0.737983333,,,
2007-12-29,0.9797,,,
2007-12-30,0.919125,,,
2007-12-31,0.846343478,,,
2008-01-01,0.9765,,,
2008-01-02,0.527508333,,,
2008-01-03,0.7348875,,,
2008-01-04,0.58655,,,
2008-01-05,0.884216667,,,
2008-01-06,0.996591667,,,
2008-01-07,0.905879167,,,
2008-01-08,0.886479167,,,
2008-01-09,0.58515,,,
2008-01-10,0.544704167,,,
2008-01-11,0.931791667,,,
2008-01-12,0.796608333,,,
2008-01-13,0.665504167,,,
2008-01-14,0.997254167,,,
2008-01-15,0.946858333,,,
2008-01-16,0.739508333,,,
2008-01-17,0.903129167,,,
2008-01-18,0.609233333,,,
2008-01-19,0.826554167,,,
2008-01-20,0.76825,,,
2008-01-21,0.6746,,,
2008-01-22,0.877341667,,,
2008-01-23,0.8572125,,,
2008-01-24,0.77365,,,
2008-01-25,0.429304167,,,
2008-01-26,0.958791667,,,
2008-01-27,0.988075,,,
2008-01-28,0.565070833,,,
2008-01-29,0.959933333,,,
2008-01-30,0.725283333,,,
2008-01-31,0.62095,,,
2008-02-01,0.986008333,,,
2008-02-02,0.9731,,,
2008-02-03,0.9552875,,,
2008-02-04,0.962804167,,,
2008-02-05,0.991929167,,,
2008-02-06,0.999870833,,,
2008-02-07,0.9430625,,,
2008-02-08,0.9755875,,,
2008-02-09,0.9279,,,
2008-02-10,0.808741667,,,
2008-02-11,0.617225,,,
2008-02-12,0.829333333,,,
2008-02-13,0.8096875,,,
2008-02-14,0.60205,,,
2008-02-15,0.792375,,,
2008-02-16,0.371875,,,
2008-02-17,0.627941667,,,
2008-02-18,0.909070833,,,
2008-02-19,0.871304167,,,
2008-02-20,0.5905125,,,
2008-02-21,0.42735,,,
2008-02-22,0.782591667,,,
2008-02-23,0.364091667,,,
2008-02-24,0.0712375,,,
2008-02-25,0.6645,,,
2008-02-26,0.992270833,,,
2008-02-27,0.83305,,,
2008-02-28,0.542683333,,,
2008-02-29,0.760525,,,
2008-03-01,0.747825,,,
2008-03-02,0.699554167,,,
2008-03-03,0.764991667,,,
2008-03-04,0.972479167,,,
2008-03-05,0.826341667,,,
2008-03-06,0.782608333,,,
2008-03-07,0.9471875,,,
2008-03-08,0.999070833,,,
2008-03-09,0.4036,,,
2008-03-10,0.737829167,,,
2008-03-11,0.571833333,,,
2008-03-12,0.778941667,,,
2008-03-13,0.540875,,,
2008-03-14,0.766008333,,,
2008-03-15,0.781366667,,,
2008-03-16,0.619458333,,,
2008-03-17,0.338304167,,,
2008-03-18,0.9876125,,,
2008-03-19,0.987216667,,,
2008-03-20,0.820733333,,,
2008-03-21,0.708279167,,,
2008-03-22,0.554316667,,,
2008-03-23,0.358958333,,,
2008-03-24,0.435925,,,
2008-03-25,0.582525,,,
2008-03-26,0.571045833,,,
2008-03-27,0.8017875,,,
2008-03-28,0.667254167,,,
2008-03-29,0.071379167,,,
2008-03-30,0.545433333,,,
2008-03-31,0.906670833,,,
2008-04-01,0.8577875,,,
2008-04-02,0.3909625,,,
2008-04-03,0.341320833,,,
2008-04-04,0.988408333,,,
2008-04-05,0.361533333,,,
2008-04-06,0.144808333,,,
2008-04-07,0.334920833,,,
2008-04-08,0.337725,,,
2008-04-09,0.452691667,,,
2008-04-10,0.481108333,,,
2008-04-11,0.7523,,,
2008-04-12,0.9224875,,,
2008-04-13,0.7361125,,,
2008-04-14,0.316741667,,,
2008-04-15,0.0819875,,,
2008-04-16,0.2959375,,,
2008-04-17,0.252645833,,,
2008-04-18,0.194495833,,,
2008-04-19,0.391858333,,,
2008-04-20,0.569508333,,,
2008-04-21,0.3658375,,,
2008-04-22,0.220216667,,,
2008-04-23,0.472166667,,,
2008-04-24,0.275295833,,,
2008-04-25,0.52905,,,
2008-04-26,0.464925,,,
2008-04-27,0.2804875,,,
2008-04-28,0.916166667,,,
2008-04-29,0.377816667,,,
2008-04-30,0.2398375,,,
2008-05-01,0.633533333,,,
2008-05-02,0.9013,,,
2008-05-03,0.807770833,,,
2008-05-04,0.467870833,,,
2008-05-05,0.240858333,,,
2008-05-06,0.2242125,,,
2008-05-07,0.626070833,,,
2008-05-08,0.7813,,,
2008-05-09,0.597291667,,,
2008-05-10,0.424375,,,
2008-05-11,0.628970833,,,
2008-05-12,0.791816667,,,
2008-05-13,0.159954167,,,
2008-05-14,0.605441667,,,
2008-05-15,0.439175,,,
2008-05-16,0.5553125,,,
2008-05-17,0.683004167,,,
2008-05-18,0.763379167,,,
2008-05-19,0.7015,,,
2008-05-20,0.462795833,,,
