"","Date","Q","LogQ","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY"
"118",1975-05-17,49.8937010710893,3.90989476374937,4.1,4.1,1,4.1,45791,5,138,1975.37408675799,1505,1975,0.711152545395421,-0.703037735244427
"119",1975-05-18,47.2602343588023,3.85566923067161,3.68,3.68,1,3.68,45792,5,139,1975.37682648402,1505,1975,0.6989455415447,-0.715174894661988
"120",1975-05-19,43.9754801800357,3.78363220995083,3.32,3.32,1,3.32,45793,5,140,1975.37956621005,1505,1975,0.686531425044237,-0.727100132324791
"121",1975-05-20,52.0665234850738,3.95252219876712,3.36,3.36,1,3.36,45794,5,141,1975.38230593607,1505,1975,0.673913874467292,-0.738809914525031
"122",1975-05-21,234.774391012184,5.45862501476626,3.1575,3.1575,1,3.1575,45795,5,142,1975.3850456621,1505,1975,0.661096628663744,-0.750300771403996
"123",1975-05-22,296.073284188778,5.69060700539961,3.98,3.98,1,3.98,45796,5,143,1975.38778538813,1505,1975,0.648083485662853,-0.761569297970373
"124",1975-05-23,541.566183782026,6.29446528202325,7.9575,7.9575,1,7.9575,45797,5,144,1975.39052511416,1505,1975,0.634878301536985,-0.772612155118927
"125",1975-05-24,570.045852017324,6.34571679972896,7.9175,7.9175,1,7.9175,45798,5,145,1975.39326484018,1505,1975,0.62148498926998,-0.783426070610427
"126",1975-05-25,361.428565607685,5.89006441656103,9.06,9.06,1,9.06,45799,5,146,1975.39600456621,1505,1975,0.607907517587927,-0.794007840049507
"127",1975-05-26,179.429114784604,5.18978022622639,9.465,9.465,1,9.465,45800,5,147,1975.39874429224,1505,1975,0.594149909787249,-0.804354327830592
"128",1975-05-27,173.277279911009,5.15489308547832,10.0825,10.0825,1,10.0825,45801,5,148,1975.40148401826,1505,1975,0.580216242545475,-0.814462468064926
"129",1975-05-28,139.828005138009,4.94041313261336,9.1,9.1,1,9.1,45802,5,149,1975.40422374429,1505,1975,0.566110644710423,-0.824329265491375
"130",1975-05-29,103.93640236571,4.64377919637505,9.3625,9.3625,1,9.3625,45803,5,150,1975.40696347032,1505,1975,0.551837296073691,-0.833951796365999
"131",1975-05-30,84.2632733510714,4.43394610401694,9.125,9.125,1,9.125,45804,5,151,1975.40970319635,1505,1975,0.53740042613499,-0.843327209326209
"132",1975-05-31,61.9000439314085,4.12552088940611,8.6875,8.6875,1,8.6875,45805,5,152,1975.41244292237,1505,1975,0.522804312853506,-0.852452726232823
"133",1975-06-01,60.7602908650692,4.10693646483049,8.2,8.2,1,8.2,45806,6,153,1975.4151826484,1506,1975,0.508053281369532,-0.861325643000167
"134",1975-06-02,72.8515842644944,4.28842427934359,7.435,7.435,1,7.435,45807,6,154,1975.41792237443,1506,1975,0.493151702735164,-0.869943330389634
"135",1975-06-06,366.778089834168,5.90475700532167,10,10,1,10,45811,6,158,1975.42888127854,1506,1975,0.432128871450578,-0.901811864226042
"136",1975-06-07,295.584818588918,5.68895582980159,9.735,9.735,1,9.735,45812,6,159,1975.43162100457,1506,1975,0.416541638089846,-0.909116639236918
"137",1975-06-08,198.705807950081,5.29182537887433,9.595,9.595,1,9.595,45813,6,160,1975.43436073059,1506,1975,0.400830974453696,-0.916152023366483
"138",1975-06-09,138.230935002815,4.92892572856259,9.366,9.366,1,9.366,45814,6,161,1975.43710045662,1506,1975,0.385001535949185,-0.922915931879371
"139",1975-06-10,100.177341010268,4.60694202545572,9.3125,9.3125,1,9.3125,45815,6,162,1975.43984018265,1506,1975,0.369058013178879,-0.929406360484185
"140",1975-06-11,86.8967400633584,4.46472051791244,9.435,9.435,1,9.435,45816,6,163,1975.44257990868,1506,1975,0.353005130556034,-0.935621385925481
"141",1975-06-12,107.674226086375,4.67911024341841,8.8125,8.8125,1,8.8125,45817,6,164,1975.4453196347,1506,1975,0.336847644892828,-0.941559166558403
"142",1975-06-13,140.613797624739,4.94601710845036,8.53,8.53,1,8.53,45818,6,165,1975.44805936073,1506,1975,0.320590344004384,-0.947217942889149
"143",1975-06-14,154.29083442081,5.03883935657312,6.9325,6.9325,1,6.9325,45819,6,166,1975.45079908676,1506,1975,0.304238045276382,-0.952596038101359
"144",1975-06-15,192.815903905396,5.26173586791028,6.0875,6.0875,1,6.0875,45820,6,167,1975.45353881279,1506,1975,0.287795594251301,-0.957691858548218
"145",1975-06-16,624.598256546581,6.43710865353317,8.14,8.14,1,8.14,45821,6,168,1975.45627853881,1506,1975,0.271267863180514,-0.962503894228734
"146",1975-06-17,583.383086656971,6.36884406602429,8.43,8.43,1,8.43,45822,6,169,1975.45901826484,1506,1975,0.254659749585676,-0.967030719233345
"147",1975-06-18,409.092897257762,6.01394226291165,8.98,8.98,1,8.98,45823,6,170,1975.46175799087,1506,1975,0.237976174811019,-0.971270992165583
"148",1975-06-19,184.880107710574,5.21970754856318,9.37,9.37,1,9.37,45824,6,171,1975.4644977169,1506,1975,0.221222082561585,-0.975223456540661
"149",1975-06-20,164.548612017864,5.10320604033623,9.32,9.32,1,9.32,45825,6,172,1975.46723744292,1506,1975,0.204402437432951,-0.978886941158921
"150",1975-06-21,118.647004054238,4.77615273228264,8.98,8.98,1,8.98,45826,6,173,1975.46997716895,1506,1975,0.187522223452518,-0.982260360450031
"151",1975-06-22,96.0218438056647,4.56457570522696,9.32,9.32,1,9.32,45827,6,174,1975.47271689498,1506,1975,0.170586442590222,-0.985342714797452
"152",1975-06-23,94.152931945332,4.54492039583264,8.84,8.84,1,8.84,45828,6,175,1975.475456621,1506,1975,0.153600113283433,-0.98813309083307
"153",1975-06-24,74.7275753364193,4.31384917176374,8.57,8.57,1,8.57,45829,6,176,1975.47819634703,1506,1975,0.136568268944518,-0.990630661708741
"154",1975-06-25,150.191970908944,5.01191428190217,8.37,8.37,1,8.37,45830,6,177,1975.48093607306,1506,1975,0.119495956483728,-0.992834687339256
"155",1975-06-26,200.482690059715,5.30072790915288,7.95,7.95,1,7.95,45831,6,178,1975.48367579909,1506,1975,0.102388234792102,-0.994744514624814
"156",1975-06-27,253.152024305455,5.53399019485029,6.46,6.46,1,6.46,45832,6,179,1975.48641552511,1506,1975,0.0852501732549777,-0.996359577642528
"157",1975-06-28,213.140320386514,5.36195072996572,5.55,5.55,1,5.55,45833,6,180,1975.48915525114,1506,1975,0.0680868502534809,-0.997679397814027
"158",1975-06-29,142.263253925715,4.9576792421333,5.31,5.31,1,5.31,45834,6,181,1975.49189497717,1506,1975,0.0509033516488214,-0.998703584048298
"159",1975-06-30,95.0873878754983,4.55479634115089,4.78,4.78,1,4.78,45835,6,182,1975.4946347032,1506,1975,0.0337047692806675,-0.999431832856917
"160",1975-07-01,68.3138096339139,4.22411193697222,4.865,4.865,1,4.865,45836,7,183,1975.49737442922,1507,1975,0.0164961994619662,-0.999863928443921
"161",1975-07-02,49.2424136046097,3.89675531726787,4.88,4.88,1,4.88,45837,7,184,1975.50011415525,1507,1975,-0.000717258534834495,-0.999999742770064
"162",1975-07-03,32.7336921716708,3.48840488910689,4.9,4.9,1,4.9,45838,7,185,1975.50285388128,1507,1975,-0.0179305039924516,-0.999839235590691
"163",1975-07-04,61.3337070040349,4.11632956137941,5.01,5.01,1,5.01,45839,7,186,1975.50559360731,1507,1975,-0.0351384362565822,-0.999382454467479
"164",1975-07-05,117.769181816809,4.76872662253213,5.21,5.21,1,5.21,45840,7,187,1975.50833333333,1507,1975,-0.0523359562436991,-0.998629534754534
"165",1975-07-06,89.5372859872376,4.49465514173515,5.03,5.03,1,5.03,45841,7,188,1975.51107305936,1507,1975,-0.0695179679556623,-0.997580699558344
"166",1975-07-07,85.9410464984155,4.45366155535457,4.53,4.53,1,4.53,45842,7,189,1975.51381278539,1507,1975,-0.0866793799934016,-0.996236259671349
"167",1975-07-08,77.2760915096003,4.34738461292134,4.92,4.92,1,4.92,45843,7,190,1975.51655251142,1507,1975,-0.103815107061966,-0.994596613479914
"168",1975-07-15,18.8584374510189,2.93696042388011,4.11,4.11,1,4.11,45850,7,197,1975.53573059361,1507,1975,-0.222620829277137,-0.97490510634213
"169",1975-07-16,20.4724976940335,3.01908240952493,4.18,4.18,1,4.18,45851,7,198,1975.53847031963,1507,1975,-0.239369234411802,-0.970928612008683
"170",1975-07-17,18.3912094859357,2.9118728051287,4.05,4.05,1,4.05,45852,7,199,1975.54121004566,1507,1975,-0.256046709278065,-0.966664410572704
"171",1975-07-18,19.6796259957105,2.97958388716052,3.355,3.355,1,3.355,45853,7,200,1975.54394977169,1507,1975,-0.272648311976669,-0.96211376561001
"172",1975-07-19,98.8535284425324,4.59363924389645,2.575,2.575,1,2.575,45854,7,201,1975.54668949772,1507,1975,-0.289169123097951,-0.957278025573951
"173",1975-07-20,175.747924756676,5.16905072269318,2.59,2.59,1,2.59,45855,7,202,1975.54942922374,1507,1975,-0.305604247165537,-0.952158623399686
"174",1975-07-21,131.899288154779,4.88203866285335,2.695,2.695,1,2.695,45856,7,203,1975.55216894977,1507,1975,-0.321948814099217,-0.946757076076069
"175",1975-07-22,80.2116045831531,4.38466819995562,1.84666666666667,1.84666666666667,1,1.84666666666667,45857,7,204,1975.5549086758,1507,1975,-0.338197980654487,-0.941074984196917
"176",1975-07-23,36.7263675096543,3.60349495784467,2.68,2.68,1,2.68,45858,7,205,1975.55764840183,1507,1975,-0.354346931845745,-0.935114031491083
"177",1975-07-24,31.5443846241863,3.45139558976076,2.84,2.84,1,2.84,45859,7,206,1975.56038812785,1507,1975,-0.370390882393674,-0.928875984316333
"178",1975-07-25,24.0687371828555,3.18091378605871,2.64,2.64,1,2.64,45860,7,207,1975.56312785388,1507,1975,-0.38632507812947,-0.92236269114067
"179",1975-07-26,20.953884082301,3.04232402690731,2.52,2.52,1,2.52,45861,7,208,1975.56586757991,1507,1975,-0.402144797408715,-0.9155760819927
