"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30"
"43",1975-02-25,1336.49793267831,45710,2,56,1975.15216894977,1502,1975,43,7.1978079887602,559.847742060833,247.787869708349
"44",1975-02-26,1305.71752067556,45711,2,57,1975.1549086758,1502,1975,44,7.17450799293127,741.702574704246,289.486313775984
"45",1975-02-27,1027.07975240778,45712,2,58,1975.15764840183,1502,1975,45,6.93447486261728,881.490709435105,321.944026978641
"46",1975-02-28,721.002960008743,45713,2,59,1975.16038812785,1502,1975,46,6.5806432426978,937.226353616196,344.128388318742
"47",1975-03-01,528.561672087211,45714,3,61,1975.16312785388,1503,1975,47,6.27015949119326,976.570589013589,359.728138983246
"48",1975-03-02,425.035281763327,45715,3,62,1975.16586757991,1503,1975,48,6.0521721813925,937.331530474137,371.674072571312
"49",1975-03-03,307.407101947841,45716,3,63,1975.16860730594,1503,1975,49,5.72817293411622,807.328888795539,379.203522020744
"50",1975-03-04,210.846655830651,45717,3,64,1975.17134703196,1503,1975,50,5.35113111964778,646.521563531587,379.087422950632
"51",1975-03-06,115.985220495582,45719,3,66,1975.17682648402,1503,1975,51,4.75346277346824,476.559806363019,368.63850664059
"52",1975-03-07,126.009384110094,45720,3,67,1975.17956621005,1503,1975,52,4.83635638124244,347.835468034778,355.800592391911
"53",1975-03-08,251.877766218865,45721,3,68,1975.18230593607,1503,1975,53,5.5289439151473,280.817583207653,349.145189600393
"54",1975-03-09,272.265895604313,45722,3,69,1975.1850456621,1503,1975,54,5.60677914616675,244.203900852953,346.748640502724
"55",1975-03-10,232.197557992634,45723,3,70,1975.18778538813,1503,1975,55,5.4475885523809,216.655654599997,345.627293386524
"56",1975-03-11,168.711188434059,45724,3,71,1975.19052511416,1503,1975,56,5.12818830883502,196.841952669457,345.835894154773
"57",1975-03-12,167.663465118418,45725,3,72,1975.19326484018,1503,1975,57,5.12195878652816,190.672925424852,346.877010206262
"58",1975-03-13,166.615741802777,45726,3,73,1975.19600456621,1503,1975,58,5.11569021388108,197.905857040166,348.654364263335
"59",1975-03-14,197.112985341843,45727,3,74,1975.19874429224,1503,1975,59,5.28377709398674,208.063514358987,352.270425544616
"60",1975-03-15,161.405442070941,45728,3,75,1975.20148401826,1503,1975,60,5.08391947317906,195.138896623569,354.904836151782
"61",1975-03-16,137.364439503934,45729,3,76,1975.20422374429,1503,1975,61,4.92263753627612,175.867260037801,356.82283054582
"62",1975-03-17,139.318301903372,45730,3,77,1975.20696347032,1503,1975,62,4.93676125696079,162.598794882192,359.848013632874
"63",1975-03-20,273.568470537272,45733,3,80,1975.2151826484,1503,1975,63,5.61155193984348,177.578406611222,367.141489362566
"64",1975-03-21,255.672223632268,45734,3,81,1975.21792237443,1503,1975,64,5.54389624766086,190.151086398915,373.694951507157
"65",1975-03-22,227.35537726359,45735,3,82,1975.22066210046,1503,1975,65,5.42651433190946,198.828177179031,379.542380282289
"66",1975-03-23,171.91099207372,45736,3,83,1975.22340182648,1503,1975,66,5.14697685492687,195.227892426442,383.653986375021
"67",1975-03-24,181.567036685439,45737,3,84,1975.22614155251,1503,1975,67,5.20162493364182,198.108120228513,388.615097858813
"68",1975-03-26,129.747207830759,45739,3,86,1975.23162100457,1503,1975,68,4.86558800220566,197.019944275203,391.32124447678
"69",1975-03-27,126.94384004026,45740,3,87,1975.23436073059,1503,1975,69,4.84374478424999,195.252164009044,384.524257453418
"70",1975-03-28,124.16878909613,45741,3,88,1975.23710045662,1503,1975,70,4.82164184239706,173.909352374595,380.224816279774
"71",1975-03-29,127.849979124058,45742,3,89,1975.23984018265,1503,1975,71,4.85085753845254,155.649031730565,361.162859199259
"72",1975-03-30,299.761553428298,45743,3,90,1975.24257990868,1503,1975,72,5.70298733671212,165.992771182666,330.574057856935
"73",1975-03-31,426.507757774498,45744,3,91,1975.2453196347,1503,1975,73,6.05563055615552,202.363737711349,300.241052026808
"74",1975-04-01,319.96562331235,45745,4,92,1975.24805936073,1504,1975,74,5.76821356287415,222.134964372336,267.382655448034
"75",1975-04-02,229.299800714239,45746,4,93,1975.25079908676,1504,1975,75,5.43503032075855,236.356763355691,240.789990391583
"76",1975-04-03,200.716304042257,45747,4,94,1975.25353881279,1504,1975,76,5.30189248838852,246.895686784547,223.447101859367
"77",1975-04-04,169.596089883081,45748,4,95,1975.25627853881,1504,1975,77,5.13341966815737,253.385301182683,211.481582452562
"78",1975-04-05,164.803463635182,45749,4,96,1975.25901826484,1504,1975,78,5.10475363445829,258.664370398558,202.807188514958
"79",1975-04-06,150.744149413134,45750,4,97,1975.26175799087,1504,1975,79,5.01558402499105,237.376169824963,197.585090097134
"80",1975-04-07,131.672753383829,45751,4,98,1975.26449771689,1504,1975,80,4.88031970339614,195.256883483439,194.945960015573
"81",1975-04-08,121.422054998368,45752,4,99,1975.26723744292,1504,1975,81,4.79927253426973,166.893516581441,195.127187832333
"82",1975-04-09,104.94872962339,45753,4,100,1975.26997716895,1504,1975,82,4.65347194160444,149.129077854177,194.425166016109
"83",1975-04-10,93.735258461394,45754,4,101,1975.27271689498,1504,1975,83,4.54047440940807,133.846071342625,189.15374909086
"84",1975-04-11,79.3856965640667,45755,4,102,1975.275456621,1504,1975,84,4.37431820799582,120.958872297052,182.724409122852
"85",1975-04-12,70.4658899579334,45756,4,103,1975.27819634703,1504,1975,85,4.25512876235061,107.482076057445,177.333353521695
"86",1975-04-13,64.1583124293105,45757,4,104,1975.28093607306,1504,1975,86,4.16135366067666,95.1126707740418,173.84825765487
"87",1975-04-14,54.9553373594903,45758,4,105,1975.28367579909,1504,1975,87,4.00652080733362,84.1530399134219,170.091320062906
"88",1975-04-15,54.7641986465018,45759,4,106,1975.28641552511,1504,1975,88,4.00303667108401,74.6304890060124,166.36293529103
"89",1975-04-16,52.640435168851,45760,4,107,1975.28915525114,1504,1975,89,3.96348455386836,67.1578755125068,161.547183618597
"90",1975-04-17,41.5119145459608,45761,4,108,1975.29189497717,1504,1975,90,3.72598048352508,59.697397810302,157.550732701098
"91",1975-04-18,51.2245928504171,45762,4,109,1975.2946347032,1504,1975,91,3.93621974583407,55.6743829940664,154.679404479314
"92",1975-04-19,84.1570851771889,45763,4,110,1975.29737442922,1504,1975,92,4.43268511408816,57.6302680253886,152.840697255108
"93",1975-04-20,119.553143138036,45764,4,111,1975.30011415525,1504,1975,93,4.78376098496847,65.5438152694922,147.706853008467
"94",1975-04-21,164.548612017864,45765,4,112,1975.30285388128,1504,1975,94,5.10320604033623,81.1999973635455,144.669399287987
"95",1975-04-22,160.725837758092,45766,4,113,1975.30559360731,1504,1975,95,5.07970004238369,96.3373743794871,142.448414637803
"96",1975-04-23,165.886583008784,45767,4,114,1975.30833333333,1504,1975,96,5.11130431995838,112.515395499477,142.247601002305
"97",1975-04-24,193.332686351624,45768,4,115,1975.31107305936,1504,1975,97,5.26441246840964,134.204077186001,142.639789324512
"98",1975-04-25,362.922279253633,45769,4,116,1975.31381278539,1504,1975,98,5.89418870460143,178.732318100746,150.412291705274
"99",1975-04-26,387.168578956813,45770,4,117,1975.31655251142,1504,1975,99,5.95886020272124,222.019674354978,159.086449669159
"100",1975-04-27,279.798176738381,45771,4,118,1975.31929223744,1504,1975,100,5.63406854590701,244.91182201217,164.274095923901
"101",1975-04-28,211.986408896991,45772,4,119,1975.32203196347,1504,1975,101,5.35652216364048,251.68865013776,167.078643582999
"102",1975-04-29,280.392830512123,45773,4,120,1975.3247716895,1504,1975,102,5.63619158604654,268.783934816907,166.433019485793
"103",1975-04-30,356.225345087441,45774,4,121,1975.32751141553,1504,1975,103,5.87556352241587,295.975186542429,164.090272396224
"104",1975-05-01,317.71443402604,45775,5,122,1975.33025114155,1505,1975,104,5.76115297312363,313.744007638774,164.015232753347
"105",1975-05-02,298.515612188076,45776,5,123,1975.33299086758,1505,1975,105,5.69882223360256,304.543055200838,166.322426469142
"106",1975-05-03,202.776354615578,45777,5,124,1975.33573059361,1505,1975,106,5.31210367032161,278.201308866376,166.391094821586
"107",1975-05-04,175.11079571338,45778,5,125,1975.33847031963,1505,1975,107,5.16541889195081,263.245968719947,166.574918349262
"108",1975-05-05,142.263253925715,45779,5,126,1975.34121004566,1505,1975,108,4.9576792421333,253.285518009765,165.823578025614
"109",1975-05-06,189.495753668669,45780,5,127,1975.34394977169,1505,1975,109,5.24436661619051,240.300221317843,167.115298167465
"110",1975-05-07,353.506927836048,45781,5,128,1975.34668949772,1505,1975,110,5.86790308298348,239.911875996215,174.509770649205
"111",1975-05-08,234.604489933972,45782,5,129,1975.34942922374,1505,1975,111,5.45790107471471,228.039026840205,178.282518480392
"112",1975-05-09,193.714963777602,45783,5,130,1975.35216894977,1505,1975,112,5.26638781976575,213.067505638709,181.241392952199
"113",1975-05-10,169.787228596069,45784,5,131,1975.3549086758,1505,1975,113,5.13454605665551,208.354773350208,183.776458623355
"114",1975-05-11,164.548612017864,45785,5,132,1975.35764840183,1505,1975,114,5.10320604033623,206.845889965134,186.615222471815
"115",1975-05-12,149.200881286041,45786,5,133,1975.36038812785,1505,1975,115,5.00529359449512,207.836979588038,189.239722182752
"116",1975-05-15,65.8644024230233,45789,5,136,1975.36860730594,1505,1975,116,4.18759811988611,190.175357981517,189.296591849209
"117",1975-05-16,49.2424136046097,45790,5,137,1975.37134703196,1505,1975,117,3.89675531726787,146.708998805597,189.10616105738
"118",1975-05-17,49.8937010710893,45791,5,138,1975.37408675799,1505,1975,118,3.90989476374937,120.321743253757,188.943811138199
"119",1975-05-18,47.2602343588023,45792,5,139,1975.37682648402,1505,1975,119,3.85566923067161,99.3996390510712,188.764471111198
"120",1975-05-19,43.9754801800357,45793,5,140,1975.37956621005,1505,1975,120,3.78363220995083,81.426532134495,188.846589965667
"121",1975-05-20,52.0665234850738,45794,5,141,1975.38230593607,1505,1975,121,3.95252219876712,65.3576623440964,188.874654320155
"122",1975-05-21,234.774391012184,45795,5,142,1975.3850456621,1505,1975,122,5.45862501476626,77.5824494478311,193.895231181322
"123",1975-05-22,296.073284188778,45796,5,143,1975.38778538813,1505,1975,123,5.69060700539961,110.469432557225,199.779235883013
"124",1975-05-23,541.566183782026,45797,5,144,1975.39052511416,1505,1975,124,6.29446528202325,180.801399725427,212.346488275152
"125",1975-05-24,570.045852017324,45798,5,145,1975.39326484018,1505,1975,125,6.34571679972896,255.108849860603,225.99048875046
"126",1975-05-25,361.428565607685,45799,5,146,1975.39600456621,1505,1975,126,5.89006441656103,299.990040039015,232.50855483709
"127",1975-05-26,179.429114784604,45800,5,147,1975.39874429224,1505,1975,127,5.18978022622639,319.340559268239,232.045102451522
"128",1975-05-27,173.277279911009,45801,5,148,1975.40148401826,1505,1975,128,5.15489308547832,336.656381614801,225.723602473435
"129",1975-05-28,139.828005138009,45802,5,149,1975.40422374429,1505,1975,129,4.94041313261336,323.092612204205,217.478916679475
"130",1975-05-29,103.93640236571,45803,5,150,1975.40696347032,1505,1975,130,4.64377919637505,295.644486229481,211.616857533719
"131",1975-05-30,84.2632733510714,45804,5,151,1975.40970319635,1505,1975,131,4.43394610401694,230.315499025059,207.359419682188
"132",1975-05-31,61.9000439314085,45805,5,152,1975.41244292237,1505,1975,132,4.12552088940611,157.723240727071,200.076326796165
"133",1975-06-01,60.7602908650692,45806,6,153,1975.4151826484,1506,1975,133,4.10693646483049,114.770630049554,190.227491655419
"134",1975-06-02,72.8515842644944,45807,6,154,1975.41792237443,1506,1975,134,4.28842427934359,99.5452685466815,182.065396663367
"135",1975-06-03,117.776261028401,45808,6,155,1975.42066210046,1506,1975,135,4.76878673162622,91.6165515634518,176.040751624711
"136",1975-06-04,165.844107739231,45809,6,156,1975.42340182648,1506,1975,136,5.11104823711184,95.3331376493408,174.809676728833
"137",1975-06-05,303.725911919913,45810,6,157,1975.42614155251,1506,1975,137,5.71612568918889,123.874496157084,179.096847269051
"138",1975-06-06,366.778089834168,45811,6,158,1975.42888127854,1506,1975,138,5.90475700532167,164.233755654669,186.580675132666
"139",1975-06-07,295.584818588918,45812,6,159,1975.43162100457,1506,1975,139,5.68895582980159,197.617294891456,190.116977296674
"140",1975-06-08,198.705807950081,45813,6,160,1975.43436073059,1506,1975,140,5.29182537887433,217.323797332172,184.956939967142
"141",1975-06-09,138.230935002815,45814,6,161,1975.43710045662,1506,1975,141,4.92892572856259,226.663704580504,181.744488136104
"142",1975-06-10,100.177341010268,45815,6,162,1975.43984018265,1506,1975,142,4.60694202545572,224.149573149342,178.626567377192
"143",1975-06-11,86.8967400633584,45816,6,163,1975.44257990868,1506,1975,143,4.46472051791244,212.871377767075,175.863551092769
"144",1975-06-12,107.674226086375,45817,6,164,1975.4453196347,1506,1975,144,4.67911024341841,184.863994076569,173.967738228386
"145",1975-06-13,140.613797624739,45818,6,165,1975.44805936073,1506,1975,145,4.94601710845036,152.554809475222,173.681502106342
"146",1975-06-14,154.29083442081,45819,6,166,1975.45079908676,1506,1975,146,5.03883935657312,132.369954594064,176.629049839602
"147",1975-06-15,192.815903905396,45820,6,167,1975.45353881279,1506,1975,147,5.26173586791028,131.528539730538,181.414832849628
"148",1975-06-16,624.598256546581,45821,6,168,1975.45627853881,1506,1975,148,6.43710865353317,201.009585665361,200.571651365478
"149",1975-06-17,583.383086656971,45822,6,169,1975.45901826484,1506,1975,149,6.36884406602429,270.038977900604,218.44241310875
"150",1975-06-18,409.092897257762,45823,6,170,1975.46175799087,1506,1975,150,6.01394226291165,316.067000356948,230.612993678008
"151",1975-06-19,184.880107710574,45824,6,171,1975.4644977169,1506,1975,151,5.21970754856318,327.096412017547,235.040113152191
"152",1975-06-20,164.548612017864,45825,6,172,1975.46723744292,1506,1975,152,5.10320604033623,330.515671216565,232.69925385238
"153",1975-06-21,118.647004054238,45826,6,173,1975.46997716895,1506,1975,153,4.77615273228264,325.423695449912,226.785044514562
"154",1975-06-22,96.0218438056647,45827,6,174,1975.47271689498,1506,1975,154,4.56457570522696,311.595972578522,211.93356651535
"155",1975-06-23,94.152931945332,45828,6,175,1975.475456621,1506,1975,155,4.54492039583264,235.818069064058,196.070469179617
"156",1975-06-24,74.7275753364193,45829,6,176,1975.47819634703,1506,1975,156,4.31384917176374,163.152996018265,186.513769503908
"157",1975-06-25,150.191970908944,45830,6,177,1975.48093607306,1506,1975,157,5.01191428190217,126.167149397005,185.539198041386
"158",1975-06-26,200.482690059715,45831,6,178,1975.48367579909,1506,1975,158,5.30072790915288,128.396089732597,186.446045046343
"159",1975-06-27,253.152024305455,45832,6,179,1975.48641552511,1506,1975,159,5.53399019485029,141.053720059396,190.223512351925
"160",1975-06-28,213.140320386514,45833,6,180,1975.48915525114,1506,1975,160,5.36195072996572,154.552765249721,193.863642952618
"161",1975-06-29,142.263253925715,45834,6,181,1975.49189497717,1506,1975,161,4.9576792421333,161.158680981156,195.79697563844
"162",1975-06-30,95.0873878754983,45835,6,182,1975.4946347032,1506,1975,162,4.55479634115089,161.292174685466,196.903220436576
"163",1975-07-01,68.3138096339139,45836,7,183,1975.49737442922,1507,1975,163,4.22411193697222,160.375922442251,197.155004395538
"164",1975-07-02,49.2424136046097,45837,7,184,1975.50011415525,1507,1975,164,3.89675531726787,145.95455711306,196.368032040208
"165",1975-07-03,32.7336921716708,45838,7,185,1975.50285388128,1507,1975,165,3.48840488910689,121.990414557625,193.533279744984
"166",1975-07-04,61.3337070040349,45839,7,186,1975.50559360731,1507,1975,166,4.11632956137941,94.5877978002795,190.049599720477
"167",1975-07-05,117.769181816809,45840,7,187,1975.50833333333,1507,1975,167,4.76872662253213,80.9633494331787,183.851042050374
"168",1975-07-06,89.5372859872376,45841,7,188,1975.51107305936,1507,1975,168,4.49465514173515,73.4310682991106,174.609681922143
"169",1975-07-07,85.9410464984155,45842,7,189,1975.51381278539,1507,1975,169,4.45366155535457,72.1244481023845,167.621556185793
"170",1975-07-08,77.2760915096003,45843,7,190,1975.51655251142,1507,1975,170,4.34738461292134,73.4047740846254,163.57389897111
"171",1975-07-09,53.3483563280679,45844,7,191,1975.51929223744,1507,1975,171,3.9768431680523,73.9913373308337,160.744479681952
"172",1975-07-10,49.2424136046097,45845,7,192,1975.52203196347,1507,1975,172,3.89675531726787,76.3497261069678,159.04664876843
"173",1975-07-11,34.999039881165,45846,7,193,1975.5247716895,1507,1975,173,3.55532062914644,72.5876308037007,157.316725429023
"174",1975-07-12,25.1164604984966,45847,7,194,1975.52751141553,1507,1975,174,3.22352342794987,59.3515277582275,154.564799909427
"175",1975-07-13,31.5443846241863,45848,7,195,1975.53025114155,1507,1975,175,3.45139558976076,51.0668275635059,150.929152809409
"176",1975-07-14,29.732106456591,45849,7,196,1975.53299086758,1507,1975,176,3.39222748739582,43.0369789861024,146.777195210602
"177",1975-07-15,18.8584374510189,45850,7,197,1975.53573059361,1507,1975,177,2.93696042388011,34.6915998348765,140.978612995456
"178",1975-07-16,20.4724976940335,45851,7,198,1975.53847031963,1507,1975,178,3.01908240952493,29.995048601443,120.841087700371
"179",1975-07-17,18.3912094859357,45852,7,199,1975.54121004566,1507,1975,179,2.9118728051287,25.5877337273467,102.008025128003
"180",1975-07-18,19.6796259957105,45853,7,200,1975.54394977169,1507,1975,180,2.97958388716052,23.3992460294246,89.0275827526013
"181",1975-07-19,98.8535284425324,45854,7,201,1975.54668949772,1507,1975,181,4.59363924389645,33.9331128785726,86.1600301103333
"182",1975-07-20,175.747924756676,45855,7,202,1975.54942922374,1507,1975,182,5.16905072269318,54.5336186117854,86.5333405349603
"183",1975-07-21,131.899288154779,45856,7,203,1975.55216894977,1507,1975,183,4.88203866285335,69.1289302829551,86.9750833383117
"184",1975-07-22,80.2116045831531,45857,7,204,1975.5549086758,1507,1975,184,4.38466819995562,77.8936684446886,86.448075364228
"185",1975-07-23,36.7263675096543,45858,7,205,1975.55764840183,1507,1975,185,3.60349495784467,80.2156498469201,84.5338565497054
"186",1975-07-24,31.5443846241863,45859,7,206,1975.56038812785,1507,1975,186,3.45139558976076,82.0946748666702,83.0944168592977
"187",1975-07-25,24.0687371828555,45860,7,207,1975.56312785388,1507,1975,187,3.18091378605871,82.721690750548,78.890309068428
"188",1975-07-26,20.953884082301,45861,7,208,1975.56586757991,1507,1975,188,3.04232402690731,71.5931701276578,72.9060155358476
"189",1975-07-27,16.7629908197367,45862,7,209,1975.56860730594,1507,1975,189,2.81917352899861,48.8810367080951,65.0263810863236
"190",1975-07-28,13.9596230292377,45863,7,210,1975.57134703196,1507,1975,190,2.63616909333335,32.0325131187321,58.3870245077477
"191",1975-07-29,11.4111068560567,45864,7,211,1975.57408675799,1507,1975,191,2.43458716671128,22.2038705862898,54.0252862720924
"192",1975-07-30,8.80595699013841,45865,7,212,1975.57682648402,1507,1975,192,2.17542842316747,18.2152405120732,51.1492385759138
"193",1975-07-31,7.92813475270942,45866,7,213,1975.57956621005,1507,1975,193,2.07041779394548,14.8414905304336,49.1363827465403
"194",1975-08-01,7.92813475270942,45867,8,214,1975.58230593607,1508,1975,194,2.07041779394548,12.5356901832699,47.7592401181436
"195",1975-08-02,6.76714405159364,45868,8,215,1975.5850456621,1508,1975,195,1.91207914438773,10.509013036026,46.8936885141411
"196",1975-08-03,11.4111068560567,45869,8,216,1975.58778538813,1508,1975,196,2.43458716671128,9.74445818407172,45.2296018425418
"197",1975-08-04,59.8045973001263,45870,8,217,1975.59052511416,1508,1975,197,4.09108253593016,16.2937402227701,43.297449025319
"198",1975-08-05,38.1705266744568,45871,8,218,1975.59326484018,1508,1975,198,3.64206366478762,20.1165144825415,41.585223714893
"199",1975-08-06,50.5733053839375,45872,8,219,1975.59600456621,1508,1975,199,3.92342387550158,26.0832785387986,40.4062990110771
"200",1975-08-07,41.5119145459608,45873,8,220,1975.59874429224,1508,1975,200,3.72598048352508,30.8809613664059,39.2141597789557
"201",1975-08-08,29.1374526828488,45874,8,221,1975.60148401826,1508,1975,201,3.3720243804343,33.9108639278544,38.4071296574484
"202",1975-08-09,20.4724976940335,45875,8,222,1975.60422374429,1508,1975,202,3.01908240952493,35.8687715910601,37.4481324604292
"203",1975-08-10,15.5453664258836,45876,8,223,1975.60696347032,1508,1975,203,2.74376261517781,36.4593801010353,36.7996766785865
"204",1975-08-11,14.7524947275607,45877,8,224,1975.60970319635,1508,1975,204,2.69141220255618,30.0233654478117,36.4542111528887
"205",1975-08-12,12.090711168905,45878,8,225,1975.61244292237,1508,1975,205,2.49243748580034,26.2976775184471,35.8057553710459
"206",1975-09-02,101.713529925769,45899,9,246,1975.66997716895,1509,1975,206,4.62216033182397,33.6034238815659,38.2051361533519
"207",1975-09-03,65.8644024230233,45900,9,247,1975.67271689498,1509,1975,207,4.18759811988611,37.0823507211462,39.7720016524187
"208",1975-09-04,61.3337070040349,45901,9,248,1975.675456621,1509,1975,208,4.11632956137941,41.6818156241728,41.1340419627521
"209",1975-09-05,61.3337070040349,45902,9,249,1975.67819634703,1509,1975,209,4.11632956137941,47.5191312398873,42.5654585466887
"210",1975-09-06,191.676150839057,45903,9,250,1975.68093607306,1509,1975,210,5.25580723354357,72.6806718703406,48.2986760414669
"211",1975-09-07,223.978593334125,45904,9,251,1975.68367579909,1509,1975,211,5.41155048181571,102.570114528421,52.4695115378534
"212",1975-09-08,158.821529839799,45905,9,252,1975.68641552511,1509,1975,212,5.06778111795939,123.531660052835,51.9052983739575
"213",1975-09-09,101.076400882474,45906,9,253,1975.68915525114,1509,1975,213,4.61587667526234,123.440641618078,50.877868798214
"214",1975-09-10,67.4076705501162,45907,9,254,1975.69189497717,1509,1975,214,4.21075881782435,123.661108493377,50.4510709971127
"215",1975-09-11,49.7662752624302,45908,9,255,1975.6946347032,1509,1975,215,3.90733755105904,122.008618244577,50.8857345888719
"216",1975-09-12,102.456847142947,45909,9,256,1975.69737442922,1509,1975,216,4.62944170644817,127.883352550135,53.2494833394973
"217",1975-09-13,151.211377378217,45910,9,257,1975.70011415525,1509,1975,217,5.01867870812493,122.102670627158,57.4875713460093
"218",1975-09-15,115.985220495582,45912,9,259,1975.70559360731,1509,1975,218,4.75346277346824,106.675045935938,60.6552825597854
"219",1975-09-16,65.8644024230233,45913,9,260,1975.70833333333,1509,1975,219,4.18759811988611,93.3954563049699,62.2919962798949
"220",1975-09-17,51.932514009634,45914,9,261,1975.71107305936,1509,1975,220,3.94994506819288,86.3749010374213,63.5577593125748
"221",1975-09-18,41.5119145459608,45915,9,262,1975.71381278539,1509,1975,221,3.72598048352508,82.675507322542,64.5611195689049
"222",1975-09-19,36.7263675096543,45916,9,263,1975.71655251142,1509,1975,222,3.60349495784467,80.8126633578597,65.4917999195554
"223",1975-09-20,40.265973305739,45917,9,264,1975.71929223744,1509,1975,223,3.69550677745602,71.9282528096872,66.5697278713231
