Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]"," *Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3], Inflow concentration of O2 [mg m-3], Inflow concentration of NO3 [mg m-3], Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3], Inflow pH,Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1998,6,6,107649.324,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,7,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,8,97863.02184,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,9,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,10,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,11,178600.0149,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,12,366986.3319,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,13,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,14,183493.166,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,15,137008.2306,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,16,132115.0795,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,17,518674.0158,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,18,178600.0149,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,19,139454.8061,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,20,97863.02184,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,21,80736.99302,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,22,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,23,129668.5039,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,24,78290.41747,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,25,70950.69083,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,26,68504.11529,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,27,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,28,110095.8996,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,29,80736.99302,,,,,,,,,,,,,,,,,,,,,,,,
1998,6,30,80736.99302,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,1,144347.9572,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,2,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,3,61164.38865,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,4,154134.2594,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,5,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,6,66057.53974,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,7,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,8,408578.1162,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,9,442830.1738,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,10,215298.648,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,11,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,12,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,13,78290.41747,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,14,68504.11529,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,15,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,16,220191.7991,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,17,80736.99302,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,18,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,19,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,20,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,21,117435.6262,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,22,215298.648,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,23,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,24,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,25,58717.8131,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,26,58717.8131,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,27,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,28,51378.08647,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,29,46484.93537,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,30,58717.8131,,,,,,,,,,,,,,,,,,,,,,,,
1998,7,31,56271.23756,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,1,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,2,51378.08647,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,3,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,4,51378.08647,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,5,137008.2306,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,6,1377422.032,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,7,2789096.122,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,8,1196375.442,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,9,670361.6996,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,10,1269772.708,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,11,910126.1031,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,12,354753.4542,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,13,254443.8568,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,14,200619.1948,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,15,242210.9791,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,16,327841.1232,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,17,161473.986,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,18,283802.7633,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,19,183493.166,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,20,137008.2306,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,21,129668.5039,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,22,117435.6262,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,23,107649.324,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,24,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,25,286249.3389,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,26,217745.2236,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,27,124775.3528,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,28,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,29,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,30,75843.84193,,,,,,,,,,,,,,,,,,,,,,,,
1998,8,31,75843.84193,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,1,80736.99302,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,2,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,3,156580.8349,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,4,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,5,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,6,68504.11529,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,7,271569.8856,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,8,222638.3747,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,9,119882.2018,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,10,83183.56856,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,11,70950.69083,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,12,66057.53974,,,,,,,,,,,,,,,,,,,,,,,,
1998,9,13,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
