ActivityStartDate,USGSPCode,ResultMeasureValue
2013-03-12,0,16.066666666666666
2013-03-13,0,17.6
2013-03-30,0,30.2
2013-04-02,0,23.0
2013-04-10,0,12.775
2013-04-11,0,12.1
2013-04-12,0,16.1
2013-05-06,0,30.5
2013-05-28,0,26.7
2013-05-29,0,18.85
2013-05-30,0,18.4
2013-06-04,0,25.3
2013-06-06,0,16.1
2013-07-02,0,29.7
2013-08-05,0,32.4
2013-09-10,0,31.5
2013-11-06,0,21.9
2013-12-04,0,26.9
2013-12-21,0,42.4
2013-12-22,0,14.7
2014-02-03,0,52.9
2014-03-06,0,32.3
2014-04-11,0,20.1
2014-05-05,0,23.65
2014-06-02,0,30.3
2014-07-07,0,31.2
2014-09-02,0,26.9
2014-10-07,0,32.7
2014-11-03,0,30.2
2014-12-15,0,34.2
2015-01-06,0,23.1
2015-02-10,0,40.3
2015-03-03,0,37.9
2015-04-10,0,19.5
2015-05-05,0,33.2
2015-06-02,0,24.3
2015-07-08,0,23.0
2015-07-30,0,29.5
2015-09-10,0,38.2
2015-10-05,0,30.5
2015-11-04,0,28.1
2015-12-07,0,24.2
2016-01-04,0,23.9
2016-02-01,0,22.2
2016-03-07,0,26.6
2016-04-04,0,31.7
2016-05-02,0,20.1
2016-06-06,0,33.7
2016-07-06,0,38.9
2016-08-01,0,37.7
2016-09-06,0,40.4
2016-10-03,0,35.5
2016-11-07,0,26.9
2016-12-01,0,17.0
2016-12-05,0,20.3
2016-12-18,0,25.9
2016-12-19,0,27.6
2016-12-26,0,23.85
2016-12-27,0,19.475
2017-01-03,0,36.2
2017-01-04,0,23.75
2017-01-12,0,26.699999999999996
2017-01-13,0,15.05
2017-02-06,0,31.6
2017-02-07,0,28.45
2017-02-08,0,32.6
2017-03-06,0,30.1
2017-03-31,0,25.6
2017-04-01,0,19.1
2017-04-03,0,23.0
2017-04-20,0,22.7
2017-04-21,0,13.200000000000001
2017-04-27,0,16.2
2017-05-01,0,20.0
2017-05-02,0,11.1
2017-06-05,0,32.4
2017-07-01,0,14.450000000000003
2017-07-02,0,11.8
2017-07-10,0,25.5
2017-08-07,0,31.8
2017-09-05,0,30.0
2017-09-14,0,13.19
2017-10-02,0,34.5
2017-11-03,0,8.823333333333332
2017-11-04,0,10.2
2017-11-05,0,11.0575
2017-11-07,0,10.143333333333333
2017-12-04,0,23.0
2017-12-13,0,19.7
2018-01-10,0,27.7
2018-01-11,0,34.349999999999994
2018-01-12,0,27.7
2018-01-13,0,17.3
2018-01-22,0,26.45
2018-01-23,0,20.03333333333333
2018-01-24,0,20.5
2018-01-25,0,21.2
2018-02-06,0,32.0
2018-02-15,0,33.5
2018-02-16,0,18.799999999999997
2018-02-20,0,27.1
2018-02-21,0,14.9
2018-02-27,0,20.8
2018-03-05,0,26.4
2018-03-27,0,32.3
2018-03-29,0,14.149999999999999
2018-03-30,0,11.1
2018-04-03,0,20.9
2018-04-17,0,32.3
2018-05-09,0,28.549999999999997
2018-05-15,0,20.9
2018-05-23,0,18.6
2018-06-05,0,28.8
2018-06-20,0,29.0
2018-07-12,0,35.1
2018-07-31,0,29.6
2018-08-06,0,35.1
2018-08-22,0,22.8
2018-09-10,0,16.7
2018-11-06,0,16.7
